"","annotation","subannotation"
"G3.B002436.3_39_F.1.1","basal cells","1"
"K22.B002436.3_39_F.1.1","basal cells","2"
"M4.B002436.3_39_F.1.1","basal cells","1"
"N9.B002436.3_39_F.1.1","basal cells","2"
"O14.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"P17.B002436.3_39_F.1.1","stromal cells",NA
"E22.B002436.3_39_F.1.1","basal cells","2"
"G4.B002436.3_39_F.1.1","basal cells","2"
"H7.B002436.3_39_F.1.1","basal cells","2"
"I10.B002436.3_39_F.1.1","basal cells","2"
"J15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"F1.B002436.3_39_F.1.1","basal cells","2"
"O15.B002436.3_39_F.1.1","luminal progenitors",NA
"P18.B002436.3_39_F.1.1","stromal cells",NA
"F2.B002436.3_39_F.1.1","basal cells","2"
"G5.B002436.3_39_F.1.1","basal cells","2"
"G6.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"H9.B002436.3_39_F.1.1","basal cells","2"
"H8.B002436.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"I11.B002436.3_39_F.1.1","luminal progenitors",NA
"J16.B002436.3_39_F.1.1","stromal cells",NA
"L1.B002436.3_39_F.1.1","basal cells","2"
"M5.B002436.3_39_F.1.1","basal cells","1"
"N10.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"I12.B002436.3_39_F.1.1","luminal progenitors",NA
"F3.B002436.3_39_F.1.1","basal cells","1"
"G7.B002436.3_39_F.1.1","basal cells","Fos+"
"H10.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I13.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"J18.B002436.3_39_F.1.1","stromal cells",NA
"L3.B002436.3_39_F.1.1","basal cells","2"
"J17.B002436.3_39_F.1.1","stromal cells",NA
"M7.B002436.3_39_F.1.1","basal cells","2"
"N12.B002436.3_39_F.1.1","luminal progenitors",NA
"L2.B002436.3_39_F.1.1","basal cells","2"
"M6.B002436.3_39_F.1.1","basal cells","2"
"N11.B002436.3_39_F.1.1","luminal progenitors",NA
"O16.B002436.3_39_F.1.1","stromal cells",NA
"O17.B002436.3_39_F.1.1","stromal cells",NA
"G8.B002436.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"H11.B002436.3_39_F.1.1","luminal progenitors",NA
"I14.B002436.3_39_F.1.1","luminal progenitors",NA
"J19.B002436.3_39_F.1.1","stromal cells",NA
"L4.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"M8.B002436.3_39_F.1.1","basal cells","2"
"N13.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"O18.B002436.3_39_F.1.1","stromal cells",NA
"P20.B002436.3_39_F.1.1","stromal cells",NA
"P21.B002436.3_39_F.1.1","basal cells","2"
"F4.B002436.3_39_F.1.1","basal cells","2"
"I15.B002436.3_39_F.1.1","luminal progenitors",NA
"J20.B002436.3_39_F.1.1","stromal cells",NA
"L5.B002436.3_39_F.1.1","basal cells","2"
"M11.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"N14.B002436.3_39_F.1.1","luminal progenitors",NA
"O19.B002436.3_39_F.1.1","stromal cells",NA
"P22.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E2.B002436.3_39_F.1.1","basal cells","2"
"F5.B002436.3_39_F.1.1","basal cells","2"
"G9.B002436.3_39_F.1.1","basal cells","Fos+"
"H12.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"F6.B002436.3_39_F.1.1","basal cells","2"
"G10.B002436.3_39_F.1.1","basal cells","2"
"H13.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I16.B002436.3_39_F.1.1","stromal cells",NA
"J21.B002436.3_39_F.1.1","basal cells","2"
"L6.B002436.3_39_F.1.1","basal cells","1"
"M12.B002436.3_39_F.1.1","luminal progenitors",NA
"O21.B002436.3_39_F.1.1","basal cells","2"
"N15.B002436.3_39_F.1.1","luminal progenitors",NA
"J22.B002436.3_39_F.1.1","basal cells","2"
"L7.B002436.3_39_F.1.1","basal cells","2"
"M13.B002436.3_39_F.1.1","luminal progenitors",NA
"N16.B002436.3_39_F.1.1","stromal cells",NA
"O22.B002436.3_39_F.1.1","basal cells","1"
"E4.B002436.3_39_F.1.1","basal cells","2"
"F7.B002436.3_39_F.1.1","basal cells","2"
"G11.B002436.3_39_F.1.1","luminal progenitors",NA
"H14.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"I17.B002436.3_39_F.1.1","stromal cells",NA
"H15.B002436.3_39_F.1.1","luminal progenitors",NA
"I18.B002436.3_39_F.1.1","stromal cells",NA
"K1.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"L8.B002436.3_39_F.1.1","basal cells","1"
"M14.B002436.3_39_F.1.1","luminal progenitors",NA
"N17.B002436.3_39_F.1.1","stromal cells",NA
"E5.B002436.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"F8.B002436.3_39_F.1.1","basal cells","2"
"G12.B002436.3_39_F.1.1","luminal progenitors",NA
"E6.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"F9.B002436.3_39_F.1.1","basal cells","2"
"G13.B002436.3_39_F.1.1","endothelial cells",NA
"H16.B002436.3_39_F.1.1","stromal cells",NA
"I19.B002436.3_39_F.1.1","stromal cells",NA
"K2.B002436.3_39_F.1.1","basal cells","2"
"L9.B002436.3_39_F.1.1","basal cells","2"
"M15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"P1.B002436.3_39_F.1.1","basal cells","2"
"E7.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"F11.B002436.3_39_F.1.1","luminal progenitors",NA
"G14.B002436.3_39_F.1.1","luminal progenitors",NA
"H17.B002436.3_39_F.1.1","stromal cells",NA
"I20.B002436.3_39_F.1.1","stromal cells",NA
"K3.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"L10.B002436.3_39_F.1.1","basal cells","2"
"M16.B002436.3_39_F.1.1","stromal cells",NA
"N19.B002436.3_39_F.1.1","stromal cells",NA
"P3.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"N18.B002436.3_39_F.1.1","stromal cells",NA
"P2.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"H18.B002436.3_39_F.1.1","stromal cells",NA
"I21.B002436.3_39_F.1.1","basal cells","2"
"K4.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"L11.B002436.3_39_F.1.1","luminal progenitors",NA
"M17.B002436.3_39_F.1.1","stromal cells",NA
"P4.B002436.3_39_F.1.1","basal cells","2"
"E8.B002436.3_39_F.1.1","basal cells","2"
"F12.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"G15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"N22.B002436.3_39_F.1.1","basal cells","2"
"P5.B002436.3_39_F.1.1","basal cells","2"
"E10.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"F14.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"E9.B002436.3_39_F.1.1","basal cells","2"
"G17.B002436.3_39_F.1.1","stromal cells",NA
"H20.B002436.3_39_F.1.1","stromal cells",NA
"F13.B002436.3_39_F.1.1","luminal progenitors",NA
"G16.B002436.3_39_F.1.1","stromal cells",NA
"H19.B002436.3_39_F.1.1","stromal cells",NA
"I22.B002436.3_39_F.1.1","basal cells","2"
"K6.B002436.3_39_F.1.1","basal cells","2"
"L13.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"M18.B002436.3_39_F.1.1","stromal cells",NA
"J1.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E11.B002436.3_39_F.1.1","luminal progenitors",NA
"F15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"G19.B002436.3_39_F.1.1","stromal cells",NA
"H21.B002436.3_39_F.1.1","basal cells","2"
"J3.B002436.3_39_F.1.1","basal cells","2"
"K9.B002436.3_39_F.1.1","basal cells","2"
"L15.B002436.3_39_F.1.1","luminal progenitors",NA
"K7.B002436.3_39_F.1.1","basal cells","2"
"M20.B002436.3_39_F.1.1","stromal cells",NA
"O2.B002436.3_39_F.1.1","basal cells","2"
"L14.B002436.3_39_F.1.1","luminal progenitors",NA
"M19.B002436.3_39_F.1.1","stromal cells",NA
"O1.B002436.3_39_F.1.1","basal cells","2"
"P6.B002436.3_39_F.1.1","basal cells","2"
"P7.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"C15.B002437.3_39_F.1.1","luminal progenitors",NA
"E9.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"G4.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"I12.B002437.3_39_F.1.1","luminal progenitors",NA
"H10.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I13.B002437.3_39_F.1.1","luminal progenitors",NA
"J16.B002437.3_39_F.1.1","stromal cells",NA
"C16.B002437.3_39_F.1.1","stromal cells",NA
"E10.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"G5.B002437.3_39_F.1.1","basal cells","2"
"C18.B002437.3_39_F.1.1","stromal cells",NA
"G7.B002437.3_39_F.1.1","basal cells","2"
"C17.B002437.3_39_F.1.1","stromal cells",NA
"E13.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"I14.B002437.3_39_F.1.1","stromal cells",NA
"J17.B002437.3_39_F.1.1","stromal cells",NA
"H12.B002437.3_39_F.1.1","luminal progenitors",NA
"C19.B002437.3_39_F.1.1","stromal cells",NA
"E15.B002437.3_39_F.1.1","luminal progenitors",NA
"G8.B002437.3_39_F.1.1","basal cells","2"
"H13.B002437.3_39_F.1.1","luminal progenitors",NA
"I16.B002437.3_39_F.1.1","stromal cells",NA
"I15.B002437.3_39_F.1.1","basal cells","2"
"J18.B002437.3_39_F.1.1","stromal cells",NA
"E16.B002437.3_39_F.1.1","stromal cells",NA
"G9.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"H14.B002437.3_39_F.1.1","luminal progenitors",NA
"I17.B002437.3_39_F.1.1","stromal cells",NA
"D4.B002437.3_39_F.1.1","basal cells","2"
"I18.B002437.3_39_F.1.1","stromal cells",NA
"J22.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"D6.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E17.B002437.3_39_F.1.1","stromal cells",NA
"G10.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"H15.B002437.3_39_F.1.1","luminal progenitors",NA
"F3.B002437.3_39_F.1.1","basal cells","2"
"G11.B002437.3_39_F.1.1","luminal progenitors",NA
"F4.B002437.3_39_F.1.1","basal cells","2"
"H16.B002437.3_39_F.1.1","stromal cells",NA
"K1.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"G12.B002437.3_39_F.1.1","stromal cells",NA
"D8.B002437.3_39_F.1.1","basal cells","2"
"F5.B002437.3_39_F.1.1","basal cells","2"
"G13.B002437.3_39_F.1.1","stromal cells",NA
"H17.B002437.3_39_F.1.1","stromal cells",NA
"H18.B002437.3_39_F.1.1","stromal cells",NA
"I22.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"K3.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"K2.B002437.3_39_F.1.1","basal cells","2"
"D9.B002437.3_39_F.1.1","basal cells","2"
"G14.B002437.3_39_F.1.1","luminal progenitors",NA
"H19.B002437.3_39_F.1.1","stromal cells",NA
"J1.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"K4.B002437.3_39_F.1.1","basal cells","2"
"G15.B002437.3_39_F.1.1","luminal progenitors",NA
"H20.B002437.3_39_F.1.1","stromal cells",NA
"J2.B002437.3_39_F.1.1","basal cells","Fos+"
"K5.B002437.3_39_F.1.1","basal cells","2"
"D10.B002437.3_39_F.1.1","basal cells","2"
"F7.B002437.3_39_F.1.1","basal cells","2"
"D15.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"D14.B002437.3_39_F.1.1","stromal cells",NA
"F8.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"G16.B002437.3_39_F.1.1","basal cells","1"
"H21.B002437.3_39_F.1.1","stromal cells",NA
"J3.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"K6.B002437.3_39_F.1.1","basal cells","2"
"F9.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"D16.B002437.3_39_F.1.1","stromal cells",NA
"F10.B002437.3_39_F.1.1","basal cells","2"
"G18.B002437.3_39_F.1.1","stromal cells",NA
"G17.B002437.3_39_F.1.1","stromal cells",NA
"I2.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"J5.B002437.3_39_F.1.1","basal cells","2"
"I1.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"J4.B002437.3_39_F.1.1","basal cells","2"
"A15.B002437.3_39_F.1.1","stromal cells",NA
"D17.B002437.3_39_F.1.1","stromal cells",NA
"F11.B002437.3_39_F.1.1","basal cells",NA
"G19.B002437.3_39_F.1.1","basal cells",NA
"I3.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"A19.B002437.3_39_F.1.1","stromal cells",NA
"D18.B002437.3_39_F.1.1","stromal cells",NA
"J6.B002437.3_39_F.1.1","basal cells","2"
"F12.B002437.3_39_F.1.1","stromal cells",NA
"I4.B002437.3_39_F.1.1","basal cells","2"
"J7.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"A20.B002437.3_39_F.1.1","stromal cells",NA
"D19.B002437.3_39_F.1.1","stromal cells",NA
"F13.B002437.3_39_F.1.1","stromal cells",NA
"H2.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"I5.B002437.3_39_F.1.1","basal cells","1"
"J8.B002437.3_39_F.1.1","basal cells","2"
"E3.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"F14.B002437.3_39_F.1.1","stromal cells",NA
"H3.B002437.3_39_F.1.1","basal cells","2"
"I6.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J9.B002437.3_39_F.1.1","basal cells","2"
"B15.B002437.3_39_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"B19.B002437.3_39_F.1.1","stromal cells",NA
"E5.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"F16.B002437.3_39_F.1.1","stromal cells",NA
"E4.B002437.3_39_F.1.1","basal cells","2"
"H5.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"I8.B002437.3_39_F.1.1","basal cells","2"
"F15.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"H4.B002437.3_39_F.1.1","basal cells","2"
"J10.B002437.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J11.B002437.3_39_F.1.1","luminal progenitors",NA
"E6.B002437.3_39_F.1.1","basal cells","2"
"F17.B002437.3_39_F.1.1","stromal cells",NA
"H6.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"I9.B002437.3_39_F.1.1","basal cells","2"
"J12.B002437.3_39_F.1.1","luminal progenitors",NA
"H7.B002437.3_39_F.1.1","basal cells","2"
"I10.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"J13.B002437.3_39_F.1.1","luminal progenitors",NA
"C7.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"E7.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"G2.B002437.3_39_F.1.1","basal cells","2"
"N8.B002437.3_39_F.1.1","basal cells","2"
"C10.B002437.3_39_F.1.1","basal cells","2"
"E8.B002437.3_39_F.1.1","basal cells","1"
"G3.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"H8.B002437.3_39_F.1.1","basal cells","2"
"I11.B002437.3_39_F.1.1","luminal progenitors",NA
"M1.B002437.3_39_F.1.1","basal cells","Fos+"
"K20.B002437.3_39_F.1.1","stromal cells",NA
"K19.B002437.3_39_F.1.1","stromal cells",NA
"M2.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"N9.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"M3.B002437.3_39_F.1.1","basal cells","2"
"K21.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"N10.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"N11.B002437.3_39_F.1.1","luminal progenitors",NA
"K22.B002437.3_39_F.1.1","basal cells","1"
"M5.B002437.3_39_F.1.1","basal cells","2"
"N14.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"L1.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"M6.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"N15.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"N16.B002437.3_39_F.1.1","stromal cells",NA
"L2.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"M7.B002437.3_39_F.1.1","basal cells","2"
"M8.B002437.3_39_F.1.1","basal cells","2"
"L4.B002437.3_39_F.1.1","basal cells","2"
"N20.B002437.3_39_F.1.1","stromal cells",NA
"L5.B002437.3_39_F.1.1","basal cells","1"
"M10.B002437.3_39_F.1.1","basal cells","2"
"N21.B002437.3_39_F.1.1","stromal cells",NA
"M11.B002437.3_39_F.1.1","luminal progenitors",NA
"O3.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"M12.B002437.3_39_F.1.1","luminal progenitors",NA
"L8.B002437.3_39_F.1.1","basal cells","1"
"M13.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"O5.B002437.3_39_F.1.1","basal cells","1"
"O4.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"L9.B002437.3_39_F.1.1","basal cells","2"
"M14.B002437.3_39_F.1.1","stromal cells",NA
"O6.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"L10.B002437.3_39_F.1.1","basal cells","2"
"M15.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"O7.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"K8.B002437.3_39_F.1.1","basal cells","2"
"L11.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"M16.B002437.3_39_F.1.1","stromal cells",NA
"O8.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"L12.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"O9.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"L13.B002437.3_39_F.1.1","stromal cells",NA
"N1.B002437.3_39_F.1.1","stromal cells",NA
"O10.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"K12.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"L14.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"N2.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"K14.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"L16.B002437.3_39_F.1.1","stromal cells",NA
"N4.B002437.3_39_F.1.1","basal cells","2"
"L15.B002437.3_39_F.1.1","hormone responsive luminal cells",NA
"N3.B002437.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"O17.B002437.3_39_F.1.1","stromal cells",NA
"K15.B002437.3_39_F.1.1","luminal progenitors",NA
"L17.B002437.3_39_F.1.1","stromal cells",NA
"N5.B002437.3_39_F.1.1","basal cells","2"
"P16.B002437.3_39_F.1.1","stromal cells",NA
"K16.B002437.3_39_F.1.1","stromal cells",NA
"L18.B002437.3_39_F.1.1","stromal cells",NA
"N6.B002437.3_39_F.1.1","basal cells","2"
"P17.B002437.3_39_F.1.1","stromal cells",NA
"K17.B002437.3_39_F.1.1","stromal cells",NA
"L19.B002437.3_39_F.1.1","stromal cells",NA
"N7.B002437.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"F15.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"G20.B002438.3_38_F.1.1","basal cells",NA
"I3.B002438.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J8.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"K13.B002438.3_38_F.1.1","luminal progenitors",NA
"L19.B002438.3_38_F.1.1","stromal cells",NA
"A8.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"B16.B002438.3_38_F.1.1","stromal cells",NA
"D1.B002438.3_38_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"E10.B002438.3_38_F.1.1","basal cells","1"
"F16.B002438.3_38_F.1.1","stromal cells",NA
"G21.B002438.3_38_F.1.1","basal cells","1"
"I4.B002438.3_38_F.1.1","basal cells","1"
"J9.B002438.3_38_F.1.1","basal cells","1"
"K16.B002438.3_38_F.1.1","stromal cells",NA
"L20.B002438.3_38_F.1.1","stromal cells",NA
"A9.B002438.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"B17.B002438.3_38_F.1.1","stromal cells",NA
"D2.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"E11.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"E12.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"F17.B002438.3_38_F.1.1","stromal cells",NA
"G22.B002438.3_38_F.1.1","basal cells","1"
"I5.B002438.3_38_F.1.1","basal cells","1"
"J10.B002438.3_38_F.1.1","basal cells",NA
"K17.B002438.3_38_F.1.1","stromal cells",NA
"L21.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"A10.B002438.3_38_F.1.1","basal cells","1"
"B19.B002438.3_38_F.1.1","stromal cells",NA
"D3.B002438.3_38_F.1.1","endothelial cells",NA
"F18.B002438.3_38_F.1.1","stromal cells",NA
"H1.B002438.3_38_F.1.1","basal cells","1"
"I6.B002438.3_38_F.1.1","basal cells","1"
"J12.B002438.3_38_F.1.1","luminal progenitors",NA
"K18.B002438.3_38_F.1.1","stromal cells",NA
"L22.B002438.3_38_F.1.1","basal cells","1"
"A12.B002438.3_38_F.1.1","luminal progenitors",NA
"A11.B002438.3_38_F.1.1","luminal progenitors",NA
"B20.B002438.3_38_F.1.1","stromal cells",NA
"D4.B002438.3_38_F.1.1","basal cells","1"
"E13.B002438.3_38_F.1.1","luminal progenitors",NA
"K19.B002438.3_38_F.1.1","stromal cells",NA
"M1.B002438.3_38_F.1.1","basal cells","1"
"B21.B002438.3_38_F.1.1","basal cells","1"
"A13.B002438.3_38_F.1.1","luminal progenitors",NA
"C1.B002438.3_38_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"D7.B002438.3_38_F.1.1","basal cells","Fos+"
"D6.B002438.3_38_F.1.1","basal cells","1"
"E14.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"F19.B002438.3_38_F.1.1","stromal cells",NA
"H2.B002438.3_38_F.1.1","basal cells","1"
"I7.B002438.3_38_F.1.1","basal cells","1"
"J13.B002438.3_38_F.1.1","luminal progenitors",NA
"A14.B002438.3_38_F.1.1","luminal progenitors",NA
"C2.B002438.3_38_F.1.1","basal cells","1"
"D8.B002438.3_38_F.1.1","basal cells","1"
"E16.B002438.3_38_F.1.1","stromal cells",NA
"E15.B002438.3_38_F.1.1","luminal progenitors",NA
"F21.B002438.3_38_F.1.1","endothelial cells",NA
"H5.B002438.3_38_F.1.1","basal cells","1"
"I10.B002438.3_38_F.1.1","basal cells","1"
"F20.B002438.3_38_F.1.1","basal cells","Fos+"
"H4.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"I8.B002438.3_38_F.1.1","basal cells",NA
"J14.B002438.3_38_F.1.1","luminal progenitors",NA
"K20.B002438.3_38_F.1.1","stromal cells",NA
"M2.B002438.3_38_F.1.1","basal cells","Fos+"
"J15.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"A15.B002438.3_38_F.1.1","luminal progenitors",NA
"C4.B002438.3_38_F.1.1","basal cells","1"
"D9.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"E18.B002438.3_38_F.1.1","stromal cells",NA
"F22.B002438.3_38_F.1.1","basal cells","1"
"H6.B002438.3_38_F.1.1","basal cells","1"
"I11.B002438.3_38_F.1.1","luminal progenitors",NA
"K21.B002438.3_38_F.1.1","basal cells","1"
"J16.B002438.3_38_F.1.1","stromal cells",NA
"K22.B002438.3_38_F.1.1","basal cells","1"
"M4.B002438.3_38_F.1.1","basal cells",NA
"M3.B002438.3_38_F.1.1","basal cells","1"
"E19.B002438.3_38_F.1.1","stromal cells",NA
"G2.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"H7.B002438.3_38_F.1.1","basal cells","1"
"I12.B002438.3_38_F.1.1","luminal progenitors",NA
"J17.B002438.3_38_F.1.1","stromal cells",NA
"L1.B002438.3_38_F.1.1","basal cells","1"
"M5.B002438.3_38_F.1.1","basal cells","1"
"A16.B002438.3_38_F.1.1","stromal cells",NA
"C5.B002438.3_38_F.1.1","basal cells","1"
"D10.B002438.3_38_F.1.1","basal cells","1"
"G4.B002438.3_38_F.1.1","endothelial cells",NA
"H8.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"I13.B002438.3_38_F.1.1","luminal progenitors",NA
"J18.B002438.3_38_F.1.1","stromal cells",NA
"L2.B002438.3_38_F.1.1","basal cells","1"
"M6.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"A17.B002438.3_38_F.1.1","stromal cells",NA
"C6.B002438.3_38_F.1.1","basal cells","Fos+"
"D11.B002438.3_38_F.1.1","luminal progenitors",NA
"E20.B002438.3_38_F.1.1","stromal cells",NA
"A18.B002438.3_38_F.1.1","stromal cells",NA
"I14.B002438.3_38_F.1.1","luminal progenitors",NA
"J19.B002438.3_38_F.1.1","stromal cells",NA
"L3.B002438.3_38_F.1.1","basal cells","1"
"M7.B002438.3_38_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"C7.B002438.3_38_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"D12.B002438.3_38_F.1.1","luminal progenitors",NA
"E21.B002438.3_38_F.1.1","basal cells",NA
"G5.B002438.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"H9.B002438.3_38_F.1.1","basal cells","Fos+"
"I15.B002438.3_38_F.1.1","luminal progenitors",NA
"J20.B002438.3_38_F.1.1","stromal cells",NA
"L4.B002438.3_38_F.1.1","basal cells","1"
"M8.B002438.3_38_F.1.1","basal cells","1"
"A19.B002438.3_38_F.1.1","stromal cells",NA
"A20.B002438.3_38_F.1.1","stromal cells",NA
"C10.B002438.3_38_F.1.1","basal cells","1"
"C8.B002438.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"D15.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"E22.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"G6.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"H10.B002438.3_38_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"D16.B002438.3_38_F.1.1","stromal cells",NA
"A22.B002438.3_38_F.1.1","basal cells","Fos+"
"C11.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"F1.B002438.3_38_F.1.1","basal cells","1"
