"","annotation","subannotation"
"B2.MAA000570.3_8_M.1.1","Microglia",NA
"D21.MAA000570.3_8_M.1.1","Microglia",NA
"I3.MAA000570.3_8_M.1.1","Microglia",NA
"K4.MAA000570.3_8_M.1.1","Microglia",NA
"B3.MAA000570.3_8_M.1.1","Microglia",NA
"D22.MAA000570.3_8_M.1.1","Microglia",NA
"M1.MAA000570.3_8_M.1.1","Microglia",NA
"N13.MAA000570.3_8_M.1.1","Microglia",NA
"P7.MAA000570.3_8_M.1.1","Microglia",NA
"I4.MAA000570.3_8_M.1.1","Microglia",NA
"K6.MAA000570.3_8_M.1.1","Microglia",NA
"M2.MAA000570.3_8_M.1.1","Microglia",NA
"N16.MAA000570.3_8_M.1.1","Microglia",NA
"P8.MAA000570.3_8_M.1.1","Microglia",NA
"N19.MAA000570.3_8_M.1.1","Microglia",NA
"P9.MAA000570.3_8_M.1.1","Microglia",NA
"B4.MAA000570.3_8_M.1.1","Microglia",NA
"E3.MAA000570.3_8_M.1.1","Microglia",NA
"I5.MAA000570.3_8_M.1.1","Microglia",NA
"K7.MAA000570.3_8_M.1.1","Microglia",NA
"M3.MAA000570.3_8_M.1.1","Microglia",NA
"I6.MAA000570.3_8_M.1.1","Microglia",NA
"K8.MAA000570.3_8_M.1.1","Microglia",NA
"M4.MAA000570.3_8_M.1.1","Microglia",NA
"N20.MAA000570.3_8_M.1.1","Microglia",NA
"P10.MAA000570.3_8_M.1.1","Microglia",NA
"B8.MAA000570.3_8_M.1.1","Microglia",NA
"E17.MAA000570.3_8_M.1.1","Microglia",NA
"K9.MAA000570.3_8_M.1.1","Microglia",NA
"M5.MAA000570.3_8_M.1.1","Microglia",NA
"N21.MAA000570.3_8_M.1.1","Microglia",NA
"P11.MAA000570.3_8_M.1.1","Microglia",NA
"B11.MAA000570.3_8_M.1.1","Microglia",NA
"F1.MAA000570.3_8_M.1.1","Microglia",NA
"I7.MAA000570.3_8_M.1.1","Microglia",NA
"B19.MAA000570.3_8_M.1.1","Microglia",NA
"F3.MAA000570.3_8_M.1.1","Microglia",NA
"I9.MAA000570.3_8_M.1.1","Microglia",NA
"K11.MAA000570.3_8_M.1.1","Microglia",NA
"M6.MAA000570.3_8_M.1.1","Microglia",NA
"N22.MAA000570.3_8_M.1.1","Microglia",NA
"P12.MAA000570.3_8_M.1.1","Microglia",NA
"B20.MAA000570.3_8_M.1.1","Microglia",NA
"F8.MAA000570.3_8_M.1.1","Microglia",NA
"I11.MAA000570.3_8_M.1.1","Microglia",NA
"K14.MAA000570.3_8_M.1.1","Microglia",NA
"M7.MAA000570.3_8_M.1.1","Microglia",NA
"O1.MAA000570.3_8_M.1.1","Microglia",NA
"P13.MAA000570.3_8_M.1.1","Microglia",NA
"C1.MAA000570.3_8_M.1.1","Microglia",NA
"P14.MAA000570.3_8_M.1.1","Microglia",NA
"F9.MAA000570.3_8_M.1.1","Microglia",NA
"C2.MAA000570.3_8_M.1.1","Microglia",NA
"I15.MAA000570.3_8_M.1.1","Microglia",NA
"K15.MAA000570.3_8_M.1.1","Microglia",NA
"M8.MAA000570.3_8_M.1.1","Microglia",NA
"O2.MAA000570.3_8_M.1.1","Microglia",NA
"F15.MAA000570.3_8_M.1.1","Macrophages",NA
"M10.MAA000570.3_8_M.1.1","Microglia",NA
"O3.MAA000570.3_8_M.1.1","Microglia",NA
"P15.MAA000570.3_8_M.1.1","Microglia",NA
"I16.MAA000570.3_8_M.1.1","Macrophages",NA
"K16.MAA000570.3_8_M.1.1","Microglia",NA
"P17.MAA000571.3_9_M.1.1","Microglia",NA
"J9.MAA000571.3_9_M.1.1","Microglia",NA
"M11.MAA000571.3_9_M.1.1","Microglia",NA
"O9.MAA000571.3_9_M.1.1","Microglia",NA
"P18.MAA000571.3_9_M.1.1","Microglia",NA
"J10.MAA000571.3_9_M.1.1","Microglia",NA
"M12.MAA000571.3_9_M.1.1","Microglia",NA
"O10.MAA000571.3_9_M.1.1","Microglia",NA
"P19.MAA000571.3_9_M.1.1","Microglia",NA
"O11.MAA000571.3_9_M.1.1","Microglia",NA
"J11.MAA000571.3_9_M.1.1","Microglia",NA
"M13.MAA000571.3_9_M.1.1","Microglia",NA
"M14.MAA000571.3_9_M.1.1","Microglia",NA
"O12.MAA000571.3_9_M.1.1","Microglia",NA
"P21.MAA000571.3_9_M.1.1","Microglia",NA
"J12.MAA000571.3_9_M.1.1","Microglia",NA
"M15.MAA000571.3_9_M.1.1","Microglia",NA
"O13.MAA000571.3_9_M.1.1","Microglia",NA
"J15.MAA000571.3_9_M.1.1","Microglia",NA
"J16.MAA000571.3_9_M.1.1","Macrophages",NA
"A10.MAA000571.3_9_M.1.1","Microglia",NA
"M16.MAA000571.3_9_M.1.1","Microglia",NA
"O14.MAA000571.3_9_M.1.1","Microglia",NA
"J20.MAA000571.3_9_M.1.1","Microglia",NA
"M18.MAA000571.3_9_M.1.1","Microglia",NA
"O15.MAA000571.3_9_M.1.1","Microglia",NA
"C9.MAA000571.3_9_M.1.1","Microglia",NA
"J21.MAA000571.3_9_M.1.1","Microglia",NA
"M19.MAA000571.3_9_M.1.1","Microglia",NA
"O16.MAA000571.3_9_M.1.1","Microglia",NA
"J22.MAA000571.3_9_M.1.1","Microglia",NA
"O17.MAA000571.3_9_M.1.1","Microglia",NA
"M20.MAA000571.3_9_M.1.1","Microglia",NA
"M22.MAA000571.3_9_M.1.1","Microglia",NA
"O18.MAA000571.3_9_M.1.1","Microglia",NA
"D11.MAA000571.3_9_M.1.1","Microglia",NA
"O19.MAA000571.3_9_M.1.1","Microglia",NA
"F11.MAA000571.3_9_M.1.1","Microglia",NA
"N10.MAA000571.3_9_M.1.1","Microglia",NA
"O20.MAA000571.3_9_M.1.1","Microglia",NA
"F14.MAA000571.3_9_M.1.1","Microglia",NA
"K9.MAA000571.3_9_M.1.1","Microglia",NA
"F18.MAA000571.3_9_M.1.1","Microglia",NA
"K21.MAA000571.3_9_M.1.1","Microglia",NA
"N11.MAA000571.3_9_M.1.1","Microglia",NA
"O21.MAA000571.3_9_M.1.1","Microglia",NA
"F22.MAA000571.3_9_M.1.1","Microglia",NA
"K22.MAA000571.3_9_M.1.1","Microglia",NA
"N12.MAA000571.3_9_M.1.1","Microglia",NA
"O22.MAA000571.3_9_M.1.1","Microglia",NA
"G17.MAA000571.3_9_M.1.1","Macrophages",NA
"L9.MAA000571.3_9_M.1.1","Microglia",NA
"N13.MAA000571.3_9_M.1.1","Microglia",NA
"H9.MAA000571.3_9_M.1.1","Microglia",NA
"L10.MAA000571.3_9_M.1.1","Microglia",NA
"N14.MAA000571.3_9_M.1.1","Microglia",NA
"P8.MAA000571.3_9_M.1.1","Microglia",NA
"L11.MAA000571.3_9_M.1.1","Microglia",NA
"N15.MAA000571.3_9_M.1.1","Microglia",NA
"P9.MAA000571.3_9_M.1.1","Microglia",NA
"H18.MAA000571.3_9_M.1.1","Microglia",NA
"L15.MAA000571.3_9_M.1.1","Microglia",NA
"N16.MAA000571.3_9_M.1.1","Microglia",NA
"P10.MAA000571.3_9_M.1.1","Microglia",NA
"H21.MAA000571.3_9_M.1.1","Microglia",NA
"L19.MAA000571.3_9_M.1.1","Microglia",NA
"N17.MAA000571.3_9_M.1.1","Microglia",NA
"P11.MAA000571.3_9_M.1.1","Microglia",NA
"L20.MAA000571.3_9_M.1.1","Microglia",NA
"I20.MAA000571.3_9_M.1.1","Microglia",NA
"L21.MAA000571.3_9_M.1.1","Microglia",NA
"N20.MAA000571.3_9_M.1.1","Microglia",NA
"N19.MAA000571.3_9_M.1.1","Microglia",NA
"P12.MAA000571.3_9_M.1.1","Microglia",NA
"P14.MAA000571.3_9_M.1.1","Microglia",NA
"I21.MAA000571.3_9_M.1.1","Microglia",NA
"L22.MAA000571.3_9_M.1.1","Microglia",NA
"N21.MAA000571.3_9_M.1.1","Microglia",NA
"P15.MAA000571.3_9_M.1.1","Microglia",NA
"I22.MAA000571.3_9_M.1.1","Microglia",NA
"N22.MAA000571.3_9_M.1.1","Microglia",NA
"P16.MAA000571.3_9_M.1.1","Microglia",NA
"B16.MAA000572.3_8_M.1.1","Microglia",NA
"E18.MAA000572.3_8_M.1.1","Microglia",NA
"G19.MAA000572.3_8_M.1.1","Microglia",NA
"I13.MAA000572.3_8_M.1.1","Microglia",NA
"K2.MAA000572.3_8_M.1.1","Microglia",NA
"L9.MAA000572.3_8_M.1.1","Microglia",NA
"M14.MAA000572.3_8_M.1.1","Microglia",NA
"N17.MAA000572.3_8_M.1.1","Microglia",NA
"L10.MAA000572.3_8_M.1.1","Microglia",NA
"M15.MAA000572.3_8_M.1.1","Microglia",NA
"N18.MAA000572.3_8_M.1.1","Microglia",NA
"F1.MAA000572.3_8_M.1.1","Microglia",NA
"G22.MAA000572.3_8_M.1.1","Microglia",NA
"I15.MAA000572.3_8_M.1.1","Microglia",NA
"K3.MAA000572.3_8_M.1.1","Microglia",NA
"C1.MAA000572.3_8_M.1.1","Microglia",NA
"F2.MAA000572.3_8_M.1.1","Microglia",NA
"H1.MAA000572.3_8_M.1.1","Microglia",NA
"I17.MAA000572.3_8_M.1.1","Microglia",NA
"K5.MAA000572.3_8_M.1.1","Microglia",NA
"L11.MAA000572.3_8_M.1.1","Microglia",NA
"M16.MAA000572.3_8_M.1.1","Microglia",NA
"N19.MAA000572.3_8_M.1.1","Microglia",NA
"C2.MAA000572.3_8_M.1.1","Microglia",NA
"F3.MAA000572.3_8_M.1.1","Microglia",NA
"H2.MAA000572.3_8_M.1.1","Microglia",NA
"I18.MAA000572.3_8_M.1.1","Microglia",NA
"K6.MAA000572.3_8_M.1.1","Microglia",NA
"L13.MAA000572.3_8_M.1.1","Microglia",NA
"M17.MAA000572.3_8_M.1.1","Microglia",NA
"C3.MAA000572.3_8_M.1.1","Microglia",NA
"F4.MAA000572.3_8_M.1.1","Microglia",NA
"H3.MAA000572.3_8_M.1.1","Microglia",NA
"I19.MAA000572.3_8_M.1.1","Microglia",NA
"N20.MAA000572.3_8_M.1.1","Microglia",NA
"K7.MAA000572.3_8_M.1.1","Microglia",NA
"L14.MAA000572.3_8_M.1.1","Microglia",NA
"C11.MAA000572.3_8_M.1.1","Microglia",NA
"F5.MAA000572.3_8_M.1.1","Microglia",NA
"H4.MAA000572.3_8_M.1.1","Microglia",NA
"I20.MAA000572.3_8_M.1.1","Microglia",NA
"K8.MAA000572.3_8_M.1.1","Microglia",NA
"M18.MAA000572.3_8_M.1.1","Microglia",NA
"L15.MAA000572.3_8_M.1.1","Microglia",NA
"M19.MAA000572.3_8_M.1.1","Microglia",NA
"N21.MAA000572.3_8_M.1.1","Microglia",NA
"A2.MAA000572.3_8_M.1.1","Microglia",NA
"C12.MAA000572.3_8_M.1.1","Microglia",NA
"F11.MAA000572.3_8_M.1.1","Microglia",NA
"I21.MAA000572.3_8_M.1.1","Microglia",NA
"K9.MAA000572.3_8_M.1.1","Microglia",NA
"L17.MAA000572.3_8_M.1.1","Microglia",NA
"H5.MAA000572.3_8_M.1.1","Microglia",NA
"M20.MAA000572.3_8_M.1.1","Microglia",NA
"A3.MAA000572.3_8_M.1.1","Microglia",NA
"C14.MAA000572.3_8_M.1.1","Microglia",NA
"F13.MAA000572.3_8_M.1.1","Microglia",NA
"H8.MAA000572.3_8_M.1.1","Microglia",NA
"I22.MAA000572.3_8_M.1.1","Microglia",NA
"K10.MAA000572.3_8_M.1.1","Microglia",NA
"L18.MAA000572.3_8_M.1.1","Microglia",NA
"M21.MAA000572.3_8_M.1.1","Microglia",NA
"C16.MAA000572.3_8_M.1.1","Microglia",NA
"H11.MAA000572.3_8_M.1.1","Microglia",NA
"J1.MAA000572.3_8_M.1.1","Microglia",NA
"K11.MAA000572.3_8_M.1.1","Microglia",NA
"L19.MAA000572.3_8_M.1.1","Microglia",NA
"M22.MAA000572.3_8_M.1.1","Microglia",NA
"F15.MAA000572.3_8_M.1.1","Microglia",NA
"A6.MAA000572.3_8_M.1.1","Microglia",NA
"C21.MAA000572.3_8_M.1.1","Microglia",NA
"F16.MAA000572.3_8_M.1.1","Microglia",NA
"H16.MAA000572.3_8_M.1.1","Microglia",NA
"J2.MAA000572.3_8_M.1.1","Microglia",NA
"K12.MAA000572.3_8_M.1.1","Microglia",NA
"L20.MAA000572.3_8_M.1.1","Microglia",NA
"N1.MAA000572.3_8_M.1.1","Microglia",NA
"A7.MAA000572.3_8_M.1.1","Microglia",NA
"D1.MAA000572.3_8_M.1.1","Microglia",NA
"F17.MAA000572.3_8_M.1.1","Microglia",NA
"H17.MAA000572.3_8_M.1.1","Microglia",NA
"K14.MAA000572.3_8_M.1.1","Microglia",NA
"L21.MAA000572.3_8_M.1.1","Microglia",NA
"N2.MAA000572.3_8_M.1.1","Microglia",NA
"A10.MAA000572.3_8_M.1.1","Microglia",NA
"D2.MAA000572.3_8_M.1.1","Microglia",NA
"F18.MAA000572.3_8_M.1.1","Microglia",NA
"H18.MAA000572.3_8_M.1.1","Microglia",NA
"J4.MAA000572.3_8_M.1.1","Microglia",NA
"K16.MAA000572.3_8_M.1.1","Microglia",NA
"L22.MAA000572.3_8_M.1.1","Microglia",NA
"N3.MAA000572.3_8_M.1.1","Microglia",NA
"A11.MAA000572.3_8_M.1.1","Microglia",NA
"D3.MAA000572.3_8_M.1.1","Microglia",NA
"F21.MAA000572.3_8_M.1.1","Microglia",NA
"H19.MAA000572.3_8_M.1.1","Microglia",NA
"J5.MAA000572.3_8_M.1.1","Microglia",NA
"K17.MAA000572.3_8_M.1.1","Microglia",NA
"M1.MAA000572.3_8_M.1.1","Microglia",NA
"N4.MAA000572.3_8_M.1.1","Microglia",NA
"A12.MAA000572.3_8_M.1.1","Microglia",NA
"D4.MAA000572.3_8_M.1.1","Microglia",NA
"H20.MAA000572.3_8_M.1.1","Microglia",NA
"J6.MAA000572.3_8_M.1.1","Microglia",NA
"K18.MAA000572.3_8_M.1.1","Microglia",NA
"M2.MAA000572.3_8_M.1.1","Microglia",NA
"N5.MAA000572.3_8_M.1.1","Microglia",NA
"G2.MAA000572.3_8_M.1.1","Microglia",NA
"H21.MAA000572.3_8_M.1.1","Microglia",NA
"A15.MAA000572.3_8_M.1.1","Microglia",NA
"D6.MAA000572.3_8_M.1.1","Microglia",NA
"J8.MAA000572.3_8_M.1.1","Microglia",NA
"K20.MAA000572.3_8_M.1.1","Microglia",NA
"M3.MAA000572.3_8_M.1.1","Microglia",NA
"N7.MAA000572.3_8_M.1.1","Microglia",NA
"A16.MAA000572.3_8_M.1.1","Microglia",NA
"N8.MAA000572.3_8_M.1.1","Microglia",NA
"D8.MAA000572.3_8_M.1.1","Microglia",NA
"G3.MAA000572.3_8_M.1.1","Microglia",NA
"I1.MAA000572.3_8_M.1.1","Microglia",NA
"J9.MAA000572.3_8_M.1.1","Microglia",NA
"K21.MAA000572.3_8_M.1.1","Microglia",NA
"M4.MAA000572.3_8_M.1.1","Microglia",NA
"I2.MAA000572.3_8_M.1.1","Microglia",NA
"J10.MAA000572.3_8_M.1.1","Microglia",NA
"K22.MAA000572.3_8_M.1.1","Microglia",NA
"M5.MAA000572.3_8_M.1.1","Microglia",NA
"N9.MAA000572.3_8_M.1.1","Microglia",NA
"D10.MAA000572.3_8_M.1.1","Microglia",NA
"G5.MAA000572.3_8_M.1.1","Microglia",NA
"G7.MAA000572.3_8_M.1.1","Microglia",NA
"I3.MAA000572.3_8_M.1.1","Microglia",NA
"J11.MAA000572.3_8_M.1.1","Microglia",NA
"L1.MAA000572.3_8_M.1.1","Microglia",NA
"M6.MAA000572.3_8_M.1.1","Microglia",NA
"N10.MAA000572.3_8_M.1.1","Microglia",NA
"B2.MAA000572.3_8_M.1.1","Microglia",NA
"D12.MAA000572.3_8_M.1.1","Microglia",NA
"I4.MAA000572.3_8_M.1.1","Microglia",NA
"J12.MAA000572.3_8_M.1.1","Microglia",NA
"L2.MAA000572.3_8_M.1.1","Microglia",NA
"M7.MAA000572.3_8_M.1.1","Microglia",NA
"N11.MAA000572.3_8_M.1.1","Microglia",NA
"B3.MAA000572.3_8_M.1.1","Microglia",NA
"D16.MAA000572.3_8_M.1.1","Microglia",NA
"G8.MAA000572.3_8_M.1.1","Microglia",NA
"G9.MAA000572.3_8_M.1.1","Microglia",NA
"I6.MAA000572.3_8_M.1.1","Microglia",NA
"J14.MAA000572.3_8_M.1.1","Microglia",NA
"L3.MAA000572.3_8_M.1.1","Microglia",NA
"M8.MAA000572.3_8_M.1.1","Microglia",NA
"N12.MAA000572.3_8_M.1.1","Microglia",NA
"B4.MAA000572.3_8_M.1.1","Microglia",NA
"D18.MAA000572.3_8_M.1.1","Microglia",NA
"J19.MAA000572.3_8_M.1.1","Microglia",NA
"L4.MAA000572.3_8_M.1.1","Microglia",NA
"M9.MAA000572.3_8_M.1.1","Microglia",NA
"N13.MAA000572.3_8_M.1.1","Microglia",NA
"B6.MAA000572.3_8_M.1.1","Microglia",NA
"E1.MAA000572.3_8_M.1.1","Microglia",NA
"G10.MAA000572.3_8_M.1.1","Microglia",NA
"I7.MAA000572.3_8_M.1.1","Microglia",NA
"B11.MAA000572.3_8_M.1.1","Microglia",NA
"B8.MAA000572.3_8_M.1.1","Microglia",NA
"E3.MAA000572.3_8_M.1.1","Microglia",NA
"G15.MAA000572.3_8_M.1.1","Microglia",NA
"I9.MAA000572.3_8_M.1.1","Microglia",NA
"E2.MAA000572.3_8_M.1.1","Microglia",NA
"G11.MAA000572.3_8_M.1.1","Microglia",NA
"I8.MAA000572.3_8_M.1.1","Microglia",NA
"J21.MAA000572.3_8_M.1.1","Microglia",NA
"L5.MAA000572.3_8_M.1.1","Microglia",NA
"M10.MAA000572.3_8_M.1.1","Microglia",NA
"N14.MAA000572.3_8_M.1.1","Microglia",NA
"J22.MAA000572.3_8_M.1.1","Microglia",NA
"B12.MAA000572.3_8_M.1.1","Microglia",NA
"E12.MAA000572.3_8_M.1.1","Microglia",NA
"G16.MAA000572.3_8_M.1.1","Microglia",NA
"I10.MAA000572.3_8_M.1.1","Microglia",NA
"K1.MAA000572.3_8_M.1.1","Microglia",NA
"L7.MAA000572.3_8_M.1.1","Microglia",NA
"L6.MAA000572.3_8_M.1.1","Microglia",NA
"M12.MAA000572.3_8_M.1.1","Microglia",NA
"N16.MAA000572.3_8_M.1.1","Microglia",NA
"M11.MAA000572.3_8_M.1.1","Microglia",NA
"N15.MAA000572.3_8_M.1.1","Microglia",NA
"O21.MAA000572.3_8_M.1.1","Microglia",NA
"O22.MAA000572.3_8_M.1.1","Microglia",NA
"P1.MAA000572.3_8_M.1.1","Microglia",NA
"P2.MAA000572.3_8_M.1.1","Microglia",NA
"P3.MAA000572.3_8_M.1.1","Microglia",NA
"P5.MAA000572.3_8_M.1.1","Microglia",NA
"O1.MAA000572.3_8_M.1.1","Microglia",NA
"O2.MAA000572.3_8_M.1.1","Microglia",NA
"P7.MAA000572.3_8_M.1.1","Microglia",NA
"O3.MAA000572.3_8_M.1.1","Microglia",NA
"P8.MAA000572.3_8_M.1.1","Microglia",NA
"O4.MAA000572.3_8_M.1.1","Microglia",NA
"P9.MAA000572.3_8_M.1.1","Microglia",NA
"O5.MAA000572.3_8_M.1.1","Microglia",NA
"P10.MAA000572.3_8_M.1.1","Microglia",NA
"O7.MAA000572.3_8_M.1.1","Microglia",NA
"P12.MAA000572.3_8_M.1.1","Microglia",NA
"O6.MAA000572.3_8_M.1.1","Microglia",NA
"P11.MAA000572.3_8_M.1.1","Microglia",NA
"O8.MAA000572.3_8_M.1.1","Microglia",NA
"P14.MAA000572.3_8_M.1.1","Microglia",NA
"O9.MAA000572.3_8_M.1.1","Microglia",NA
"P15.MAA000572.3_8_M.1.1","Microglia",NA
"O10.MAA000572.3_8_M.1.1","Microglia",NA
"P16.MAA000572.3_8_M.1.1","Microglia",NA
"O11.MAA000572.3_8_M.1.1","Microglia",NA
"P17.MAA000572.3_8_M.1.1","Microglia",NA
"P18.MAA000572.3_8_M.1.1","Microglia",NA
"P19.MAA000572.3_8_M.1.1","Microglia",NA
"O14.MAA000572.3_8_M.1.1","Microglia",NA
"O15.MAA000572.3_8_M.1.1","Microglia",NA
"O16.MAA000572.3_8_M.1.1","Microglia",NA
"O17.MAA000572.3_8_M.1.1","Microglia",NA
"P22.MAA000572.3_8_M.1.1","Microglia",NA
"O18.MAA000572.3_8_M.1.1","Microglia",NA
"O20.MAA000572.3_8_M.1.1","Microglia",NA
"A5.MAA000573.3_9_M.1.1","Microglia",NA
"A15.MAA000573.3_9_M.1.1","Microglia",NA
"I1.MAA000573.3_9_M.1.1","Microglia",NA
"K6.MAA000573.3_9_M.1.1","Microglia",NA
"H19.MAA000573.3_9_M.1.1","Microglia",NA
"K5.MAA000573.3_9_M.1.1","Microglia",NA
"M1.MAA000573.3_9_M.1.1","Microglia",NA
"N8.MAA000573.3_9_M.1.1","Microglia",NA
"P15.MAA000573.3_9_M.1.1","Microglia",NA
"M2.MAA000573.3_9_M.1.1","Microglia",NA
"I5.MAA000573.3_9_M.1.1","Microglia",NA
"K9.MAA000573.3_9_M.1.1","Microglia",NA
"M3.MAA000573.3_9_M.1.1","Microglia",NA
"N9.MAA000573.3_9_M.1.1","Microglia",NA
"N10.MAA000573.3_9_M.1.1","Microglia",NA
"O15.MAA000573.3_9_M.1.1","Microglia",NA
"O14.MAA000573.3_9_M.1.1","Microglia",NA
"P16.MAA000573.3_9_M.1.1","Microglia",NA
"P17.MAA000573.3_9_M.1.1","Microglia",NA
"I14.MAA000573.3_9_M.1.1","Microglia",NA
"C2.MAA000573.3_9_M.1.1","Microglia",NA
"K10.MAA000573.3_9_M.1.1","Microglia",NA
"M4.MAA000573.3_9_M.1.1","Microglia",NA
"P18.MAA000573.3_9_M.1.1","Microglia",NA
"N11.MAA000573.3_9_M.1.1","Microglia",NA
"O16.MAA000573.3_9_M.1.1","Microglia",NA
"C5.MAA000573.3_9_M.1.1","Microglia",NA
