"","plate.barcode","annotation","subannotation"
"K3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B22.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"D3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E10.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"F14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G17.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"H19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K4.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"M12.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"L9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G18.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"H20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K5.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"L10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A20.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"C1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C2.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"E14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E12.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"F16.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"G19.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"H21.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"J2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H22.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"B1.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"C4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G21.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"I1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K8.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"J3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I2.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"J5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C5.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"D10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C6.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"M21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E18.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"F22.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"H2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F20.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"H1.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"I3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B6.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"C8.MAA000559.3_8_M.1.1","MAA000559","Natural Killer cells",NA
"D13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H3.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"I4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C9.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"D14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E20.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"G2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L19.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"L18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N2.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"N1.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"A1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B7.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"H5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I7.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"J10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K15.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"L21.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"N3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C10.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"D15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N4.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"O8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D16.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"E22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G4.MAA000559.3_8_M.1.1","MAA000559","Natural Killer cells",NA
"H6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O11.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"P14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P17.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"P18.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"O14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O15.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"P19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P20.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"N14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O18.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"N16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N17.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"O20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N18.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"N19.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"O22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P1.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"N21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N22.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"P3.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"O1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P6.MAA000559.3_8_M.1.1","MAA000559","Natural Killer cells",NA
"O4.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"P7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"P8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"O6.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"P9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B15.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E9.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"F21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"I4.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"K8.MAA000776.3_10_M.1.1","MAA000776","9CD8+ T cells",NA
"M6.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"N22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"A9.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P14.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"B16.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D1.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E11.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"F22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"I5.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"K11.MAA000776.3_10_M.1.1","MAA000776","9CD8+ T cells",NA
"A12.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M8.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B17.MAA000776.3_10_M.1.1","MAA000776","9CD8+ T cells",NA
"O1.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"D2.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E15.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P15.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"G1.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"B18.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"I10.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"D3.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"K12.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M9.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"O2.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P16.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E16.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"A15.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"G2.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B19.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"D4.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E17.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"I13.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"K13.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M11.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"O6.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P17.MAA000776.3_10_M.1.1","MAA000776","Macrophages/Dendritic cells/Monocytes and others",NA
"G6.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"A16.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"B20.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"I19.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D5.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E18.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"K16.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M14.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"O7.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"P18.MAA000776.3_10_M.1.1","MAA000776","Natural Killer cells",NA
"G12.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D6.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"I20.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E19.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"G14.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"I21.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"K17.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M15.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"O8.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P20.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"A18.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D7.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E20.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"G15.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"I22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"K18.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"K20.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M18.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M16.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"O9.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"O10.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C1.MAA000776.3_10_M.1.1","MAA000776","Macrophages/Dendritic cells/Monocytes and others",NA
"D8.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"G18.MAA000776.3_10_M.1.1","MAA000776","Macrophages/Dendritic cells/Monocytes and others",NA
"J3.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"K21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M19.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"O11.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"P22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"A19.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"G20.MAA000776.3_10_M.1.1","MAA000776","9CD8+ T cells",NA
"J9.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"L1.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"M21.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"O13.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"A20.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"C2.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D10.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"E22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"A21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"M22.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"O14.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"C3.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D11.MAA000776.3_10_M.1.1","MAA000776","Macrophages/Dendritic cells/Monocytes and others",NA
"F2.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"G21.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"J10.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"L3.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"A22.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"O16.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B1.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C4.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C6.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"D14.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"D12.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"F4.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"G22.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"J11.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"L4.MAA000776.3_10_M.1.1","MAA000776","Natural Killer cells",NA
"N1.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"F5.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"O17.MAA000776.3_10_M.1.1","MAA000776","Macrophages/Dendritic cells/Monocytes and others",NA
"H1.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"B2.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"J12.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"L5.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"N2.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"N3.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"O19.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C7.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B3.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"D15.MAA000776.3_10_M.1.1","MAA000776","9CD8+ T cells",NA
"F6.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"H4.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"J13.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"L6.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C8.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"H9.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"J15.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"L7.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"N4.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"D16.MAA000776.3_10_M.1.1","MAA000776","CD4+ T cells",NA
"O20.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"F7.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"B4.MAA000776.3_10_M.1.1","MAA000776","T1/T2/Follicular B cells",NA
"C12.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
"D17.MAA000776.3_10_M.1.1","MAA000776","Marginal Zone B cells",NA
