"","plate.barcode","annotation","subannotation"
"L5.D042479.3_8_M.1.1","D042479","Immature-B",NA
"N3.D042479.3_8_M.1.1","D042479","Mature-B",NA
"O12.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"N4.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"A20.D042479.3_8_M.1.1","D042479","PreProB",NA
"C3.D042479.3_8_M.1.1","D042479","Immature-B",NA
"D12.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"E20.D042479.3_8_M.1.1","D042479","Immature-B",NA
"G9.D042479.3_8_M.1.1","D042479","Immature-B",NA
"I1.D042479.3_8_M.1.1","D042479","Mature-B",NA
"J21.D042479.3_8_M.1.1","D042479","Monocytes_Monocyte-Progenitors","Monocyte3"
"L9.D042479.3_8_M.1.1","D042479","Immature-B",NA
"O13.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B1"
"N5.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"O14.D042479.3_8_M.1.1","D042479","Mature-B",NA
"D13.D042479.3_8_M.1.1","D042479","Mature-B",NA
"E21.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"G10.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"I2.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"L14.D042479.3_8_M.1.1","D042479","Mature-B",NA
"N6.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"O15.D042479.3_8_M.1.1","D042479","Mature-B",NA
"A21.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"C4.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B5"
"C5.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"D14.D042479.3_8_M.1.1","D042479","Immature-B",NA
"F1.D042479.3_8_M.1.1","D042479","Mature-B",NA
"G14.D042479.3_8_M.1.1","D042479","Immature-B",NA
"I3.D042479.3_8_M.1.1","D042479","Mature-B",NA
"K2.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B1"
"L19.D042479.3_8_M.1.1","D042479","Immature-B",NA
"N9.D042479.3_8_M.1.1","D042479","Immature-B",NA
"O18.D042479.3_8_M.1.1","D042479","Immature-B",NA
"A22.D042479.3_8_M.1.1","D042479","Immature-B",NA
"G16.D042479.3_8_M.1.1","D042479","Mature-B",NA
"I5.D042479.3_8_M.1.1","D042479","Mature-B",NA
"L20.D042479.3_8_M.1.1","D042479","Immature-B",NA
"O19.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"B1.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B1"
"C6.D042479.3_8_M.1.1","D042479","Mature-B",NA
"D16.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"F2.D042479.3_8_M.1.1","D042479","Mature-B",NA
"F3.D042479.3_8_M.1.1","D042479","Immature-B",NA
"G17.D042479.3_8_M.1.1","D042479","PreProB",NA
"I6.D042479.3_8_M.1.1","D042479","PreProB",NA
"K4.D042479.3_8_M.1.1","D042479","Immature-B",NA
"L21.D042479.3_8_M.1.1","D042479","Immature-B",NA
"O20.D042479.3_8_M.1.1","D042479","Mature-B",NA
"B2.D042479.3_8_M.1.1","D042479","Mature-B",NA
"C7.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"D17.D042479.3_8_M.1.1","D042479","Mature-B",NA
"D18.D042479.3_8_M.1.1","D042479","Immature-B",NA
"F5.D042479.3_8_M.1.1","D042479","Mature-B",NA
"G18.D042479.3_8_M.1.1","D042479","Mature-B",NA
"I11.D042479.3_8_M.1.1","D042479","Immature-B",NA
"K5.D042479.3_8_M.1.1","D042479","Mature-B",NA
"L22.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"N12.D042479.3_8_M.1.1","D042479","Immature-B",NA
"O21.D042479.3_8_M.1.1","D042479","Immature-B",NA
"B3.D042479.3_8_M.1.1","D042479","Immature-B",NA
"C10.D042479.3_8_M.1.1","D042479","Mature-B",NA
"B4.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"C11.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"D20.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"F6.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"G19.D042479.3_8_M.1.1","D042479","Mature-B",NA
"I15.D042479.3_8_M.1.1","D042479","Immature-B",NA
"K6.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"B5.D042479.3_8_M.1.1","D042479","Immature-B",NA
"M2.D042479.3_8_M.1.1","D042479","PreProB",NA
"C12.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B7"
"D21.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B1"
"N13.D042479.3_8_M.1.1","D042479","Immature-B",NA
"O22.D042479.3_8_M.1.1","D042479","PreProB",NA
"F7.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"A3.D042479.3_8_M.1.1","D042479","Mature-B",NA
"B6.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"C13.D042479.3_8_M.1.1","D042479","Immature-B",NA
"D22.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"F8.D042479.3_8_M.1.1","D042479","Immature-B",NA
"G22.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B7"
"H1.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"I18.D042479.3_8_M.1.1","D042479","Immature-B",NA
"K7.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B7"
"M3.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"N14.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P1.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"I19.D042479.3_8_M.1.1","D042479","Mature-B",NA
"A4.D042479.3_8_M.1.1","D042479","Immature-B",NA
"K8.D042479.3_8_M.1.1","D042479","PreProB",NA
"M4.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"N15.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B5"
"P2.D042479.3_8_M.1.1","D042479","Mature-B",NA
"M5.D042479.3_8_M.1.1","D042479","Mature-B",NA
"N19.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P3.D042479.3_8_M.1.1","D042479","Mature-B",NA
"B9.D042479.3_8_M.1.1","D042479","Immature-B",NA
"C14.D042479.3_8_M.1.1","D042479","Immature-B",NA
"F9.D042479.3_8_M.1.1","D042479","Mature-B",NA
"H2.D042479.3_8_M.1.1","D042479","Mature-B",NA
"I20.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B7"
"K9.D042479.3_8_M.1.1","D042479","Immature-B",NA
"I21.D042479.3_8_M.1.1","D042479","Mature-B",NA
"K10.D042479.3_8_M.1.1","D042479","PreProB",NA
"M6.D042479.3_8_M.1.1","D042479","Immature-B",NA
"N20.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"P4.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"A5.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B1"
"B10.D042479.3_8_M.1.1","D042479","Immature-B",NA
"C15.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"E2.D042479.3_8_M.1.1","D042479","Mature-B",NA
"F13.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"H4.D042479.3_8_M.1.1","D042479","Immature-B",NA
"A6.D042479.3_8_M.1.1","D042479","PreProB",NA
"K12.D042479.3_8_M.1.1","D042479","Immature-B",NA
"M7.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P5.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"B11.D042479.3_8_M.1.1","D042479","Immature-B",NA
"A7.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"B12.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"C16.D042479.3_8_M.1.1","D042479","T_NK","Unknown1"
"E3.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"F14.D042479.3_8_M.1.1","D042479","Immature-B",NA
"H5.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"I22.D042479.3_8_M.1.1","D042479","Mature-B",NA
"C18.D042479.3_8_M.1.1","D042479","Stem_Progenitors","5"
"E5.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B3"
"F15.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B0"
"H6.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"J1.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"K13.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B1"
"M9.D042479.3_8_M.1.1","D042479","Immature-B",NA
"N22.D042479.3_8_M.1.1","D042479","Mature-B",NA
"P6.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B2"
"P13.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P14.D042479.3_8_M.1.1","D042479","Mature-B",NA
"P15.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P16.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P18.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P19.D042479.3_8_M.1.1","D042479","Immature-B",NA
"P20.D042479.3_8_M.1.1","D042479","Mature-B",NA
"P21.D042479.3_8_M.1.1","D042479","Immature_Mature-B","B4"
"P22.D042479.3_8_M.1.1","D042479","Immature-B",NA
"A19.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C1.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"J4.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"K7.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"L12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M15.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"N19.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"P1.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"A20.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"C2.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"D4.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"E8.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"F12.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"G15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"H21.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"E9.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"F13.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"G16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"H22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J5.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K9.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"L13.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"M16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D5.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"N20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"E10.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"F14.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"G17.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"I1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"J6.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K11.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"L14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"N21.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"P3.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"A21.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C3.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"A22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L15.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"M18.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"N22.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"P4.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"B1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"C5.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"D8.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"E12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C4.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"D7.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"E11.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor4"
"F15.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"G18.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"I2.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"J7.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"F16.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"B3.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"C6.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"D9.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"E13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"G22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"G21.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I5.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"J9.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"K14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I4.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J8.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"K13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L16.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"M19.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"O1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"L17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D10.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"E14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F18.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I6.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"J10.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"K15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L18.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M21.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M20.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"P7.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"O3.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"P6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"A1.MAA000409.3_10_M.1.1","MAA000409","T_NK","Unknown3"
"B4.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"C7.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"A2.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"I7.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"J11.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"K16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L19.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"O6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"P8.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"A3.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"B5.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"B6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"C10.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"D12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C9.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"D11.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"E15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"H2.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"E16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"N1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"O7.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"P9.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"A4.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"B7.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"C11.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"D13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F21.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"E17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"H4.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"H3.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"I8.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"J12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I9.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte0"
"A5.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"B8.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D14.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"E18.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"G1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"H5.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor4"
"I10.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"J14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K19.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K18.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"L21.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"N2.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"O8.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"P10.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"N3.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"C13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"E19.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"G2.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"H6.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"I11.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"J15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"N5.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"O9.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte2"
"O10.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"P12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"P11.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"A6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"B9.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"I12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K21.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M2.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"N6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"O11.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"P13.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"A8.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"A7.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"B12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"B11.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"C14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D16.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"E20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"G3.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"H9.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"D17.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor1"
"N7.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"O12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"P14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"A9.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"B13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"D18.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"E22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"G5.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"H11.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"I14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"E21.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"G4.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"H10.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"K22.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"M3.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","Monocyte3"
"J18.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"A10.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"B14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"C17.MAA000409.3_10_M.1.1","MAA000409","Stem_Progenitors","8"
"D19.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F1.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"G6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"H12.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I15.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J19.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L2.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"M5.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"L1.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"M4.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"N8.MAA000409.3_10_M.1.1","MAA000409","Monocytes_Monocyte-Progenitors","MonoProgenitor4"
"O13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"N9.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"D20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"F2.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"G7.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"H13.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"I16.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"J20.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"L3.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"M6.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"N10.MAA000409.3_10_M.1.1","MAA000409","Proliferating-Neutrophils",NA
"O15.MAA000409.3_10_M.1.1","MAA000409","Neutrophils",NA
"O14.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
"P17.MAA000409.3_10_M.1.1","MAA000409","Resting-Granulocytes",NA
