"","plate.barcode","annotation","subannotation"
"D14.D042044.3_9_M.1.1","D042044","Immature-B",NA
"G1.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"E18.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G2.D042044.3_9_M.1.1","D042044","PreProB",NA
"H5.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"I13.D042044.3_9_M.1.1","D042044","Immature-B",NA
"J17.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"K20.D042044.3_9_M.1.1","D042044","PreProB",NA
"M2.D042044.3_9_M.1.1","D042044","Immature-B",NA
"N9.D042044.3_9_M.1.1","D042044","Immature-B",NA
"H6.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B5.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"C10.D042044.3_9_M.1.1","D042044","Immature-B",NA
"D15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"E19.D042044.3_9_M.1.1","D042044","Immature-B",NA
"G3.D042044.3_9_M.1.1","D042044","Mature-B",NA
"H10.D042044.3_9_M.1.1","D042044","Immature-B",NA
"I15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"I14.D042044.3_9_M.1.1","D042044","PreProB",NA
"J19.D042044.3_9_M.1.1","D042044","Immature-B",NA
"K22.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"M4.D042044.3_9_M.1.1","D042044","Immature-B",NA
"J18.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"K21.D042044.3_9_M.1.1","D042044","Immature-B",NA
"M3.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"N10.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O14.D042044.3_9_M.1.1","D042044","Immature-B",NA
"P19.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"N11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G4.D042044.3_9_M.1.1","D042044","Immature-B",NA
"H11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"I16.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"J20.D042044.3_9_M.1.1","D042044","Immature-B",NA
"L1.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"M6.D042044.3_9_M.1.1","D042044","Mature-B",NA
"N12.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"O16.D042044.3_9_M.1.1","D042044","Immature-B",NA
"O15.D042044.3_9_M.1.1","D042044","Mature-B",NA
"P21.D042044.3_9_M.1.1","D042044","Mature-B",NA
"P20.D042044.3_9_M.1.1","D042044","Immature-B",NA
"A2.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"B6.D042044.3_9_M.1.1","D042044","Immature-B",NA
"C11.D042044.3_9_M.1.1","D042044","PreProB",NA
"D16.D042044.3_9_M.1.1","D042044","Mature-B",NA
"I17.D042044.3_9_M.1.1","D042044","PreProB",NA
"J21.D042044.3_9_M.1.1","D042044","Mature-B",NA
"L2.D042044.3_9_M.1.1","D042044","PreProB",NA
"M7.D042044.3_9_M.1.1","D042044","Immature-B",NA
"N13.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O17.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"B9.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A3.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B7.D042044.3_9_M.1.1","D042044","Mature-B",NA
"C12.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"D18.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"F1.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G5.D042044.3_9_M.1.1","D042044","Immature-B",NA
"H12.D042044.3_9_M.1.1","D042044","Mature-B",NA
"C14.D042044.3_9_M.1.1","D042044","Mature-B",NA
"N14.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O21.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A5.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B10.D042044.3_9_M.1.1","D042044","PreProB",NA
"C15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"D19.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"D20.D042044.3_9_M.1.1","D042044","Mature-B",NA
"F3.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G7.D042044.3_9_M.1.1","D042044","Mature-B",NA
"F2.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G6.D042044.3_9_M.1.1","D042044","Resting-Granulocytes",NA
"H14.D042044.3_9_M.1.1","D042044","Mature-B",NA
"I18.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"J22.D042044.3_9_M.1.1","D042044","Mature-B",NA
"L3.D042044.3_9_M.1.1","D042044","Immature-B",NA
"M8.D042044.3_9_M.1.1","D042044","Immature-B",NA
"H15.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O22.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"A6.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"B11.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"C17.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"D21.D042044.3_9_M.1.1","D042044","Immature-B",NA
"I19.D042044.3_9_M.1.1","D042044","Mature-B",NA
"F4.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"G8.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"H16.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"K1.D042044.3_9_M.1.1","D042044","PreProB",NA
"L4.D042044.3_9_M.1.1","D042044","Mature-B",NA
"M9.D042044.3_9_M.1.1","D042044","Resting-Granulocytes",NA
"N15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"I22.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"A7.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B13.D042044.3_9_M.1.1","D042044","Immature-B",NA
"C18.D042044.3_9_M.1.1","D042044","Immature-B",NA
"D22.D042044.3_9_M.1.1","D042044","Mature-B",NA
"F5.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G9.D042044.3_9_M.1.1","D042044","Mature-B",NA
"H17.D042044.3_9_M.1.1","D042044","Mature-B",NA
"J1.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"K3.D042044.3_9_M.1.1","D042044","Immature-B",NA
"K2.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"L6.D042044.3_9_M.1.1","D042044","Immature-B",NA
"L5.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"M10.D042044.3_9_M.1.1","D042044","PreProB",NA
"N16.D042044.3_9_M.1.1","D042044","Immature-B",NA
"M11.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"E1.D042044.3_9_M.1.1","D042044","Stem_Progenitors","5"
"F6.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"G10.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"H19.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"J2.D042044.3_9_M.1.1","D042044","Mature-B",NA
"K4.D042044.3_9_M.1.1","D042044","Immature-B",NA
"L7.D042044.3_9_M.1.1","D042044","Immature-B",NA
"M12.D042044.3_9_M.1.1","D042044","PreProB",NA
"N18.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"P3.D042044.3_9_M.1.1","D042044","PreProB",NA
"N17.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"P2.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"A8.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B14.D042044.3_9_M.1.1","D042044","Mature-B",NA
"C19.D042044.3_9_M.1.1","D042044","PreProB",NA
"A9.D042044.3_9_M.1.1","D042044","Immature-B",NA
"L8.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"M13.D042044.3_9_M.1.1","D042044","Immature-B",NA
"N19.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"P4.D042044.3_9_M.1.1","D042044","Immature-B",NA
"A10.D042044.3_9_M.1.1","D042044","Immature-B",NA
"B16.D042044.3_9_M.1.1","D042044","Immature-B",NA
"B15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"C21.D042044.3_9_M.1.1","D042044","Immature-B",NA
"E3.D042044.3_9_M.1.1","D042044","PreProB",NA
"F8.D042044.3_9_M.1.1","D042044","Mature-B",NA
"C20.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"E2.D042044.3_9_M.1.1","D042044","PreProB",NA
"F7.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"H20.D042044.3_9_M.1.1","D042044","Immature-B",NA
"J3.D042044.3_9_M.1.1","D042044","Mature-B",NA
"K5.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G12.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"A11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B17.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"D1.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"E4.D042044.3_9_M.1.1","D042044","Mature-B",NA
"F9.D042044.3_9_M.1.1","D042044","Immature-B",NA
"G14.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"H22.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"H21.D042044.3_9_M.1.1","D042044","PreProB",NA
"J5.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B2"
"K7.D042044.3_9_M.1.1","D042044","PreProB",NA
"J4.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"K6.D042044.3_9_M.1.1","D042044","Monocytes_Monocyte-Progenitors","Monocyte2"
"L10.D042044.3_9_M.1.1","D042044","Mature-B",NA
"M14.D042044.3_9_M.1.1","D042044","Mature-B",NA
"N21.D042044.3_9_M.1.1","D042044","PreProB",NA
"P5.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"L11.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"B18.D042044.3_9_M.1.1","D042044","Immature-B",NA
"D2.D042044.3_9_M.1.1","D042044","PreProB",NA
"E5.D042044.3_9_M.1.1","D042044","Mature-B",NA
"F10.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"G16.D042044.3_9_M.1.1","D042044","Mature-B",NA
"I1.D042044.3_9_M.1.1","D042044","Immature-B",NA
"J6.D042044.3_9_M.1.1","D042044","Immature-B",NA
"K8.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"M16.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"L12.D042044.3_9_M.1.1","D042044","Mature-B",NA
"N22.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A12.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"M18.D042044.3_9_M.1.1","D042044","Mature-B",NA
"D3.D042044.3_9_M.1.1","D042044","PreProB",NA
"E6.D042044.3_9_M.1.1","D042044","PreProB",NA
"F11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G17.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"I2.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"J7.D042044.3_9_M.1.1","D042044","Immature-B",NA
"K9.D042044.3_9_M.1.1","D042044","Immature-B",NA
"L13.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"M19.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O2.D042044.3_9_M.1.1","D042044","Immature-B",NA
"O1.D042044.3_9_M.1.1","D042044","Mature-B",NA
"P8.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"P7.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A14.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B19.D042044.3_9_M.1.1","D042044","Mature-B",NA
"J8.D042044.3_9_M.1.1","D042044","Immature-B",NA
"K11.D042044.3_9_M.1.1","D042044","Immature-B",NA
"L14.D042044.3_9_M.1.1","D042044","PreProB",NA
"M22.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O3.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"P9.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"A15.D042044.3_9_M.1.1","D042044","Immature-B",NA
"B20.D042044.3_9_M.1.1","D042044","Immature-B",NA
"D4.D042044.3_9_M.1.1","D042044","Immature-B",NA
"E7.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"F12.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G18.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"I3.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A16.D042044.3_9_M.1.1","D042044","PreProB",NA
"L15.D042044.3_9_M.1.1","D042044","Immature-B",NA
"N1.D042044.3_9_M.1.1","D042044","Mature-B",NA
"P10.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"A17.D042044.3_9_M.1.1","D042044","Immature-B",NA
"B22.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"D6.D042044.3_9_M.1.1","D042044","Mature-B",NA
"B21.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"E9.D042044.3_9_M.1.1","D042044","Immature-B",NA
"F15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"D5.D042044.3_9_M.1.1","D042044","Immature-B",NA
"E8.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"F14.D042044.3_9_M.1.1","D042044","Immature-B",NA
"G19.D042044.3_9_M.1.1","D042044","Immature-B",NA
"I4.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"J9.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"K12.D042044.3_9_M.1.1","D042044","Immature-B",NA
"G20.D042044.3_9_M.1.1","D042044","Immature-B",NA
"O5.D042044.3_9_M.1.1","D042044","Mature-B",NA
"P11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A18.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"C1.D042044.3_9_M.1.1","D042044","Mature-B",NA
"I5.D042044.3_9_M.1.1","D042044","Immature-B",NA
"J10.D042044.3_9_M.1.1","D042044","Mature-B",NA
"K13.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B1"
"L16.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"N2.D042044.3_9_M.1.1","D042044","Mature-B",NA
"D7.D042044.3_9_M.1.1","D042044","Immature-B",NA
"I6.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"J11.D042044.3_9_M.1.1","D042044","Mature-B",NA
"K14.D042044.3_9_M.1.1","D042044","PreProB",NA
"L17.D042044.3_9_M.1.1","D042044","Immature-B",NA
"N3.D042044.3_9_M.1.1","D042044","Immature-B",NA
"E10.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B5"
"O6.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"G21.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B4"
"P12.D042044.3_9_M.1.1","D042044","Immature-B",NA
"D8.D042044.3_9_M.1.1","D042044","Mature-B",NA
"E11.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"F17.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A20.D042044.3_9_M.1.1","D042044","Immature-B",NA
"C2.D042044.3_9_M.1.1","D042044","Mature-B",NA
"G22.D042044.3_9_M.1.1","D042044","Mature-B",NA
"N4.D042044.3_9_M.1.1","D042044","Immature-B",NA
"I7.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B7"
"J12.D042044.3_9_M.1.1","D042044","Mature-B",NA
"K15.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"L18.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O7.D042044.3_9_M.1.1","D042044","Mature-B",NA
"P13.D042044.3_9_M.1.1","D042044","Mature-B",NA
"A21.D042044.3_9_M.1.1","D042044","Immature-B",NA
"D9.D042044.3_9_M.1.1","D042044","Immature-B",NA
"E12.D042044.3_9_M.1.1","D042044","Immature-B",NA
"F18.D042044.3_9_M.1.1","D042044","PreProB",NA
"H1.D042044.3_9_M.1.1","D042044","Mature-B",NA
"I8.D042044.3_9_M.1.1","D042044","Mature-B",NA
"J13.D042044.3_9_M.1.1","D042044","Mature-B",NA
"O8.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"K16.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"P14.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B3"
"L19.D042044.3_9_M.1.1","D042044","Immature-B",NA
"N5.D042044.3_9_M.1.1","D042044","Immature_Mature-B","B0"
"I11.D042467.3_9_M.1.1","D042467","Mature-B",NA
"K9.D042467.3_9_M.1.1","D042467","Mature-B",NA
"M2.D042467.3_9_M.1.1","D042467","Stem_Progenitors","3"
"O10.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"E13.D042467.3_9_M.1.1","D042467","Mature-B",NA
"F12.D042467.3_9_M.1.1","D042467","Immature-B",NA
"I14.D042467.3_9_M.1.1","D042467","Mature-B",NA
"K13.D042467.3_9_M.1.1","D042467","Mature-B",NA
"F11.D042467.3_9_M.1.1","D042467","T_NK","T"
"K12.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"M10.D042467.3_9_M.1.1","D042467","T_NK","T"
"O11.D042467.3_9_M.1.1","D042467","Immature-B",NA
"M11.D042467.3_9_M.1.1","D042467","Mature-B",NA
"F16.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"I15.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"K14.D042467.3_9_M.1.1","D042467","Mature-B",NA
"M12.D042467.3_9_M.1.1","D042467","Mature-B",NA
"O14.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B4"
"K15.D042467.3_9_M.1.1","D042467","Mature-B",NA
"M14.D042467.3_9_M.1.1","D042467","Mature-B",NA
"O15.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"F18.D042467.3_9_M.1.1","D042467","Monocytes_Monocyte-Progenitors","MonoProgenitor4"
"I16.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"I18.D042467.3_9_M.1.1","D042467","Mature-B",NA
"K16.D042467.3_9_M.1.1","D042467","Mature-B",NA
"M16.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"F19.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"I19.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"K17.D042467.3_9_M.1.1","D042467","Mature-B",NA
"M17.D042467.3_9_M.1.1","D042467","Mature-B",NA
"O17.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"G8.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"A15.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"G11.D042467.3_9_M.1.1","D042467","Mature-B",NA
"I21.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"K19.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"M18.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"O18.D042467.3_9_M.1.1","D042467","T_NK","NK_2"
"B12.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"G12.D042467.3_9_M.1.1","D042467","T_NK","Unknown1"
"I22.D042467.3_9_M.1.1","D042467","Mature-B",NA
"K20.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"M19.D042467.3_9_M.1.1","D042467","Mature-B",NA
"O19.D042467.3_9_M.1.1","D042467","T_NK","Unknown1"
"B22.D042467.3_9_M.1.1","D042467","T_NK","T"
"G14.D042467.3_9_M.1.1","D042467","Mature-B",NA
"J3.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"M20.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B4"
"O20.D042467.3_9_M.1.1","D042467","Mature-B",NA
"K21.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"G16.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"J9.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"K22.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B2"
"M21.D042467.3_9_M.1.1","D042467","Mature-B",NA
"O21.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"C11.D042467.3_9_M.1.1","D042467","T_NK","Unknown3"
"C19.D042467.3_9_M.1.1","D042467","Mature-B",NA
"G17.D042467.3_9_M.1.1","D042467","PreProB",NA
"J10.D042467.3_9_M.1.1","D042467","Mature-B",NA
"L6.D042467.3_9_M.1.1","D042467","T_NK","T"
"M22.D042467.3_9_M.1.1","D042467","Mature-B",NA
"O22.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B0"
"C20.D042467.3_9_M.1.1","D042467","T_NK","T"
"C22.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"G19.D042467.3_9_M.1.1","D042467","Mature-B",NA
"J12.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"L7.D042467.3_9_M.1.1","D042467","Monocytes_Monocyte-Progenitors","Monocyte2"
"N2.D042467.3_9_M.1.1","D042467","T_NK","Unknown1"
"G20.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B4"
"J13.D042467.3_9_M.1.1","D042467","Mature-B",NA
"L10.D042467.3_9_M.1.1","D042467","Mature-B",NA
"L11.D042467.3_9_M.1.1","D042467","Mature-B",NA
"N13.D042467.3_9_M.1.1","D042467","Mature-B",NA
"D3.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"G22.D042467.3_9_M.1.1","D042467","T_NK","T"
"J14.D042467.3_9_M.1.1","D042467","Mature-B",NA
"D9.D042467.3_9_M.1.1","D042467","T_NK","T"
"H3.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"J15.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"L12.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"N14.D042467.3_9_M.1.1","D042467","T_NK","T"
"P11.D042467.3_9_M.1.1","D042467","T_NK","Unknown1"
"D15.D042467.3_9_M.1.1","D042467","T_NK","Unknown2"
"H9.D042467.3_9_M.1.1","D042467","T_NK","Unknown3"
"J16.D042467.3_9_M.1.1","D042467","Mature-B",NA
"L13.D042467.3_9_M.1.1","D042467","Mature-B",NA
"N15.D042467.3_9_M.1.1","D042467","Mature-B",NA
"N16.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"D16.D042467.3_9_M.1.1","D042467","Mature-B",NA
"H11.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"J18.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"L14.D042467.3_9_M.1.1","D042467","Mature-B",NA
"D18.D042467.3_9_M.1.1","D042467","Mature-B",NA
"H13.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B7"
"J19.D042467.3_9_M.1.1","D042467","Mature-B",NA
"L15.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"N18.D042467.3_9_M.1.1","D042467","Mature-B",NA
"P19.D042467.3_9_M.1.1","D042467","T_NK","NK_2"
"D19.D042467.3_9_M.1.1","D042467","Mature-B",NA
"H15.D042467.3_9_M.1.1","D042467","T_NK","T"
"J20.D042467.3_9_M.1.1","D042467","T_NK","T"
"L16.D042467.3_9_M.1.1","D042467","Mature-B",NA
"N19.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B5"
"D20.D042467.3_9_M.1.1","D042467","Mature-B",NA
"H16.D042467.3_9_M.1.1","D042467","T_NK","Nk_1"
"J21.D042467.3_9_M.1.1","D042467","T_NK","Unknown3"
"L19.D042467.3_9_M.1.1","D042467","Mature-B",NA
"N20.D042467.3_9_M.1.1","D042467","Stem_Progenitors","3"
"E2.D042467.3_9_M.1.1","D042467","T_NK","T"
"H22.D042467.3_9_M.1.1","D042467","PreProB",NA
"J22.D042467.3_9_M.1.1","D042467","T_NK","NK_2"
"L20.D042467.3_9_M.1.1","D042467","Monocytes_Monocyte-Progenitors","MonoProgenitor4"
"E8.D042467.3_9_M.1.1","D042467","Mature-B",NA
"I9.D042467.3_9_M.1.1","D042467","Mature-B",NA
"K7.D042467.3_9_M.1.1","D042467","Stem_Progenitors","8"
"N21.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"P22.D042467.3_9_M.1.1","D042467","T_NK","NK_2"
"L21.D042467.3_9_M.1.1","D042467","Immature_Mature-B","B3"
"O2.D042467.3_9_M.1.1","D042467","Mature-B",NA
