"","annotation","subannotation"
"N20.MAA000377.3_9_M.1.1","hepatocytes",NA
"N21.MAA000377.3_9_M.1.1","endothelial_cells",NA
"N22.MAA000377.3_9_M.1.1","endothelial_cells",NA
"O7.MAA000377.3_9_M.1.1","endothelial_cells",NA
"O9.MAA000377.3_9_M.1.1","kuppfer_cells",NA
"O11.MAA000377.3_9_M.1.1","endothelial_cells",NA
"O12.MAA000377.3_9_M.1.1","hepatocytes",NA
"O14.MAA000377.3_9_M.1.1","hepatocytes",NA
"O21.MAA000377.3_9_M.1.1","NK/NKT",NA
"O22.MAA000377.3_9_M.1.1","kuppfer_cells",NA
"A21.MAA000907.3_11_M.1.1","B_cells",NA
"C1.MAA000907.3_11_M.1.1","hepatocytes",NA
"A22.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"C2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B1.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C5.MAA000907.3_11_M.1.1","NK/NKT",NA
"A1.MAA000907.3_11_M.1.1","hepatocytes",NA
"B3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A2.MAA000907.3_11_M.1.1","B_cells",NA
"B4.MAA000907.3_11_M.1.1","B_cells",NA
"C6.MAA000907.3_11_M.1.1","NK/NKT",NA
"A3.MAA000907.3_11_M.1.1","hepatocytes",NA
"B5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A4.MAA000907.3_11_M.1.1","B_cells",NA
"B6.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"C8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B7.MAA000907.3_11_M.1.1","hepatocytes",NA
"C9.MAA000907.3_11_M.1.1","hepatocytes",NA
"A6.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A8.MAA000907.3_11_M.1.1","NK/NKT",NA
"B10.MAA000907.3_11_M.1.1","hepatocytes",NA
"A7.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"B9.MAA000907.3_11_M.1.1","NK/NKT",NA
"C11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C13.MAA000907.3_11_M.1.1","hepatocytes",NA
"A9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B11.MAA000907.3_11_M.1.1","hepatocytes",NA
"C14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B12.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C15.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"A11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B13.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"C16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A12.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"B14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A13.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"B15.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A14.MAA000907.3_11_M.1.1","hepatocytes",NA
"B16.MAA000907.3_11_M.1.1","hepatocytes",NA
"A15.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"B17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A16.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"B18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A17.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"B19.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"A19.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B21.MAA000907.3_11_M.1.1","NK/NKT",NA
"A18.MAA000907.3_11_M.1.1","hepatocytes",NA
"B20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"A20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"B22.MAA000907.3_11_M.1.1","hepatocytes",NA
"D1.MAA000907.3_11_M.1.1","hepatocytes",NA
"E6.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G19.MAA000907.3_11_M.1.1","NK/NKT",NA
"I4.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"J14.MAA000907.3_11_M.1.1","hepatocytes",NA
"D2.MAA000907.3_11_M.1.1","B_cells",NA
"E7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F12.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G20.MAA000907.3_11_M.1.1","NK/NKT",NA
"I7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K21.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J15.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K22.MAA000907.3_11_M.1.1","hepatocytes",NA
"M2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M1.MAA000907.3_11_M.1.1","hepatocytes",NA
"N5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N6.MAA000907.3_11_M.1.1","NK/NKT",NA
"E8.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"F13.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G21.MAA000907.3_11_M.1.1","B_cells",NA
"I8.MAA000907.3_11_M.1.1","hepatocytes",NA
"J16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L1.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"M3.MAA000907.3_11_M.1.1","hepatocytes",NA
"N7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O9.MAA000907.3_11_M.1.1","hepatocytes",NA
"P11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P12.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F15.MAA000907.3_11_M.1.1","NK/NKT",NA
"G22.MAA000907.3_11_M.1.1","NK/NKT",NA
"I9.MAA000907.3_11_M.1.1","hepatocytes",NA
"D5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N9.MAA000907.3_11_M.1.1","NK/NKT",NA
"O11.MAA000907.3_11_M.1.1","B_cells",NA
"P13.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D6.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F16.MAA000907.3_11_M.1.1","NK/NKT",NA
"H1.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J19.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"L3.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"M6.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"E12.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"N10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P14.MAA000907.3_11_M.1.1","hepatocytes",NA
"D7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F17.MAA000907.3_11_M.1.1","NK/NKT",NA
"E14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H2.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"I14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O13.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"P15.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D9.MAA000907.3_11_M.1.1","hepatocytes",NA
"J21.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"L5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M8.MAA000907.3_11_M.1.1","NK/NKT",NA
"N11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E15.MAA000907.3_11_M.1.1","NK/NKT",NA
"O14.MAA000907.3_11_M.1.1","hepatocytes",NA
"P16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F19.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"F20.MAA000907.3_11_M.1.1","hepatocytes",NA
"H6.MAA000907.3_11_M.1.1","hepatocytes",NA
"H5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K1.MAA000907.3_11_M.1.1","hepatocytes",NA
"L6.MAA000907.3_11_M.1.1","B_cells",NA
"M9.MAA000907.3_11_M.1.1","B_cells",NA
"N12.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I19.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D11.MAA000907.3_11_M.1.1","NK/NKT",NA
"E17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F21.MAA000907.3_11_M.1.1","hepatocytes",NA
"H7.MAA000907.3_11_M.1.1","NK/NKT",NA
"K2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M10.MAA000907.3_11_M.1.1","NK/NKT",NA
"O15.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"P17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D12.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"E18.MAA000907.3_11_M.1.1","hepatocytes",NA
"F22.MAA000907.3_11_M.1.1","hepatocytes",NA
"H9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I21.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M12.MAA000907.3_11_M.1.1","hepatocytes",NA
"N15.MAA000907.3_11_M.1.1","hepatocytes",NA
"O17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N14.MAA000907.3_11_M.1.1","hepatocytes",NA
"P19.MAA000907.3_11_M.1.1","hepatocytes",NA
"O16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K5.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"L10.MAA000907.3_11_M.1.1","hepatocytes",NA
"M13.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N16.MAA000907.3_11_M.1.1","NK/NKT",NA
"O18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D13.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E19.MAA000907.3_11_M.1.1","NK/NKT",NA
"G1.MAA000907.3_11_M.1.1","B_cells",NA
"H10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"I22.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P21.MAA000907.3_11_M.1.1","hepatocytes",NA
"D15.MAA000907.3_11_M.1.1","B_cells",NA
"E21.MAA000907.3_11_M.1.1","hepatocytes",NA
"H12.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G2.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"J2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K7.MAA000907.3_11_M.1.1","B_cells",NA
"L12.MAA000907.3_11_M.1.1","B_cells",NA
"H11.MAA000907.3_11_M.1.1","hepatocytes",NA
"J1.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"K6.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"L11.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O19.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M15.MAA000907.3_11_M.1.1","B_cells",NA
"D17.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E22.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H13.MAA000907.3_11_M.1.1","hepatocytes",NA
"K8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L13.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"M16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N19.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O21.MAA000907.3_11_M.1.1","hepatocytes",NA
"N18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P22.MAA000907.3_11_M.1.1","hepatocytes",NA
"L14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M17.MAA000907.3_11_M.1.1","NK/NKT",NA
"N20.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"O22.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D20.MAA000907.3_11_M.1.1","hepatocytes",NA
"F2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G6.MAA000907.3_11_M.1.1","B_cells",NA
"D18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F1.MAA000907.3_11_M.1.1","NK/NKT",NA
"G5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H14.MAA000907.3_11_M.1.1","hepatocytes",NA
"J4.MAA000907.3_11_M.1.1","hepatocytes",NA
"K9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C19.MAA000907.3_11_M.1.1","hepatocytes",NA
"E2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F6.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"G11.MAA000907.3_11_M.1.1","NK/NKT",NA
"H20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J10.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K15.MAA000907.3_11_M.1.1","hepatocytes",NA
"L19.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N1.MAA000907.3_11_M.1.1","hepatocytes",NA
"O3.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"P5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M22.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O2.MAA000907.3_11_M.1.1","hepatocytes",NA
"P4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H22.MAA000907.3_11_M.1.1","hepatocytes",NA
"J11.MAA000907.3_11_M.1.1","hepatocytes",NA
"K17.MAA000907.3_11_M.1.1","B_cells",NA
"L20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O4.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"P6.MAA000907.3_11_M.1.1","B_cells",NA
"C21.MAA000907.3_11_M.1.1","NK/NKT",NA
"C20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G15.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O5.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P7.MAA000907.3_11_M.1.1","hepatocytes",NA
"C22.MAA000907.3_11_M.1.1","B_cells",NA
"E5.MAA000907.3_11_M.1.1","NK/NKT",NA
"E4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G18.MAA000907.3_11_M.1.1","B_cells",NA
"I2.MAA000907.3_11_M.1.1","B_cells",NA
"F8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G16.MAA000907.3_11_M.1.1","hepatocytes",NA
"I1.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J12.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L21.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N3.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"J13.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L22.MAA000907.3_11_M.1.1","hepatocytes",NA
"N4.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O6.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"P8.MAA000907.3_11_M.1.1","endothelial_cells",NA
"M18.MAA000907.3_11_M.1.1","NK/NKT",NA
"N21.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P1.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H15.MAA000907.3_11_M.1.1","B_cells",NA
"J5.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"K10.MAA000907.3_11_M.1.1","hepatocytes",NA
"L15.MAA000907.3_11_M.1.1","hepatocytes",NA
"H16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K11.MAA000907.3_11_M.1.1","hepatocytes",NA
"D21.MAA000907.3_11_M.1.1","B_cells",NA
"F3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"G7.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L16.MAA000907.3_11_M.1.1","endothelial_cells",NA
"D22.MAA000907.3_11_M.1.1","NK/NKT",NA
"M20.MAA000907.3_11_M.1.1","endothelial_cells",NA
"N22.MAA000907.3_11_M.1.1","B_cells",NA
"P2.MAA000907.3_11_M.1.1","endothelial_cells",NA
"F4.MAA000907.3_11_M.1.1","NK/NKT",NA
"G9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H17.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"J8.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"K13.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L17.MAA000907.3_11_M.1.1","hepatocytes",NA
"M21.MAA000907.3_11_M.1.1","endothelial_cells",NA
"O1.MAA000907.3_11_M.1.1","endothelial_cells",NA
"P3.MAA000907.3_11_M.1.1","endothelial_cells",NA
"J9.MAA000907.3_11_M.1.1","endothelial_cells",NA
"K14.MAA000907.3_11_M.1.1","endothelial_cells",NA
"L18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"C18.MAA000907.3_11_M.1.1","endothelial_cells",NA
"E1.MAA000907.3_11_M.1.1","endothelial_cells",NA
"H18.MAA000907.3_11_M.1.1","kuppfer_cells",NA
"A1.MAA100039.3_11_M.1.1","hepatocytes",NA
"B1.MAA100039.3_11_M.1.1","hepatocytes",NA
"C1.MAA100039.3_11_M.1.1","hepatocytes",NA
"D1.MAA100039.3_11_M.1.1","hepatocytes",NA
"E1.MAA100039.3_11_M.1.1","hepatocytes",NA
"G4.MAA100039.3_11_M.1.1","hepatocytes",NA
"A2.MAA100039.3_11_M.1.1","hepatocytes",NA
"C2.MAA100039.3_11_M.1.1","hepatocytes",NA
"D2.MAA100039.3_11_M.1.1","hepatocytes",NA
"E2.MAA100039.3_11_M.1.1","hepatocytes",NA
"F3.MAA100039.3_11_M.1.1","hepatocytes",NA
"A3.MAA100039.3_11_M.1.1","hepatocytes",NA
"B3.MAA100039.3_11_M.1.1","hepatocytes",NA
"D3.MAA100039.3_11_M.1.1","hepatocytes",NA
"E3.MAA100039.3_11_M.1.1","hepatocytes",NA
"F4.MAA100039.3_11_M.1.1","hepatocytes",NA
"G6.MAA100039.3_11_M.1.1","hepatocytes",NA
"A4.MAA100039.3_11_M.1.1","hepatocytes",NA
"B4.MAA100039.3_11_M.1.1","hepatocytes",NA
"C4.MAA100039.3_11_M.1.1","hepatocytes",NA
"D4.MAA100039.3_11_M.1.1","hepatocytes",NA
"E4.MAA100039.3_11_M.1.1","hepatocytes",NA
"F5.MAA100039.3_11_M.1.1","hepatocytes",NA
"G7.MAA100039.3_11_M.1.1","hepatocytes",NA
"B5.MAA100039.3_11_M.1.1","hepatocytes",NA
"D5.MAA100039.3_11_M.1.1","hepatocytes",NA
"F6.MAA100039.3_11_M.1.1","hepatocytes",NA
"G8.MAA100039.3_11_M.1.1","hepatocytes",NA
"D6.MAA100039.3_11_M.1.1","hepatocytes",NA
"F7.MAA100039.3_11_M.1.1","hepatocytes",NA
"G9.MAA100039.3_11_M.1.1","hepatocytes",NA
"A6.MAA100039.3_11_M.1.1","hepatocytes",NA
"B6.MAA100039.3_11_M.1.1","hepatocytes",NA
"C6.MAA100039.3_11_M.1.1","hepatocytes",NA
"F8.MAA100039.3_11_M.1.1","hepatocytes",NA
"B7.MAA100039.3_11_M.1.1","hepatocytes",NA
"D7.MAA100039.3_11_M.1.1","hepatocytes",NA
"G11.MAA100039.3_11_M.1.1","hepatocytes",NA
"C8.MAA100039.3_11_M.1.1","hepatocytes",NA
"D8.MAA100039.3_11_M.1.1","hepatocytes",NA
"E8.MAA100039.3_11_M.1.1","hepatocytes",NA
"F9.MAA100039.3_11_M.1.1","hepatocytes",NA
"F12.MAA100039.3_11_M.1.1","hepatocytes",NA
"G12.MAA100039.3_11_M.1.1","hepatocytes",NA
"B9.MAA100039.3_11_M.1.1","hepatocytes",NA
"C9.MAA100039.3_11_M.1.1","hepatocytes",NA
"D9.MAA100039.3_11_M.1.1","hepatocytes",NA
"E10.MAA100039.3_11_M.1.1","hepatocytes",NA
"B10.MAA100039.3_11_M.1.1","hepatocytes",NA
"B11.MAA100039.3_11_M.1.1","hepatocytes",NA
"C10.MAA100039.3_11_M.1.1","hepatocytes",NA
"D10.MAA100039.3_11_M.1.1","hepatocytes",NA
"E11.MAA100039.3_11_M.1.1","hepatocytes",NA
"C11.MAA100039.3_11_M.1.1","hepatocytes",NA
"B12.MAA100039.3_11_M.1.1","hepatocytes",NA
"D11.MAA100039.3_11_M.1.1","hepatocytes",NA
"C12.MAA100039.3_11_M.1.1","hepatocytes",NA
"D12.MAA100039.3_11_M.1.1","hepatocytes",NA
"F1.MAA100039.3_11_M.1.1","hepatocytes",NA
"H4.MAA100039.3_11_M.1.1","hepatocytes",NA
"H7.MAA100039.3_11_M.1.1","hepatocytes",NA
"H8.MAA100039.3_11_M.1.1","hepatocytes",NA
"H11.MAA100039.3_11_M.1.1","hepatocytes",NA
"H1.MAA100039.3_11_M.1.1","hepatocytes",NA
"H2.MAA100039.3_11_M.1.1","hepatocytes",NA
"B1.MAA100040.3_11_M.1.1","hepatocytes",NA
"C1.MAA100040.3_11_M.1.1","hepatocytes",NA
"G2.MAA100040.3_11_M.1.1","hepatocytes",NA
"G4.MAA100040.3_11_M.1.1","hepatocytes",NA
"A3.MAA100040.3_11_M.1.1","hepatocytes",NA
