"","annotation","subannotation"
"C21.D042253.3_9_M.1.1","LuminalA1",NA
"E1.D042253.3_9_M.1.1","MesenchymalB2",NA
"F3.D042253.3_9_M.1.1","MesenchymalB1",NA
"G7.D042253.3_9_M.1.1","MesenchymalB2",NA
"C22.D042253.3_9_M.1.1","LuminalA2",NA
"L20.D042253.3_9_M.1.1","Basal",NA
"N1.D042253.3_9_M.1.1","MesenchymalB2",NA
"A19.D042253.3_9_M.1.1","LuminalA2",NA
"B21.D042253.3_9_M.1.1","Basal",NA
"D1.D042253.3_9_M.1.1","MesenchymalB2",NA
"E3.D042253.3_9_M.1.1","MesenchymalB2",NA
"E2.D042253.3_9_M.1.1","MesenchymalB2",NA
"F5.D042253.3_9_M.1.1","MesenchymalB2",NA
"G9.D042253.3_9_M.1.1","MesenchymalB1",NA
"H11.D042253.3_9_M.1.1","MesenchymalB1",NA
"F4.D042253.3_9_M.1.1","MesenchymalB2",NA
"G8.D042253.3_9_M.1.1","MesenchymalB2",NA
"H10.D042253.3_9_M.1.1","MesenchymalB1",NA
"I12.D042253.3_9_M.1.1","MesenchymalB1",NA
"J15.D042253.3_9_M.1.1","LuminalA1",NA
"K18.D042253.3_9_M.1.1","LuminalA1",NA
"I13.D042253.3_9_M.1.1","MesenchymalB2",NA
"A20.D042253.3_9_M.1.1","LuminalA2",NA
"B22.D042253.3_9_M.1.1","Basal",NA
"D2.D042253.3_9_M.1.1","MesenchymalB2",NA
"E4.D042253.3_9_M.1.1","MesenchymalB2",NA
"F6.D042253.3_9_M.1.1","MesenchymalB2",NA
"G10.D042253.3_9_M.1.1","MesenchymalB1",NA
"H12.D042253.3_9_M.1.1","MesenchymalB2",NA
"I14.D042253.3_9_M.1.1","MesenchymalB1",NA
"J17.D042253.3_9_M.1.1","LuminalA1",NA
"K20.D042253.3_9_M.1.1","LuminalA1",NA
"J16.D042253.3_9_M.1.1","LuminalA1",NA
"L22.D042253.3_9_M.1.1","LuminalA1",NA
"N3.D042253.3_9_M.1.1","MesenchymalB2",NA
"K19.D042253.3_9_M.1.1","Basal",NA
"L21.D042253.3_9_M.1.1","LuminalA1",NA
"N2.D042253.3_9_M.1.1","MesenchymalB2",NA
"H13.D042253.3_9_M.1.1","MesenchymalB1",NA
"I15.D042253.3_9_M.1.1","LuminalA1",NA
"J18.D042253.3_9_M.1.1","LuminalA1",NA
"K21.D042253.3_9_M.1.1","LuminalA1",NA
"M1.D042253.3_9_M.1.1","MesenchymalB2",NA
"N4.D042253.3_9_M.1.1","MesenchymalB1",NA
"A22.D042253.3_9_M.1.1","LuminalA1",NA
"A21.D042253.3_9_M.1.1","LuminalA1",NA
"C1.D042253.3_9_M.1.1","MesenchymalB2",NA
"D3.D042253.3_9_M.1.1","MesenchymalB2",NA
"E5.D042253.3_9_M.1.1","MesenchymalB2",NA
"F7.D042253.3_9_M.1.1","MesenchymalB1",NA
"G11.D042253.3_9_M.1.1","MesenchymalB1",NA
"C2.D042253.3_9_M.1.1","MesenchymalB2",NA
"M2.D042253.3_9_M.1.1","MesenchymalB2",NA
"B1.D042253.3_9_M.1.1","MesenchymalB2",NA
"C3.D042253.3_9_M.1.1","MesenchymalB2",NA
"D5.D042253.3_9_M.1.1","MesenchymalB2",NA
"E7.D042253.3_9_M.1.1","MesenchymalB2",NA
"D4.D042253.3_9_M.1.1","MesenchymalB2",NA
"F9.D042253.3_9_M.1.1","MesenchymalB2",NA
"G13.D042253.3_9_M.1.1","MesenchymalB1",NA
"H15.D042253.3_9_M.1.1","LuminalA1",NA
"E6.D042253.3_9_M.1.1","MesenchymalB2",NA
"F8.D042253.3_9_M.1.1","MesenchymalB1",NA
"G12.D042253.3_9_M.1.1","MesenchymalB2",NA
"H14.D042253.3_9_M.1.1","MesenchymalB1",NA
"I16.D042253.3_9_M.1.1","LuminalA1",NA
"J19.D042253.3_9_M.1.1","LuminalA1",NA
"K22.D042253.3_9_M.1.1","LuminalA1",NA
"B2.D042253.3_9_M.1.1","MesenchymalB2",NA
"C4.D042253.3_9_M.1.1","MesenchymalB2",NA
"D6.D042253.3_9_M.1.1","MesenchymalB2",NA
"E8.D042253.3_9_M.1.1","MesenchymalB1",NA
"F10.D042253.3_9_M.1.1","MesenchymalB1",NA
"G14.D042253.3_9_M.1.1","MesenchymalB1",NA
"H16.D042253.3_9_M.1.1","LuminalA1",NA
"I18.D042253.3_9_M.1.1","Basal",NA
"J21.D042253.3_9_M.1.1","Basal",NA
"I17.D042253.3_9_M.1.1","LuminalA1",NA
"L2.D042253.3_9_M.1.1","MesenchymalB2",NA
"M4.D042253.3_9_M.1.1","MesenchymalB2",NA
"J20.D042253.3_9_M.1.1","LuminalA1",NA
"L1.D042253.3_9_M.1.1","MesenchymalB2",NA
"M3.D042253.3_9_M.1.1","MesenchymalB1",NA
"G15.D042253.3_9_M.1.1","LuminalA1",NA
"H17.D042253.3_9_M.1.1","LuminalA1",NA
"I19.D042253.3_9_M.1.1","LuminalA1",NA
"J22.D042253.3_9_M.1.1","LuminalA2",NA
"L3.D042253.3_9_M.1.1","MesenchymalB2",NA
"M5.D042253.3_9_M.1.1","MesenchymalB2",NA
"A2.D042253.3_9_M.1.1","MesenchymalB2",NA
"B4.D042253.3_9_M.1.1","MesenchymalB2",NA
"C6.D042253.3_9_M.1.1","MesenchymalB2",NA
"A1.D042253.3_9_M.1.1","MesenchymalB2",NA
"B3.D042253.3_9_M.1.1","MesenchymalB2",NA
"C5.D042253.3_9_M.1.1","MesenchymalB2",NA
"D7.D042253.3_9_M.1.1","MesenchymalB2",NA
"E9.D042253.3_9_M.1.1","MesenchymalB1",NA
"F11.D042253.3_9_M.1.1","MesenchymalB1",NA
"D8.D042253.3_9_M.1.1","MesenchymalB2",NA
"A3.D042253.3_9_M.1.1","MesenchymalB2",NA
"B5.D042253.3_9_M.1.1","MesenchymalB2",NA
"C7.D042253.3_9_M.1.1","MesenchymalB1",NA
"D9.D042253.3_9_M.1.1","MesenchymalB1",NA
"E11.D042253.3_9_M.1.1","MesenchymalB2",NA
"F13.D042253.3_9_M.1.1","MesenchymalB2",NA
"E10.D042253.3_9_M.1.1","MesenchymalB2",NA
"G17.D042253.3_9_M.1.1","LuminalA2",NA
"H19.D042253.3_9_M.1.1","LuminalA1",NA
"F12.D042253.3_9_M.1.1","MesenchymalB2",NA
"G16.D042253.3_9_M.1.1","LuminalA1",NA
"H18.D042253.3_9_M.1.1","LuminalA1",NA
"I21.D042253.3_9_M.1.1","Basal",NA
"K2.D042253.3_9_M.1.1","LuminalA2",NA
"L4.D042253.3_9_M.1.1","MesenchymalB1",NA
"M6.D042253.3_9_M.1.1","MesenchymalB1",NA
"I22.D042253.3_9_M.1.1","LuminalA1",NA
"K3.D042253.3_9_M.1.1","MesenchymalB2",NA
"N12.D042253.3_9_M.1.1","MesenchymalB1",NA
"L5.D042253.3_9_M.1.1","MesenchymalB1",NA
"M7.D042253.3_9_M.1.1","MesenchymalB2",NA
"N11.D042253.3_9_M.1.1","MesenchymalB1",NA
"O13.D042253.3_9_M.1.1","MesenchymalB2",NA
"P16.D042253.3_9_M.1.1","LuminalA1",NA
"O14.D042253.3_9_M.1.1","MesenchymalB1",NA
"N13.D042253.3_9_M.1.1","MesenchymalB2",NA
"O16.D042253.3_9_M.1.1","Basal",NA
"P18.D042253.3_9_M.1.1","LuminalA2",NA
"P17.D042253.3_9_M.1.1","LuminalA2",NA
"N14.D042253.3_9_M.1.1","MesenchymalA2",NA
"O17.D042253.3_9_M.1.1","LuminalA1",NA
"P19.D042253.3_9_M.1.1","LuminalA2",NA
"N15.D042253.3_9_M.1.1","LuminalA1",NA
"O18.D042253.3_9_M.1.1","Basal",NA
"P20.D042253.3_9_M.1.1","LuminalA2",NA
"N16.D042253.3_9_M.1.1","LuminalA1",NA
"O19.D042253.3_9_M.1.1","LuminalA1",NA
"P21.D042253.3_9_M.1.1","LuminalA2",NA
"N17.D042253.3_9_M.1.1","LuminalA1",NA
"O20.D042253.3_9_M.1.1","Basal",NA
"P22.D042253.3_9_M.1.1","LuminalA2",NA
"N18.D042253.3_9_M.1.1","Basal",NA
"O21.D042253.3_9_M.1.1","LuminalA1",NA
"N19.D042253.3_9_M.1.1","LuminalA1",NA
"O22.D042253.3_9_M.1.1","LuminalA1",NA
"N20.D042253.3_9_M.1.1","LuminalA1",NA
"P1.D042253.3_9_M.1.1","MesenchymalB1",NA
"N21.D042253.3_9_M.1.1","LuminalA1",NA
"P2.D042253.3_9_M.1.1","MesenchymalA1",NA
"N22.D042253.3_9_M.1.1","LuminalA1",NA
"P3.D042253.3_9_M.1.1","MesenchymalB2",NA
"O1.D042253.3_9_M.1.1","MesenchymalB2",NA
"P4.D042253.3_9_M.1.1","MesenchymalB2",NA
"O2.D042253.3_9_M.1.1","MesenchymalB2",NA
"P5.D042253.3_9_M.1.1","MesenchymalB2",NA
"O3.D042253.3_9_M.1.1","MesenchymalB2",NA
"P6.D042253.3_9_M.1.1","MesenchymalB2",NA
"O4.D042253.3_9_M.1.1","MesenchymalB2",NA
"P7.D042253.3_9_M.1.1","MesenchymalB1",NA
"O5.D042253.3_9_M.1.1","MesenchymalB1",NA
"P8.D042253.3_9_M.1.1","MesenchymalA1",NA
"O6.D042253.3_9_M.1.1","MesenchymalB2",NA
"P9.D042253.3_9_M.1.1","MesenchymalB1",NA
"O7.D042253.3_9_M.1.1","MesenchymalB2",NA
"P10.D042253.3_9_M.1.1","MesenchymalB1",NA
"O8.D042253.3_9_M.1.1","MesenchymalB2",NA
"P11.D042253.3_9_M.1.1","MesenchymalB2",NA
"N6.D042253.3_9_M.1.1","MesenchymalB1",NA
"N7.D042253.3_9_M.1.1","MesenchymalB2",NA
"O9.D042253.3_9_M.1.1","MesenchymalB1",NA
"P12.D042253.3_9_M.1.1","MesenchymalB1",NA
"N8.D042253.3_9_M.1.1","MesenchymalB1",NA
"O10.D042253.3_9_M.1.1","MesenchymalB1",NA
"P13.D042253.3_9_M.1.1","MesenchymalB1",NA
"N9.D042253.3_9_M.1.1","MesenchymalB1",NA
"O11.D042253.3_9_M.1.1","MesenchymalB1",NA
"P14.D042253.3_9_M.1.1","MesenchymalB2",NA
"N10.D042253.3_9_M.1.1","MesenchymalB1",NA
"O12.D042253.3_9_M.1.1","MesenchymalB2",NA
"P15.D042253.3_9_M.1.1","LuminalA1",NA
"A15.MAA000487.3_10_M.1.1","LuminalA1",NA
"B21.MAA000487.3_10_M.1.1","Basal",NA
"F9.MAA000487.3_10_M.1.1","LuminalA1",NA
"G12.MAA000487.3_10_M.1.1","LuminalA1",NA
"H14.MAA000487.3_10_M.1.1","LuminalA1",NA
"I16.MAA000487.3_10_M.1.1","LuminalA1",NA
"D3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"E7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"J18.MAA000487.3_10_M.1.1","Basal",NA
"M3.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"N9.MAA000487.3_10_M.1.1","LuminalA2",NA
"K21.MAA000487.3_10_M.1.1","Basal",NA
"A16.MAA000487.3_10_M.1.1","Basal",NA
"O11.MAA000487.3_10_M.1.1","LuminalA1",NA
"D4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"E8.MAA000487.3_10_M.1.1","LuminalA1",NA
"F10.MAA000487.3_10_M.1.1","LuminalA1",NA
"G13.MAA000487.3_10_M.1.1","LuminalA2",NA
"H15.MAA000487.3_10_M.1.1","Basal",NA
"B22.MAA000487.3_10_M.1.1","Basal",NA
"M4.MAA000487.3_10_M.1.1","LuminalB",NA
"N10.MAA000487.3_10_M.1.1","LuminalA1",NA
"O12.MAA000487.3_10_M.1.1","LuminalA2",NA
"A17.MAA000487.3_10_M.1.1","Basal",NA
"C1.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"I17.MAA000487.3_10_M.1.1","Basal",NA
"J19.MAA000487.3_10_M.1.1","LuminalB",NA
"K22.MAA000487.3_10_M.1.1","Basal",NA
"E9.MAA000487.3_10_M.1.1","LuminalA2",NA
"F11.MAA000487.3_10_M.1.1","LuminalA1",NA
"G14.MAA000487.3_10_M.1.1","LuminalA1",NA
"H16.MAA000487.3_10_M.1.1","Basal",NA
"I18.MAA000487.3_10_M.1.1","LuminalA1",NA
"J20.MAA000487.3_10_M.1.1","Basal",NA
"L1.MAA000487.3_10_M.1.1","LuminalB",NA
"D5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"N11.MAA000487.3_10_M.1.1","LuminalA1",NA
"O13.MAA000487.3_10_M.1.1","LuminalA2",NA
"A18.MAA000487.3_10_M.1.1","LuminalA1",NA
"C2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"D6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"M6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"E10.MAA000487.3_10_M.1.1","LuminalA1",NA
"I19.MAA000487.3_10_M.1.1","Basal",NA
"J21.MAA000487.3_10_M.1.1","Basal",NA
"L2.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"M8.MAA000487.3_10_M.1.1","LuminalA2",NA
"N12.MAA000487.3_10_M.1.1","LuminalA2",NA
"F12.MAA000487.3_10_M.1.1","LuminalA1",NA
"G15.MAA000487.3_10_M.1.1","Basal",NA
"H17.MAA000487.3_10_M.1.1","LuminalA1",NA
"F13.MAA000487.3_10_M.1.1","LuminalA1",NA
"G16.MAA000487.3_10_M.1.1","Basal",NA
"H18.MAA000487.3_10_M.1.1","Basal",NA
"I20.MAA000487.3_10_M.1.1","LuminalA1",NA
"J22.MAA000487.3_10_M.1.1","Basal",NA
"L3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"M9.MAA000487.3_10_M.1.1","LuminalA2",NA
"N13.MAA000487.3_10_M.1.1","LuminalA1",NA
"A19.MAA000487.3_10_M.1.1","Basal",NA
"C3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"D7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"E11.MAA000487.3_10_M.1.1","LuminalA1",NA
"F14.MAA000487.3_10_M.1.1","LuminalA1",NA
"G17.MAA000487.3_10_M.1.1","Basal",NA
"H19.MAA000487.3_10_M.1.1","Basal",NA
"I21.MAA000487.3_10_M.1.1","Basal",NA
"K1.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"L4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"M10.MAA000487.3_10_M.1.1","LuminalA2",NA
"N14.MAA000487.3_10_M.1.1","LuminalA1",NA
"A21.MAA000487.3_10_M.1.1","LuminalA1",NA
"C4.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"D9.MAA000487.3_10_M.1.1","LuminalA1",NA
"E12.MAA000487.3_10_M.1.1","LuminalA1",NA
"K2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"L5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"M11.MAA000487.3_10_M.1.1","LuminalA1",NA
"N15.MAA000487.3_10_M.1.1","Basal",NA
"B2.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"A22.MAA000487.3_10_M.1.1","Basal",NA
"C6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"D11.MAA000487.3_10_M.1.1","LuminalA1",NA
"C5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"D10.MAA000487.3_10_M.1.1","LuminalA1",NA
"E13.MAA000487.3_10_M.1.1","LuminalA1",NA
"F15.MAA000487.3_10_M.1.1","Basal",NA
"G18.MAA000487.3_10_M.1.1","LuminalA1",NA
"H20.MAA000487.3_10_M.1.1","LuminalA1",NA
"I22.MAA000487.3_10_M.1.1","Basal",NA
"E14.MAA000487.3_10_M.1.1","LuminalA1",NA
"N16.MAA000487.3_10_M.1.1","LuminalA1",NA
"B3.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"C8.MAA000487.3_10_M.1.1","LuminalA1",NA
"D12.MAA000487.3_10_M.1.1","LuminalA1",NA
"E15.MAA000487.3_10_M.1.1","LuminalA1",NA
"F17.MAA000487.3_10_M.1.1","Basal",NA
"F16.MAA000487.3_10_M.1.1","Basal",NA
"G20.MAA000487.3_10_M.1.1","LuminalA2",NA
"H22.MAA000487.3_10_M.1.1","Basal",NA
"G19.MAA000487.3_10_M.1.1","Basal",NA
"H21.MAA000487.3_10_M.1.1","Basal",NA
"J1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"K3.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"L6.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"M13.MAA000487.3_10_M.1.1","LuminalA1",NA
"J2.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"B4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"C9.MAA000487.3_10_M.1.1","LuminalA1",NA
"D13.MAA000487.3_10_M.1.1","LuminalA1",NA
"E16.MAA000487.3_10_M.1.1","LuminalA1",NA
"F18.MAA000487.3_10_M.1.1","Basal",NA
"G21.MAA000487.3_10_M.1.1","LuminalA2",NA
"I1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"J3.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"K4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"K5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"L9.MAA000487.3_10_M.1.1","LuminalA2",NA
"M15.MAA000487.3_10_M.1.1","LuminalA1",NA
"L7.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"M14.MAA000487.3_10_M.1.1","LuminalA1",NA
"N17.MAA000487.3_10_M.1.1","Basal",NA
"N18.MAA000487.3_10_M.1.1","Basal",NA
"F19.MAA000487.3_10_M.1.1","Basal",NA
"G22.MAA000487.3_10_M.1.1","Basal",NA
"I2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"J4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"K6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"L10.MAA000487.3_10_M.1.1","LuminalA1",NA
"M16.MAA000487.3_10_M.1.1","Basal",NA
"N19.MAA000487.3_10_M.1.1","Basal",NA
"A1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B6.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"B5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"C10.MAA000487.3_10_M.1.1","LuminalA1",NA
"D15.MAA000487.3_10_M.1.1","LuminalA1",NA
"E17.MAA000487.3_10_M.1.1","Basal",NA
"C11.MAA000487.3_10_M.1.1","LuminalA1",NA
"M17.MAA000487.3_10_M.1.1","LuminalB",NA
"N20.MAA000487.3_10_M.1.1","Basal",NA
"A2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"C12.MAA000487.3_10_M.1.1","LuminalA1",NA
"D17.MAA000487.3_10_M.1.1","Basal",NA
"E19.MAA000487.3_10_M.1.1","Basal",NA
"D16.MAA000487.3_10_M.1.1","Basal",NA
"F21.MAA000487.3_10_M.1.1","Basal",NA
"H2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"I4.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"E18.MAA000487.3_10_M.1.1","Basal",NA
"F20.MAA000487.3_10_M.1.1","Basal",NA
"H1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"I3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"J5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"K7.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"L11.MAA000487.3_10_M.1.1","LuminalA1",NA
"J6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B8.MAA000487.3_10_M.1.1","LuminalA1",NA
"C13.MAA000487.3_10_M.1.1","LuminalA1",NA
"D18.MAA000487.3_10_M.1.1","Basal",NA
"E20.MAA000487.3_10_M.1.1","LuminalA1",NA
"F22.MAA000487.3_10_M.1.1","Basal",NA
"H3.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"I5.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"J7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"K9.MAA000487.3_10_M.1.1","LuminalA1",NA
"K8.MAA000487.3_10_M.1.1","LuminalA1",NA
"L13.MAA000487.3_10_M.1.1","LuminalB",NA
"M19.MAA000487.3_10_M.1.1","Basal",NA
"N22.MAA000487.3_10_M.1.1","LuminalB",NA
"L12.MAA000487.3_10_M.1.1","LuminalA1",NA
"M18.MAA000487.3_10_M.1.1","Basal",NA
"N21.MAA000487.3_10_M.1.1","Basal",NA
"A3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"H4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"I6.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"J8.MAA000487.3_10_M.1.1","LuminalA1",NA
"K11.MAA000487.3_10_M.1.1","LuminalA1",NA
"L14.MAA000487.3_10_M.1.1","LuminalA1",NA
"M20.MAA000487.3_10_M.1.1","LuminalA2",NA
"O1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"A6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B10.MAA000487.3_10_M.1.1","LuminalA1",NA
"C15.MAA000487.3_10_M.1.1","LuminalA1",NA
"A4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B9.MAA000487.3_10_M.1.1","LuminalA1",NA
"C14.MAA000487.3_10_M.1.1","LuminalA1",NA
"D19.MAA000487.3_10_M.1.1","Basal",NA
"E21.MAA000487.3_10_M.1.1","Basal",NA
"G1.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"D20.MAA000487.3_10_M.1.1","Basal",NA
"O2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"A7.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B11.MAA000487.3_10_M.1.1","LuminalA1",NA
"C16.MAA000487.3_10_M.1.1","LuminalA1",NA
"D21.MAA000487.3_10_M.1.1","Basal",NA
"F1.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"G3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"E22.MAA000487.3_10_M.1.1","LuminalA2",NA
"H6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"I8.MAA000487.3_10_M.1.1","LuminalA1",NA
"J10.MAA000487.3_10_M.1.1","LuminalA1",NA
"G2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"H5.MAA000487.3_10_M.1.1","MesenchymalA1",NA
"I7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"J9.MAA000487.3_10_M.1.1","LuminalA2",NA
"K12.MAA000487.3_10_M.1.1","LuminalA1",NA
"L15.MAA000487.3_10_M.1.1","Basal",NA
"K13.MAA000487.3_10_M.1.1","LuminalA2",NA
"C17.MAA000487.3_10_M.1.1","LuminalA1",NA
"D22.MAA000487.3_10_M.1.1","LuminalA1",NA
"F2.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"G4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"H7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"I9.MAA000487.3_10_M.1.1","LuminalA1",NA
"J11.MAA000487.3_10_M.1.1","LuminalA1",NA
"K14.MAA000487.3_10_M.1.1","LuminalA1",NA
"L18.MAA000487.3_10_M.1.1","Basal",NA
"N2.MAA000487.3_10_M.1.1","LuminalA2",NA
"L17.MAA000487.3_10_M.1.1","Basal",NA
"O4.MAA000487.3_10_M.1.1","LuminalB",NA
"N1.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"O3.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"A8.MAA000487.3_10_M.1.1","LuminalA1",NA
"B12.MAA000487.3_10_M.1.1","LuminalA1",NA
"J12.MAA000487.3_10_M.1.1","LuminalA1",NA
"K15.MAA000487.3_10_M.1.1","LuminalB",NA
"L19.MAA000487.3_10_M.1.1","LuminalA1",NA
"N3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"O5.MAA000487.3_10_M.1.1","LuminalB",NA
"A10.MAA000487.3_10_M.1.1","LuminalA1",NA
"A9.MAA000487.3_10_M.1.1","LuminalA1",NA
"B15.MAA000487.3_10_M.1.1","Basal",NA
"C19.MAA000487.3_10_M.1.1","Basal",NA
"E2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"B13.MAA000487.3_10_M.1.1","LuminalA1",NA
"C18.MAA000487.3_10_M.1.1","Basal",NA
"E1.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"F3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"G5.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"H8.MAA000487.3_10_M.1.1","LuminalA1",NA
"I10.MAA000487.3_10_M.1.1","LuminalA1",NA
"F4.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"O6.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"A11.MAA000487.3_10_M.1.1","LuminalA1",NA
"B16.MAA000487.3_10_M.1.1","LuminalA1",NA
"C20.MAA000487.3_10_M.1.1","Basal",NA
"E3.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"F5.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"G6.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"G7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"H10.MAA000487.3_10_M.1.1","LuminalA1",NA
"I12.MAA000487.3_10_M.1.1","LuminalA1",NA
"H9.MAA000487.3_10_M.1.1","LuminalA1",NA
"I11.MAA000487.3_10_M.1.1","LuminalA1",NA
"J13.MAA000487.3_10_M.1.1","LuminalA1",NA
"K16.MAA000487.3_10_M.1.1","Basal",NA
"L20.MAA000487.3_10_M.1.1","LuminalA2",NA
"N4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"J14.MAA000487.3_10_M.1.1","LuminalA1",NA
"A12.MAA000487.3_10_M.1.1","LuminalA1",NA
"B17.MAA000487.3_10_M.1.1","Basal",NA
"C21.MAA000487.3_10_M.1.1","Basal",NA
"E4.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"F6.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"G8.MAA000487.3_10_M.1.1","LuminalA1",NA
"H11.MAA000487.3_10_M.1.1","LuminalA1",NA
"I13.MAA000487.3_10_M.1.1","LuminalA1",NA
"K17.MAA000487.3_10_M.1.1","Basal",NA
"J15.MAA000487.3_10_M.1.1","Basal",NA
"K18.MAA000487.3_10_M.1.1","Basal",NA
"L21.MAA000487.3_10_M.1.1","LuminalA2",NA
"N5.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"O7.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"L22.MAA000487.3_10_M.1.1","Basal",NA
"E5.MAA000487.3_10_M.1.1","MesenchymalA2",NA
"F7.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"G9.MAA000487.3_10_M.1.1","LuminalA1",NA
"H12.MAA000487.3_10_M.1.1","LuminalA1",NA
"I14.MAA000487.3_10_M.1.1","LuminalA2",NA
"J16.MAA000487.3_10_M.1.1","Basal",NA
"K19.MAA000487.3_10_M.1.1","Basal",NA
"M1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"N7.MAA000487.3_10_M.1.1","MesenchymalB2",NA
"O9.MAA000487.3_10_M.1.1","LuminalA1",NA
"N6.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"O8.MAA000487.3_10_M.1.1","LuminalA1",NA
"A13.MAA000487.3_10_M.1.1","LuminalA1",NA
"B18.MAA000487.3_10_M.1.1","Basal",NA
"D1.MAA000487.3_10_M.1.1","MesenchymalB1",NA
"A14.MAA000487.3_10_M.1.1","Basal",NA
"K20.MAA000487.3_10_M.1.1","LuminalB",NA
"M2.MAA000487.3_10_M.1.1","MesenchymalB1",NA
