"","annotation","subannotation"
"A4.D041914.3_8_M.1.1","MesenchymalA1",NA
"B8.D041914.3_8_M.1.1","MesenchymalA2",NA
"C10.D041914.3_8_M.1.1","MesenchymalA2",NA
"D13.D041914.3_8_M.1.1","MesenchymalA2",NA
"E17.D041914.3_8_M.1.1","LuminalB",NA
"C11.D041914.3_8_M.1.1","MesenchymalA1",NA
"D14.D041914.3_8_M.1.1","MesenchymalA2",NA
"E18.D041914.3_8_M.1.1","LuminalB",NA
"A5.D041914.3_8_M.1.1","MesenchymalA1",NA
"B9.D041914.3_8_M.1.1","MesenchymalA1",NA
"A7.D041914.3_8_M.1.1","MesenchymalA1",NA
"B11.D041914.3_8_M.1.1","MesenchymalA2",NA
"C13.D041914.3_8_M.1.1","MesenchymalA2",NA
"A6.D041914.3_8_M.1.1","MesenchymalA1",NA
"B10.D041914.3_8_M.1.1","MesenchymalA2",NA
"C12.D041914.3_8_M.1.1","MesenchymalA2",NA
"D16.D041914.3_8_M.1.1","LuminalA2",NA
"E19.D041914.3_8_M.1.1","LuminalA2",NA
"A8.D041914.3_8_M.1.1","MesenchymalA2",NA
"B12.D041914.3_8_M.1.1","MesenchymalA2",NA
"C14.D041914.3_8_M.1.1","MesenchymalA1",NA
"D18.D041914.3_8_M.1.1","LuminalA2",NA
"E22.D041914.3_8_M.1.1","LuminalB",NA
"E21.D041914.3_8_M.1.1","LuminalB",NA
"C15.D041914.3_8_M.1.1","LuminalA2",NA
"D19.D041914.3_8_M.1.1","LuminalB",NA
"F1.D041914.3_8_M.1.1","MesenchymalA1",NA
"A9.D041914.3_8_M.1.1","MesenchymalA2",NA
"B13.D041914.3_8_M.1.1","MesenchymalA2",NA
"A11.D041914.3_8_M.1.1","MesenchymalA2",NA
"A10.D041914.3_8_M.1.1","MesenchymalA1",NA
"B14.D041914.3_8_M.1.1","MesenchymalA2",NA
"C16.D041914.3_8_M.1.1","LuminalB",NA
"D20.D041914.3_8_M.1.1","LuminalA2",NA
"F2.D041914.3_8_M.1.1","MesenchymalA2",NA
"B15.D041914.3_8_M.1.1","LuminalB",NA
"K6.D041914.3_8_M.1.1","MesenchymalA2",NA
"L8.D041914.3_8_M.1.1","MesenchymalA2",NA
"M11.D041914.3_8_M.1.1","MesenchymalA1",NA
"N14.D041914.3_8_M.1.1","MesenchymalA2",NA
"O17.D041914.3_8_M.1.1","LuminalB",NA
"P22.D041914.3_8_M.1.1","LuminalB",NA
"C17.D041914.3_8_M.1.1","LuminalA2",NA
"D21.D041914.3_8_M.1.1","LuminalB",NA
"G8.D041914.3_8_M.1.1","MesenchymalA1",NA
"H19.D041914.3_8_M.1.1","LuminalA2",NA
"J2.D041914.3_8_M.1.1","MesenchymalA1",NA
"G9.D041914.3_8_M.1.1","MesenchymalA2",NA
"F6.D041914.3_8_M.1.1","MesenchymalA2",NA
"G13.D041914.3_8_M.1.1","MesenchymalA1",NA
"H20.D041914.3_8_M.1.1","LuminalA2",NA
"J3.D041914.3_8_M.1.1","MesenchymalA1",NA
"K7.D041914.3_8_M.1.1","MesenchymalA1",NA
"L9.D041914.3_8_M.1.1","MesenchymalA2",NA
"M12.D041914.3_8_M.1.1","MesenchymalA2",NA
"N15.D041914.3_8_M.1.1","LuminalA2",NA
"O18.D041914.3_8_M.1.1","LuminalA2",NA
"H21.D041914.3_8_M.1.1","LuminalA2",NA
"J4.D041914.3_8_M.1.1","MesenchymalA1",NA
"F7.D041914.3_8_M.1.1","MesenchymalA1",NA
"G14.D041914.3_8_M.1.1","MesenchymalA2",NA
"K8.D041914.3_8_M.1.1","MesenchymalA2",NA
"L10.D041914.3_8_M.1.1","MesenchymalA2",NA
"M13.D041914.3_8_M.1.1","MesenchymalA1",NA
"N16.D041914.3_8_M.1.1","LuminalA2",NA
"O20.D041914.3_8_M.1.1","LuminalB",NA
"H22.D041914.3_8_M.1.1","LuminalB",NA
"F8.D041914.3_8_M.1.1","MesenchymalA2",NA
"G15.D041914.3_8_M.1.1","LuminalA2",NA
"J5.D041914.3_8_M.1.1","MesenchymalB2",NA
"I1.D041914.3_8_M.1.1","MesenchymalA1",NA
"J6.D041914.3_8_M.1.1","MesenchymalA2",NA
"K10.D041914.3_8_M.1.1","MesenchymalA2",NA
"K9.D041914.3_8_M.1.1","MesenchymalA2",NA
"L11.D041914.3_8_M.1.1","MesenchymalA1",NA
"M14.D041914.3_8_M.1.1","MesenchymalA2",NA
"O22.D041914.3_8_M.1.1","LuminalB",NA
"L12.D041914.3_8_M.1.1","MesenchymalA1",NA
"F10.D041914.3_8_M.1.1","MesenchymalA2",NA
"G16.D041914.3_8_M.1.1","LuminalB",NA
"I2.D041914.3_8_M.1.1","MesenchymalA1",NA
"J7.D041914.3_8_M.1.1","MesenchymalA1",NA
"K11.D041914.3_8_M.1.1","MesenchymalA2",NA
"L13.D041914.3_8_M.1.1","MesenchymalA2",NA
"M15.D041914.3_8_M.1.1","LuminalA2",NA
"M16.D041914.3_8_M.1.1","LuminalA2",NA
"N19.D041914.3_8_M.1.1","LuminalA2",NA
"N18.D041914.3_8_M.1.1","LuminalA2",NA
"P1.D041914.3_8_M.1.1","MesenchymalA1",NA
"I3.D041914.3_8_M.1.1","MesenchymalA2",NA
"J8.D041914.3_8_M.1.1","MesenchymalA2",NA
"K12.D041914.3_8_M.1.1","MesenchymalA2",NA
"L14.D041914.3_8_M.1.1","MesenchymalA2",NA
"M17.D041914.3_8_M.1.1","LuminalA2",NA
"N21.D041914.3_8_M.1.1","LuminalB",NA
"P3.D041914.3_8_M.1.1","MesenchymalA1",NA
"F11.D041914.3_8_M.1.1","MesenchymalA2",NA
"G17.D041914.3_8_M.1.1","LuminalA2",NA
"P4.D041914.3_8_M.1.1","MesenchymalA1",NA
"F14.D041914.3_8_M.1.1","MesenchymalA1",NA
"G19.D041914.3_8_M.1.1","LuminalB",NA
"F12.D041914.3_8_M.1.1","MesenchymalA1",NA
"I5.D041914.3_8_M.1.1","MesenchymalA1",NA
"J10.D041914.3_8_M.1.1","MesenchymalA2",NA
"K14.D041914.3_8_M.1.1","MesenchymalA2",NA
"G18.D041914.3_8_M.1.1","LuminalB",NA
"I4.D041914.3_8_M.1.1","MesenchymalA2",NA
"J9.D041914.3_8_M.1.1","MesenchymalA2",NA
"K13.D041914.3_8_M.1.1","MesenchymalA2",NA
"L15.D041914.3_8_M.1.1","LuminalB",NA
"M18.D041914.3_8_M.1.1","LuminalA2",NA
"N22.D041914.3_8_M.1.1","LuminalB",NA
"L16.D041914.3_8_M.1.1","LuminalB",NA
"F15.D041914.3_8_M.1.1","LuminalA2",NA
"G20.D041914.3_8_M.1.1","LuminalB",NA
"I6.D041914.3_8_M.1.1","MesenchymalA1",NA
"J11.D041914.3_8_M.1.1","MesenchymalA2",NA
"K15.D041914.3_8_M.1.1","LuminalA2",NA
"L17.D041914.3_8_M.1.1","LuminalA2",NA
"M20.D041914.3_8_M.1.1","LuminalA2",NA
"M19.D041914.3_8_M.1.1","LuminalA2",NA
"O2.D041914.3_8_M.1.1","MesenchymalA2",NA
"P6.D041914.3_8_M.1.1","MesenchymalA1",NA
"O1.D041914.3_8_M.1.1","MesenchymalA1",NA
"P5.D041914.3_8_M.1.1","MesenchymalA1",NA
"I7.D041914.3_8_M.1.1","MesenchymalA1",NA
"J13.D041914.3_8_M.1.1","MesenchymalA1",NA
"L18.D041914.3_8_M.1.1","LuminalA2",NA
"M21.D041914.3_8_M.1.1","LuminalA2",NA
"O3.D041914.3_8_M.1.1","MesenchymalA1",NA
"P7.D041914.3_8_M.1.1","MesenchymalA2",NA
"F16.D041914.3_8_M.1.1","LuminalA2",NA
"G21.D041914.3_8_M.1.1","LuminalB",NA
"O4.D041914.3_8_M.1.1","MesenchymalA1",NA
"P8.D041914.3_8_M.1.1","MesenchymalA1",NA
"F18.D041914.3_8_M.1.1","LuminalA2",NA
"H1.D041914.3_8_M.1.1","MesenchymalA1",NA
"F17.D041914.3_8_M.1.1","LuminalA2",NA
"G22.D041914.3_8_M.1.1","LuminalB",NA
"I8.D041914.3_8_M.1.1","MesenchymalA2",NA
"J14.D041914.3_8_M.1.1","MesenchymalA2",NA
"K17.D041914.3_8_M.1.1","LuminalA2",NA
"L19.D041914.3_8_M.1.1","LuminalB",NA
"M22.D041914.3_8_M.1.1","LuminalA2",NA
"I9.D041914.3_8_M.1.1","MesenchymalA2",NA
"F19.D041914.3_8_M.1.1","LuminalA2",NA
"H2.D041914.3_8_M.1.1","MesenchymalA1",NA
"I13.D041914.3_8_M.1.1","MesenchymalA2",NA
"J16.D041914.3_8_M.1.1","LuminalA2",NA
"K19.D041914.3_8_M.1.1","LuminalA2",NA
"L21.D041914.3_8_M.1.1","LuminalB",NA
"N2.D041914.3_8_M.1.1","MesenchymalA1",NA
"K18.D041914.3_8_M.1.1","LuminalA2",NA
"L20.D041914.3_8_M.1.1","LuminalB",NA
"N1.D041914.3_8_M.1.1","MesenchymalA1",NA
"O5.D041914.3_8_M.1.1","MesenchymalA1",NA
"P10.D041914.3_8_M.1.1","MesenchymalA2",NA
"F20.D041914.3_8_M.1.1","LuminalB",NA
"H4.D041914.3_8_M.1.1","MesenchymalA1",NA
"I14.D041914.3_8_M.1.1","MesenchymalB1",NA
"J18.D041914.3_8_M.1.1","LuminalA2",NA
"K20.D041914.3_8_M.1.1","LuminalA2",NA
"L22.D041914.3_8_M.1.1","LuminalA2",NA
"N3.D041914.3_8_M.1.1","MesenchymalA1",NA
"O7.D041914.3_8_M.1.1","MesenchymalA1",NA
"P12.D041914.3_8_M.1.1","MesenchymalA2",NA
"O6.D041914.3_8_M.1.1","MesenchymalA1",NA
"P11.D041914.3_8_M.1.1","MesenchymalA2",NA
"H5.D041914.3_8_M.1.1","MesenchymalA1",NA
"I15.D041914.3_8_M.1.1","LuminalA2",NA
"J19.D041914.3_8_M.1.1","LuminalA2",NA
"K21.D041914.3_8_M.1.1","LuminalA2",NA
"M1.D041914.3_8_M.1.1","MesenchymalA1",NA
"N4.D041914.3_8_M.1.1","MesenchymalA1",NA
"O8.D041914.3_8_M.1.1","MesenchymalA2",NA
"P13.D041914.3_8_M.1.1","MesenchymalA2",NA
"F21.D041914.3_8_M.1.1","LuminalA2",NA
"I16.D041914.3_8_M.1.1","LuminalA2",NA
"J20.D041914.3_8_M.1.1","LuminalB",NA
"K22.D041914.3_8_M.1.1","LuminalA2",NA
"M2.D041914.3_8_M.1.1","MesenchymalA1",NA
"N6.D041914.3_8_M.1.1","MesenchymalA1",NA
"O9.D041914.3_8_M.1.1","MesenchymalA2",NA
"P14.D041914.3_8_M.1.1","MesenchymalA2",NA
"F22.D041914.3_8_M.1.1","LuminalB",NA
"H6.D041914.3_8_M.1.1","MesenchymalA1",NA
"O10.D041914.3_8_M.1.1","MesenchymalA2",NA
"P15.D041914.3_8_M.1.1","LuminalB",NA
"G2.D041914.3_8_M.1.1","MesenchymalA2",NA
"G1.D041914.3_8_M.1.1","MesenchymalA2",NA
"H7.D041914.3_8_M.1.1","MesenchymalA1",NA
"I17.D041914.3_8_M.1.1","LuminalA2",NA
"J21.D041914.3_8_M.1.1","LuminalB",NA
"L1.D041914.3_8_M.1.1","MesenchymalA1",NA
"M3.D041914.3_8_M.1.1","MesenchymalA1",NA
"N7.D041914.3_8_M.1.1","MesenchymalA1",NA
"H8.D041914.3_8_M.1.1","MesenchymalA2",NA
"G3.D041914.3_8_M.1.1","MesenchymalA1",NA
"H9.D041914.3_8_M.1.1","MesenchymalA1",NA
"I19.D041914.3_8_M.1.1","LuminalA2",NA
"I18.D041914.3_8_M.1.1","LuminalA2",NA
"K1.D041914.3_8_M.1.1","MesenchymalA1",NA
"L3.D041914.3_8_M.1.1","MesenchymalA2",NA
"M5.D041914.3_8_M.1.1","MesenchymalA1",NA
"J22.D041914.3_8_M.1.1","LuminalB",NA
"L2.D041914.3_8_M.1.1","MesenchymalA2",NA
"M4.D041914.3_8_M.1.1","MesenchymalA1",NA
"N8.D041914.3_8_M.1.1","MesenchymalA2",NA
"O11.D041914.3_8_M.1.1","MesenchymalA2",NA
"P16.D041914.3_8_M.1.1","LuminalB",NA
"N9.D041914.3_8_M.1.1","MesenchymalA2",NA
"G4.D041914.3_8_M.1.1","MesenchymalA1",NA
"H10.D041914.3_8_M.1.1","MesenchymalA2",NA
"I20.D041914.3_8_M.1.1","LuminalA1",NA
"K2.D041914.3_8_M.1.1","LuminalA2",NA
"L4.D041914.3_8_M.1.1","MesenchymalA1",NA
"O12.D041914.3_8_M.1.1","MesenchymalA2",NA
"M6.D041914.3_8_M.1.1","MesenchymalA1",NA
"N10.D041914.3_8_M.1.1","MesenchymalA2",NA
"O13.D041914.3_8_M.1.1","MesenchymalA2",NA
"P17.D041914.3_8_M.1.1","LuminalB",NA
"P18.D041914.3_8_M.1.1","LuminalA2",NA
"H15.D041914.3_8_M.1.1","LuminalA2",NA
"I21.D041914.3_8_M.1.1","LuminalA2",NA
"K3.D041914.3_8_M.1.1","MesenchymalA1",NA
"L5.D041914.3_8_M.1.1","MesenchymalA1",NA
"M7.D041914.3_8_M.1.1","MesenchymalA1",NA
"N11.D041914.3_8_M.1.1","MesenchymalA2",NA
"O14.D041914.3_8_M.1.1","MesenchymalA2",NA
"P19.D041914.3_8_M.1.1","LuminalB",NA
"G5.D041914.3_8_M.1.1","MesenchymalA1",NA
"M8.D041914.3_8_M.1.1","MesenchymalA2",NA
"N12.D041914.3_8_M.1.1","MesenchymalA2",NA
"O15.D041914.3_8_M.1.1","LuminalB",NA
"P20.D041914.3_8_M.1.1","LuminalB",NA
"G6.D041914.3_8_M.1.1","MesenchymalA2",NA
"H16.D041914.3_8_M.1.1","LuminalA2",NA
"I22.D041914.3_8_M.1.1","LuminalB",NA
"K4.D041914.3_8_M.1.1","MesenchymalA2",NA
"L6.D041914.3_8_M.1.1","MesenchymalA1",NA
"M10.D041914.3_8_M.1.1","MesenchymalA2",NA
"N13.D041914.3_8_M.1.1","MesenchymalA2",NA
"O16.D041914.3_8_M.1.1","LuminalB",NA
"P21.D041914.3_8_M.1.1","LuminalA2",NA
"G7.D041914.3_8_M.1.1","MesenchymalA2",NA
"H18.D041914.3_8_M.1.1","LuminalA2",NA
"J1.D041914.3_8_M.1.1","MesenchymalA1",NA
"K5.D041914.3_8_M.1.1","MesenchymalA1",NA
"L7.D041914.3_8_M.1.1","MesenchymalA2",NA
"A4.D042253.3_9_M.1.1","MesenchymalB2",NA
"B6.D042253.3_9_M.1.1","MesenchymalA2",NA
"C8.D042253.3_9_M.1.1","MesenchymalB1",NA
"D10.D042253.3_9_M.1.1","MesenchymalB1",NA
"E12.D042253.3_9_M.1.1","MesenchymalB1",NA
"F14.D042253.3_9_M.1.1","MesenchymalB1",NA
"M8.D042253.3_9_M.1.1","MesenchymalB2",NA
"G18.D042253.3_9_M.1.1","LuminalA1",NA
"H20.D042253.3_9_M.1.1","Basal",NA
"J1.D042253.3_9_M.1.1","MesenchymalB2",NA
"K4.D042253.3_9_M.1.1","MesenchymalB2",NA
"A5.D042253.3_9_M.1.1","MesenchymalB2",NA
"F15.D042253.3_9_M.1.1","LuminalA1",NA
"G19.D042253.3_9_M.1.1","LuminalA1",NA
"H21.D042253.3_9_M.1.1","LuminalA1",NA
"J2.D042253.3_9_M.1.1","MesenchymalB1",NA
"B7.D042253.3_9_M.1.1","MesenchymalB2",NA
"K5.D042253.3_9_M.1.1","MesenchymalB2",NA
"L7.D042253.3_9_M.1.1","MesenchymalB2",NA
"M9.D042253.3_9_M.1.1","MesenchymalB1",NA
"C9.D042253.3_9_M.1.1","MesenchymalB1",NA
"D11.D042253.3_9_M.1.1","MesenchymalB1",NA
"E13.D042253.3_9_M.1.1","MesenchymalB1",NA
"F16.D042253.3_9_M.1.1","Basal",NA
"G20.D042253.3_9_M.1.1","Basal",NA
"H22.D042253.3_9_M.1.1","Basal",NA
"J3.D042253.3_9_M.1.1","MesenchymalB2",NA
"K6.D042253.3_9_M.1.1","MesenchymalB2",NA
"A6.D042253.3_9_M.1.1","MesenchymalB2",NA
"B8.D042253.3_9_M.1.1","MesenchymalB1",NA
"C10.D042253.3_9_M.1.1","MesenchymalB1",NA
"D12.D042253.3_9_M.1.1","MesenchymalB1",NA
"E14.D042253.3_9_M.1.1","MesenchymalB2",NA
"L8.D042253.3_9_M.1.1","MesenchymalB1",NA
"M10.D042253.3_9_M.1.1","MesenchymalB2",NA
"A7.D042253.3_9_M.1.1","MesenchymalB2",NA
"G21.D042253.3_9_M.1.1","LuminalA1",NA
"I1.D042253.3_9_M.1.1","MesenchymalB2",NA
"B9.D042253.3_9_M.1.1","MesenchymalB1",NA
"J4.D042253.3_9_M.1.1","MesenchymalB2",NA
"K7.D042253.3_9_M.1.1","MesenchymalB2",NA
"C11.D042253.3_9_M.1.1","MesenchymalA2",NA
"D13.D042253.3_9_M.1.1","MesenchymalB1",NA
"E15.D042253.3_9_M.1.1","LuminalA1",NA
"F17.D042253.3_9_M.1.1","LuminalA1",NA
"L9.D042253.3_9_M.1.1","MesenchymalB1",NA
"D14.D042253.3_9_M.1.1","MesenchymalB1",NA
"E16.D042253.3_9_M.1.1","LuminalA1",NA
"F18.D042253.3_9_M.1.1","Basal",NA
"G22.D042253.3_9_M.1.1","LuminalA1",NA
"I2.D042253.3_9_M.1.1","MesenchymalB2",NA
"M11.D042253.3_9_M.1.1","MesenchymalB1",NA
"J5.D042253.3_9_M.1.1","MesenchymalB2",NA
"K8.D042253.3_9_M.1.1","MesenchymalB1",NA
"L10.D042253.3_9_M.1.1","MesenchymalB2",NA
"A8.D042253.3_9_M.1.1","MesenchymalB1",NA
"B10.D042253.3_9_M.1.1","MesenchymalB2",NA
"C12.D042253.3_9_M.1.1","MesenchymalB1",NA
"M12.D042253.3_9_M.1.1","MesenchymalB1",NA
"E17.D042253.3_9_M.1.1","LuminalA1",NA
"F19.D042253.3_9_M.1.1","LuminalA1",NA
"H1.D042253.3_9_M.1.1","MesenchymalB1",NA
"I3.D042253.3_9_M.1.1","MesenchymalB1",NA
"J6.D042253.3_9_M.1.1","MesenchymalB2",NA
"K9.D042253.3_9_M.1.1","MesenchymalB1",NA
"L11.D042253.3_9_M.1.1","MesenchymalB1",NA
"M13.D042253.3_9_M.1.1","MesenchymalB1",NA
"A9.D042253.3_9_M.1.1","MesenchymalB1",NA
"B11.D042253.3_9_M.1.1","MesenchymalB1",NA
"C13.D042253.3_9_M.1.1","MesenchymalB1",NA
"D15.D042253.3_9_M.1.1","LuminalA1",NA
"J7.D042253.3_9_M.1.1","MesenchymalB2",NA
"K10.D042253.3_9_M.1.1","MesenchymalB1",NA
"L12.D042253.3_9_M.1.1","MesenchymalB2",NA
"M14.D042253.3_9_M.1.1","MesenchymalB1",NA
"A11.D042253.3_9_M.1.1","MesenchymalB1",NA
"B13.D042253.3_9_M.1.1","MesenchymalB2",NA
"A10.D042253.3_9_M.1.1","MesenchymalB1",NA
"C15.D042253.3_9_M.1.1","LuminalA1",NA
"D17.D042253.3_9_M.1.1","LuminalA1",NA
"E19.D042253.3_9_M.1.1","LuminalA1",NA
"B12.D042253.3_9_M.1.1","LuminalA2",NA
"C14.D042253.3_9_M.1.1","MesenchymalB2",NA
"D16.D042253.3_9_M.1.1","LuminalA1",NA
"E18.D042253.3_9_M.1.1","LuminalA1",NA
"F20.D042253.3_9_M.1.1","LuminalA1",NA
"H2.D042253.3_9_M.1.1","MesenchymalB2",NA
"I4.D042253.3_9_M.1.1","MesenchymalB2",NA
"F21.D042253.3_9_M.1.1","LuminalA1",NA
"A12.D042253.3_9_M.1.1","MesenchymalB2",NA
"B14.D042253.3_9_M.1.1","MesenchymalB1",NA
"C16.D042253.3_9_M.1.1","Basal",NA
"D18.D042253.3_9_M.1.1","LuminalA1",NA
"E20.D042253.3_9_M.1.1","LuminalA1",NA
"G1.D042253.3_9_M.1.1","MesenchymalB2",NA
"H4.D042253.3_9_M.1.1","MesenchymalB1",NA
"I6.D042253.3_9_M.1.1","MesenchymalB2",NA
"H3.D042253.3_9_M.1.1","MesenchymalB1",NA
"J9.D042253.3_9_M.1.1","MesenchymalB1",NA
"K12.D042253.3_9_M.1.1","MesenchymalB1",NA
"L14.D042253.3_9_M.1.1","MesenchymalB2",NA
"I5.D042253.3_9_M.1.1","MesenchymalB2",NA
"J8.D042253.3_9_M.1.1","MesenchymalB1",NA
"K11.D042253.3_9_M.1.1","MesenchymalB1",NA
"L13.D042253.3_9_M.1.1","MesenchymalB1",NA
"M15.D042253.3_9_M.1.1","LuminalA1",NA
"M16.D042253.3_9_M.1.1","LuminalA1",NA
"E21.D042253.3_9_M.1.1","LuminalA1",NA
"G2.D042253.3_9_M.1.1","MesenchymalB1",NA
"H5.D042253.3_9_M.1.1","MesenchymalB2",NA
"J10.D042253.3_9_M.1.1","MesenchymalB1",NA
"K13.D042253.3_9_M.1.1","MesenchymalB1",NA
"L15.D042253.3_9_M.1.1","LuminalA1",NA
"M17.D042253.3_9_M.1.1","LuminalA1",NA
"A14.D042253.3_9_M.1.1","MesenchymalB2",NA
"A13.D042253.3_9_M.1.1","MesenchymalB2",NA
"B15.D042253.3_9_M.1.1","LuminalA1",NA
"C17.D042253.3_9_M.1.1","Basal",NA
"D19.D042253.3_9_M.1.1","LuminalA1",NA
"B16.D042253.3_9_M.1.1","LuminalA1",NA
"L16.D042253.3_9_M.1.1","LuminalA1",NA
"M18.D042253.3_9_M.1.1","LuminalA1",NA
"A15.D042253.3_9_M.1.1","LuminalA1",NA
"B17.D042253.3_9_M.1.1","Basal",NA
"C19.D042253.3_9_M.1.1","LuminalA1",NA
"D21.D042253.3_9_M.1.1","LuminalA2",NA
"C18.D042253.3_9_M.1.1","Basal",NA
"F1.D042253.3_9_M.1.1","MesenchymalB2",NA
"G5.D042253.3_9_M.1.1","MesenchymalB2",NA
"H7.D042253.3_9_M.1.1","MesenchymalB2",NA
"D20.D042253.3_9_M.1.1","Basal",NA
"E22.D042253.3_9_M.1.1","LuminalA1",NA
"G3.D042253.3_9_M.1.1","MesenchymalB2",NA
"H6.D042253.3_9_M.1.1","MesenchymalB2",NA
"I8.D042253.3_9_M.1.1","MesenchymalB1",NA
"J11.D042253.3_9_M.1.1","MesenchymalB1",NA
"K14.D042253.3_9_M.1.1","MesenchymalB1",NA
"I9.D042253.3_9_M.1.1","MesenchymalB1",NA
"A16.D042253.3_9_M.1.1","LuminalA1",NA
"B18.D042253.3_9_M.1.1","LuminalA1",NA
"C20.D042253.3_9_M.1.1","LuminalA1",NA
"D22.D042253.3_9_M.1.1","LuminalA2",NA
"F2.D042253.3_9_M.1.1","MesenchymalB1",NA
"G6.D042253.3_9_M.1.1","MesenchymalB2",NA
"H8.D042253.3_9_M.1.1","MesenchymalB1",NA
"I10.D042253.3_9_M.1.1","MesenchymalB1",NA
"J13.D042253.3_9_M.1.1","MesenchymalB1",NA
"K16.D042253.3_9_M.1.1","LuminalA1",NA
"J12.D042253.3_9_M.1.1","MesenchymalB2",NA
"L18.D042253.3_9_M.1.1","LuminalA1",NA
"M20.D042253.3_9_M.1.1","Basal",NA
"K15.D042253.3_9_M.1.1","LuminalA1",NA
"L17.D042253.3_9_M.1.1","LuminalA1",NA
"M19.D042253.3_9_M.1.1","LuminalA1",NA
"H9.D042253.3_9_M.1.1","MesenchymalB1",NA
"I11.D042253.3_9_M.1.1","MesenchymalB1",NA
"J14.D042253.3_9_M.1.1","MesenchymalB1",NA
"K17.D042253.3_9_M.1.1","LuminalA2",NA
"L19.D042253.3_9_M.1.1","Basal",NA
"M21.D042253.3_9_M.1.1","LuminalA2",NA
"A18.D042253.3_9_M.1.1","LuminalA1",NA
"B20.D042253.3_9_M.1.1","LuminalB",NA
"A17.D042253.3_9_M.1.1","Basal",NA
"B19.D042253.3_9_M.1.1","LuminalA1",NA
