"","plate.barcode","annotation","subannotation"
"M3.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"P9.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"K12.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"K14.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"A12.B001717.3_38_F.1.1","B001717","Immune cells",NA
"B15.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"D5.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"F2.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"A13.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"D7.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"F3.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"A14.B001717.3_38_F.1.1","B001717","Immune cells",NA
"I17.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"H7.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"K18.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"O6.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"K20.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"A15.B001717.3_38_F.1.1","B001717","proximal tubule cells 2",NA
"B19.B001717.3_38_F.1.1","B001717","proximal tubule cells 2",NA
"M7.B001717.3_38_F.1.1","B001717","Immune cells",NA
"D9.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"O7.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"H8.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"K22.B001717.3_38_F.1.1","B001717","proximal tubule cells 2",NA
"O8.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"M14.B001717.3_38_F.1.1","B001717","Thick Ascending tubule cells",NA
"O9.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"D10.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"H9.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"J2.B001717.3_38_F.1.1","B001717","Immune cells",NA
"J3.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"L2.B001717.3_38_F.1.1","B001717","Thick Ascending tubule cells",NA
"M16.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"B21.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"F12.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"H12.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"L3.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"D12.B001717.3_38_F.1.1","B001717","Thick Ascending tubule cells",NA
"F15.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"M20.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"C1.B001717.3_38_F.1.1","B001717","Immune cells",NA
"D13.B001717.3_38_F.1.1","B001717","Thick Ascending tubule cells",NA
"F18.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"H14.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"F21.B001717.3_38_F.1.1","B001717","Thick Ascending tubule cells",NA
"H15.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"J6.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"L5.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"N1.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"O14.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"P20.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"L6.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"A22.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"D15.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"H16.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"N3.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"O17.B001717.3_38_F.1.1","B001717","Collecting duct cells ",NA
"P22.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"B1.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"D17.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"H17.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"O18.B001717.3_38_F.1.1","B001717","proximal tubule cells 2",NA
"B2.B001717.3_38_F.1.1","B001717","proximal tubule cells 2",NA
"H18.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"J12.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"B3.B001717.3_38_F.1.1","B001717","Immune cells",NA
"C7.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"G4.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"L10.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"A1.B001717.3_38_F.1.1","B001717","Immune cells",NA
"B4.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"C9.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"G5.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"J19.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"L11.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"N8.B001717.3_38_F.1.1","B001717","Proximal tubule cells",NA
"G8.B001717.3_38_F.1.1","B001717","Thick Ascending tubule cells",NA
"I1.B001717.3_38_F.1.1","B001717","Endothelial cells",NA
"L12.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"A2.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"E2.B001717.3_38_F.1.1","B001717","Fenestrated capillaries",NA
"N9.B001717.3_38_F.1.1","B001717","Proximal tubule cells 4",NA
"P1.B001717.3_38_F.1.1","B001717","Fibroblasts",NA
"F9.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"J8.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"C20.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"F17.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"J17.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"D2.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"F18.B002775.3_39_F.1.1","B002775","Proximal tubule cells",NA
"B3.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"D4.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"G1.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"K2.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"D6.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"A2.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"G7.B002775.3_39_F.1.1","B002775","Immune cells",NA
"K6.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"D10.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"G9.B002775.3_39_F.1.1","B002775","proximal tubule cells 2",NA
"K10.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"D11.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"G13.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"A6.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"D14.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"K11.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"A7.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"B15.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"D21.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"K17.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"A9.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"D22.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"K20.B002775.3_39_F.1.1","B002775","proximal tubule cells 2",NA
"A10.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"B18.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"E1.B002775.3_39_F.1.1","B002775","Proximal tubule cells",NA
"H4.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"E2.B002775.3_39_F.1.1","B002775","proximal tubule cells 2",NA
"A14.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"I2.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"L2.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"I3.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"L3.B002775.3_39_F.1.1","B002775","Proximal tubule cells",NA
"A15.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"E16.B002775.3_39_F.1.1","B002775","Proximal tubule cells",NA
"C2.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"E21.B002775.3_39_F.1.1","B002775","proximal tubule cells 2",NA
"I15.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"C4.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"F1.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"F2.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"N9.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"L8.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"L10.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"N14.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"P11.B002775.3_39_F.1.1","B002775","Proximal tubule cells",NA
"L17.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"N20.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"P12.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"N22.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"L22.B002775.3_39_F.1.1","B002775","Immune cells",NA
"O2.B002775.3_39_F.1.1","B002775","Fibroblasts",NA
"P19.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"P21.B002775.3_39_F.1.1","B002775","Endothelial cells",NA
"O7.B002775.3_39_F.1.1","B002775","proximal tubule cells 2",NA
"M13.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"O8.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"M19.B002775.3_39_F.1.1","B002775","Collecting duct cells ",NA
"M20.B002775.3_39_F.1.1","B002775","Proximal tubule cells 4",NA
"O20.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"O22.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
"N4.B002775.3_39_F.1.1","B002775","Proximal tubule cells",NA
"P3.B002775.3_39_F.1.1","B002775","Thick Ascending tubule cells",NA
"N7.B002775.3_39_F.1.1","B002775","Fenestrated capillaries",NA
