"","annotation","subannotation"
"I22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K9.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D8.MAA000496.3_10_M.1.1","Epcam","Krt5"
"G10.MAA000496.3_10_M.1.1","Ptprc",NA
"H16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C3.MAA000496.3_10_M.1.1","Epcam","Krt5"
"F2.MAA000496.3_10_M.1.1","Pecam1",NA
"G11.MAA000496.3_10_M.1.1","Pecam1",NA
"H17.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D9.MAA000496.3_10_M.1.1","Pdgfrb",NA
"G12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H18.MAA000496.3_10_M.1.1","Pecam1",NA
"J6.MAA000496.3_10_M.1.1","Ptprc",NA
"K12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F3.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B3.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F4.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"G14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H20.MAA000496.3_10_M.1.1","Ptprc",NA
"J7.MAA000496.3_10_M.1.1","Ptprc",NA
"G15.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H21.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J8.MAA000496.3_10_M.1.1","Ptprc",NA
"K15.MAA000496.3_10_M.1.1","Pdgfrb",NA
"G16.MAA000496.3_10_M.1.1","Scgb1a1",NA
"B6.MAA000496.3_10_M.1.1","Scgb1a1",NA
"C10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"G17.MAA000496.3_10_M.1.1","Pdgfrb",NA
"I2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J11.MAA000496.3_10_M.1.1","Scgb1a1",NA
"I1.MAA000496.3_10_M.1.1","Ptprc",NA
"K17.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D17.MAA000496.3_10_M.1.1","Scgb1a1",NA
"F13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"G19.MAA000496.3_10_M.1.1","Epcam","Krt5"
"I4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K19.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"I5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K20.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B8.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D18.MAA000496.3_10_M.1.1","Ptprc",NA
"F14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"G20.MAA000496.3_10_M.1.1","Epcam","Krt5"
"F15.MAA000496.3_10_M.1.1","Pecam1",NA
"G21.MAA000496.3_10_M.1.1","Pdgfrb",NA
"I6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J14.MAA000496.3_10_M.1.1","Epcam","Krt5"
"K22.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"A1.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B9.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"C13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"D20.MAA000496.3_10_M.1.1","Pdgfrb",NA
"A2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C14.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"D22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H1.MAA000496.3_10_M.1.1","Epcam","Krt5"
"I7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J15.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L1.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F17.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"I9.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L3.MAA000496.3_10_M.1.1","Ptprc",NA
"A3.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C15.MAA000496.3_10_M.1.1","Pdgfrb",NA
"E2.MAA000496.3_10_M.1.1","Ptprc",NA
"I10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J17.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"A4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B12.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"C16.MAA000496.3_10_M.1.1","Epcam","Krt5"
"E5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F18.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"H3.MAA000496.3_10_M.1.1","Pdgfrb",NA
"A5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J18.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"A7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"B14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"C19.MAA000496.3_10_M.1.1","Epcam","Krt5"
"C18.MAA000496.3_10_M.1.1","Pdgfrb",NA
"E6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F20.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"H4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"I11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"A10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"E8.MAA000496.3_10_M.1.1","Pecam1",NA
"B15.MAA000496.3_10_M.1.1","Pecam1",NA
"C20.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F21.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"I12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J21.MAA000496.3_10_M.1.1","Pdgfrb",NA
"E9.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"A13.MAA000496.3_10_M.1.1","Ptprc",NA
"B16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"E12.MAA000496.3_10_M.1.1","Pecam1",NA
"G1.MAA000496.3_10_M.1.1","Pdgfrb",NA
"F22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H7.MAA000496.3_10_M.1.1","Ptprc",NA
"I13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"J22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"H8.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P4.MAA000496.3_10_M.1.1","Pecam1",NA
"I14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"K1.MAA000496.3_10_M.1.1","Scgb1a1",NA
"M18.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N21.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M19.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L9.MAA000496.3_10_M.1.1","Epcam","Krt5"
"M20.MAA000496.3_10_M.1.1","Pecam1",NA
"O2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M21.MAA000496.3_10_M.1.1","Scgb1a1",NA
"O4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P8.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L12.MAA000496.3_10_M.1.1","Scgb1a1",NA
"N1.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O5.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P11.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L15.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N3.MAA000496.3_10_M.1.1","Pecam1",NA
"O7.MAA000496.3_10_M.1.1","Ptprc",NA
"P12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O8.MAA000496.3_10_M.1.1","Pdgfrb",NA
"L19.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N5.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"O9.MAA000496.3_10_M.1.1","Ptprc",NA
"P14.MAA000496.3_10_M.1.1","Pecam1",NA
"L20.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P15.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O11.MAA000496.3_10_M.1.1","Ptprc",NA
"P16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M1.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N8.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O12.MAA000496.3_10_M.1.1","Ptprc",NA
"P18.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O15.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"P19.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M4.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M5.MAA000496.3_10_M.1.1","Scgb1a1",NA
"N11.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"O16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P20.MAA000496.3_10_M.1.1","Pecam1",NA
"N13.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O17.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P21.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M6.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N14.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O18.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M7.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M8.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N15.MAA000496.3_10_M.1.1","Ptprc",NA
"O19.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M9.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N16.MAA000496.3_10_M.1.1","Pdgfrb",NA
"O20.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M10.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N17.MAA000496.3_10_M.1.1","Epcam","Krt5"
"O22.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P1.MAA000496.3_10_M.1.1","Pecam1",NA
"M12.MAA000496.3_10_M.1.1","Pdgfrb",NA
"N18.MAA000496.3_10_M.1.1","Scgb1a1",NA
"M15.MAA000496.3_10_M.1.1","Scgb1a1",NA
"N19.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P2.MAA000496.3_10_M.1.1","Pdgfrb",NA
"M17.MAA000496.3_10_M.1.1","Epcam","No Krt5"
"N20.MAA000496.3_10_M.1.1","Pdgfrb",NA
"P3.MAA000496.3_10_M.1.1","Pdgfrb",NA
"A2.MAA001865.3_38_F.1.1","Scgb1a1",NA
"B4.MAA001865.3_38_F.1.1","Ptprc",NA
"D13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B5.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"C10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D14.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"A4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B7.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"C12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D16.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A6.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"B8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A7.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B9.MAA001865.3_38_F.1.1","Ptprc",NA
"C14.MAA001865.3_38_F.1.1","Pecam1",NA
"D18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A9.MAA001865.3_38_F.1.1","Ptprc",NA
"B11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C16.MAA001865.3_38_F.1.1","Epcam","Krt5"
"D20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B16.MAA001865.3_38_F.1.1","Ptprc",NA
"C19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E1.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E2.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A14.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B18.MAA001865.3_38_F.1.1","Scgb1a1",NA
"C21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C22.MAA001865.3_38_F.1.1","Ptprc",NA
"E4.MAA001865.3_38_F.1.1","Ptprc",NA
"A16.MAA001865.3_38_F.1.1","Ptprc",NA
"B20.MAA001865.3_38_F.1.1","Epcam","Krt5"
"E5.MAA001865.3_38_F.1.1","Ptprc",NA
"A17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B21.MAA001865.3_38_F.1.1","Ptprc",NA
"D2.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"E6.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"A18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B22.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"D3.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"E7.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C1.MAA001865.3_38_F.1.1","Ptprc",NA
"D4.MAA001865.3_38_F.1.1","Pecam1",NA
"E8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C2.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A20.MAA001865.3_38_F.1.1","Pecam1",NA
"C4.MAA001865.3_38_F.1.1","Ptprc",NA
"A21.MAA001865.3_38_F.1.1","Scgb1a1",NA
"D6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B1.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"C7.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H1.MAA001865.3_38_F.1.1","Epcam","Krt5"
"I5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J13.MAA001865.3_38_F.1.1","Ptprc",NA
"K19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N10.MAA001865.3_38_F.1.1","Scgb1a1",NA
"O18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"A1.MAA001865.3_38_F.1.1","Pdgfrb",NA
"B3.MAA001865.3_38_F.1.1","Scgb1a1",NA
"C8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"D12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J14.MAA001865.3_38_F.1.1","Scgb1a1",NA
"K20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M1.MAA001865.3_38_F.1.1","Scgb1a1",NA
"N11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E16.MAA001865.3_38_F.1.1","Epcam","Krt5"
"F22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H2.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"I6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"O20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G2.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J16.MAA001865.3_38_F.1.1","Scgb1a1",NA
"H3.MAA001865.3_38_F.1.1","Scgb1a1",NA
"I7.MAA001865.3_38_F.1.1","Ptprc",NA
"J15.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"K21.MAA001865.3_38_F.1.1","Ptprc",NA
"M3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K22.MAA001865.3_38_F.1.1","Pecam1",NA
"E19.MAA001865.3_38_F.1.1","Ptprc",NA
"G3.MAA001865.3_38_F.1.1","Scgb1a1",NA
"H5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I9.MAA001865.3_38_F.1.1","Epcam","Krt5"
"J17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L1.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N15.MAA001865.3_38_F.1.1","Ptprc",NA
"O22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N14.MAA001865.3_38_F.1.1","Scgb1a1",NA
"O21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H6.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"I11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J18.MAA001865.3_38_F.1.1","Epcam","Krt5"
"L3.MAA001865.3_38_F.1.1","Ptprc",NA
"M6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N16.MAA001865.3_38_F.1.1","Epcam","Krt5"
"P1.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H7.MAA001865.3_38_F.1.1","Pecam1",NA
"I14.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J19.MAA001865.3_38_F.1.1","Scgb1a1",NA
"L4.MAA001865.3_38_F.1.1","Ptprc",NA
"M8.MAA001865.3_38_F.1.1","Pecam1",NA
"N17.MAA001865.3_38_F.1.1","Ptprc",NA
"P2.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E21.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"G5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N20.MAA001865.3_38_F.1.1","Ptprc",NA
"P3.MAA001865.3_38_F.1.1","Ptprc",NA
"F1.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"E22.MAA001865.3_38_F.1.1","Ptprc",NA
"G6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H8.MAA001865.3_38_F.1.1","Ptprc",NA
"I15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G7.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G8.MAA001865.3_38_F.1.1","Ptprc",NA
"H10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L7.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"H9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I16.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J21.MAA001865.3_38_F.1.1","Ptprc",NA
"L6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M13.MAA001865.3_38_F.1.1","Ptprc",NA
"N21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M14.MAA001865.3_38_F.1.1","Ptprc",NA
"F4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G9.MAA001865.3_38_F.1.1","Ptprc",NA
"H11.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"I19.MAA001865.3_38_F.1.1","Ptprc",NA
"K1.MAA001865.3_38_F.1.1","Ptprc",NA
"L8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N22.MAA001865.3_38_F.1.1","Pecam1",NA
"P5.MAA001865.3_38_F.1.1","Ptprc",NA
"M15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F5.MAA001865.3_38_F.1.1","Scgb1a1",NA
"G10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"O1.MAA001865.3_38_F.1.1","Scgb1a1",NA
"K3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M16.MAA001865.3_38_F.1.1","Pdgfrb",NA
