"","annotation","subannotation"
"P6.MAA001865.3_38_F.1.1","Ptprc",NA
"O2.MAA001865.3_38_F.1.1","Scgb1a1",NA
"F6.MAA001865.3_38_F.1.1","Pecam1",NA
"G11.MAA001865.3_38_F.1.1","Ptprc",NA
"H14.MAA001865.3_38_F.1.1","Epcam","Krt5"
"I21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P8.MAA001865.3_38_F.1.1","Ptprc",NA
"O3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M19.MAA001865.3_38_F.1.1","Scgb1a1",NA
"O4.MAA001865.3_38_F.1.1","Epcam","Krt5"
"P10.MAA001865.3_38_F.1.1","Scgb1a1",NA
"F8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M20.MAA001865.3_38_F.1.1","Scgb1a1",NA
"O5.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F9.MAA001865.3_38_F.1.1","Ptprc",NA
"G13.MAA001865.3_38_F.1.1","Ptprc",NA
"H16.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J1.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K7.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F11.MAA001865.3_38_F.1.1","Scgb1a1",NA
"F10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J3.MAA001865.3_38_F.1.1","Ptprc",NA
"G14.MAA001865.3_38_F.1.1","Ptprc",NA
"H17.MAA001865.3_38_F.1.1","Ptprc",NA
"J2.MAA001865.3_38_F.1.1","Scgb1a1",NA
"K8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L13.MAA001865.3_38_F.1.1","Pdgfrb",NA
"M21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"O6.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G16.MAA001865.3_38_F.1.1","Pdgfrb",NA
"H19.MAA001865.3_38_F.1.1","Ptprc",NA
"J4.MAA001865.3_38_F.1.1","Ptprc",NA
"L14.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L15.MAA001865.3_38_F.1.1","Ptprc",NA
"M22.MAA001865.3_38_F.1.1","Pdgfrb",NA
"O9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P14.MAA001865.3_38_F.1.1","Ptprc",NA
"N1.MAA001865.3_38_F.1.1","Ptprc",NA
"F14.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G17.MAA001865.3_38_F.1.1","Ptprc",NA
"H20.MAA001865.3_38_F.1.1","Epcam","Krt5"
"O10.MAA001865.3_38_F.1.1","Scgb1a1",NA
"J6.MAA001865.3_38_F.1.1","Ptprc",NA
"K11.MAA001865.3_38_F.1.1","Epcam","Krt5"
"P16.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L16.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"E10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N2.MAA001865.3_38_F.1.1","Scgb1a1",NA
"H21.MAA001865.3_38_F.1.1","Ptprc",NA
"J8.MAA001865.3_38_F.1.1","Epcam","Krt5"
"O12.MAA001865.3_38_F.1.1","Ptprc",NA
"P17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K12.MAA001865.3_38_F.1.1","Ptprc",NA
"E11.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L17.MAA001865.3_38_F.1.1","Ptprc",NA
"F16.MAA001865.3_38_F.1.1","Ptprc",NA
"N3.MAA001865.3_38_F.1.1","Scgb1a1",NA
"O13.MAA001865.3_38_F.1.1","Scgb1a1",NA
"P18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I1.MAA001865.3_38_F.1.1","Pecam1",NA
"J9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K14.MAA001865.3_38_F.1.1","Epcam","Krt5"
"L18.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N4.MAA001865.3_38_F.1.1","Scgb1a1",NA
"O14.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E12.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"O15.MAA001865.3_38_F.1.1","Pdgfrb",NA
"P20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F17.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"E13.MAA001865.3_38_F.1.1","Ptprc",NA
"F19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G20.MAA001865.3_38_F.1.1","Pdgfrb",NA
"I2.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J10.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K16.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L19.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N7.MAA001865.3_38_F.1.1","Pdgfrb",NA
"G21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"E14.MAA001865.3_38_F.1.1","Ptprc",NA
"I3.MAA001865.3_38_F.1.1","Pdgfrb",NA
"F20.MAA001865.3_38_F.1.1","Ptprc",NA
"G22.MAA001865.3_38_F.1.1","Epcam","Krt5"
"I4.MAA001865.3_38_F.1.1","Pdgfrb",NA
"J11.MAA001865.3_38_F.1.1","Ptprc",NA
"K17.MAA001865.3_38_F.1.1","Pdgfrb",NA
"L20.MAA001865.3_38_F.1.1","Pecam1",NA
"N8.MAA001865.3_38_F.1.1","Pdgfrb",NA
"O16.MAA001865.3_38_F.1.1","Ptprc",NA
"P22.MAA001865.3_38_F.1.1","Epcam","No Krt5"
"J12.MAA001865.3_38_F.1.1","Pdgfrb",NA
"K18.MAA001865.3_38_F.1.1","Pecam1",NA
"L21.MAA001865.3_38_F.1.1","Pdgfrb",NA
"N9.MAA001865.3_38_F.1.1","Pdgfrb",NA
"O17.MAA001865.3_38_F.1.1","Ptprc",NA
"A2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E1.MAA001867.3_39_F.1.1","Ptprc",NA
"F11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B8.MAA001867.3_39_F.1.1","Ptprc",NA
"C14.MAA001867.3_39_F.1.1","Ptprc",NA
"E2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H6.MAA001867.3_39_F.1.1","Ptprc",NA
"I14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H10.MAA001867.3_39_F.1.1","Ptprc",NA
"I19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B12.MAA001867.3_39_F.1.1","Scgb1a1",NA
"C17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F22.MAA001867.3_39_F.1.1","Pecam1",NA
"H11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C18.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A8.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E9.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"G2.MAA001867.3_39_F.1.1","Scgb1a1",NA
"H16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G1.MAA001867.3_39_F.1.1","Scgb1a1",NA
"H14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G4.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"H18.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G5.MAA001867.3_39_F.1.1","Epcam","Krt5"
"H19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E13.MAA001867.3_39_F.1.1","Ptprc",NA
"G6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H20.MAA001867.3_39_F.1.1","Ptprc",NA
"J4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B18.MAA001867.3_39_F.1.1","Ptprc",NA
"D2.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"E14.MAA001867.3_39_F.1.1","Ptprc",NA
"H21.MAA001867.3_39_F.1.1","Scgb1a1",NA
"J5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A14.MAA001867.3_39_F.1.1","Ptprc",NA
"A13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G8.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D4.MAA001867.3_39_F.1.1","Epcam","Krt5"
"B21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E18.MAA001867.3_39_F.1.1","Pecam1",NA
"G10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D6.MAA001867.3_39_F.1.1","Ptprc",NA
"E21.MAA001867.3_39_F.1.1","Ptprc",NA
"G11.MAA001867.3_39_F.1.1","Epcam","Krt5"
"G12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I1.MAA001867.3_39_F.1.1","Ptprc",NA
"J7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J8.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A18.MAA001867.3_39_F.1.1","Ptprc",NA
"C1.MAA001867.3_39_F.1.1","Ptprc",NA
"D7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"E22.MAA001867.3_39_F.1.1","Ptprc",NA
"G13.MAA001867.3_39_F.1.1","Ptprc",NA
"I3.MAA001867.3_39_F.1.1","Pecam1",NA
"J9.MAA001867.3_39_F.1.1","Ptprc",NA
"D10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C2.MAA001867.3_39_F.1.1","Ptprc",NA
"G17.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"I5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J11.MAA001867.3_39_F.1.1","Ptprc",NA
"A21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"G21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C4.MAA001867.3_39_F.1.1","Scgb1a1",NA
"D12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D14.MAA001867.3_39_F.1.1","Ptprc",NA
"F4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I8.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C5.MAA001867.3_39_F.1.1","Pecam1",NA
"B3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"I9.MAA001867.3_39_F.1.1","Ptprc",NA
"B4.MAA001867.3_39_F.1.1","Ptprc",NA
"C8.MAA001867.3_39_F.1.1","Ptprc",NA
"D17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H3.MAA001867.3_39_F.1.1","Ptprc",NA
"I11.MAA001867.3_39_F.1.1","Ptprc",NA
"B5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H4.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"I12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"F10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"H5.MAA001867.3_39_F.1.1","Ptprc",NA
"I13.MAA001867.3_39_F.1.1","Epcam","Krt5"
"J19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"A1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"B6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"C11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"D22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L7.MAA001867.3_39_F.1.1","Epcam","Krt5"
"M14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P3.MAA001867.3_39_F.1.1","Ptprc",NA
"J21.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"L8.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"M15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O2.MAA001867.3_39_F.1.1","Ptprc",NA
"P4.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"M17.MAA001867.3_39_F.1.1","Ptprc",NA
"O3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J22.MAA001867.3_39_F.1.1","Scgb1a1",NA
"L9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L10.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"M18.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O4.MAA001867.3_39_F.1.1","Scgb1a1",NA
"K3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M21.MAA001867.3_39_F.1.1","Ptprc",NA
"K2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K5.MAA001867.3_39_F.1.1","Scgb1a1",NA
"L14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M22.MAA001867.3_39_F.1.1","Scgb1a1",NA
"O7.MAA001867.3_39_F.1.1","Ptprc",NA
"P9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P8.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N1.MAA001867.3_39_F.1.1","Ptprc",NA
"O8.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P10.MAA001867.3_39_F.1.1","Scgb1a1",NA
"K7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O9.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"P11.MAA001867.3_39_F.1.1","Pecam1",NA
"O10.MAA001867.3_39_F.1.1","Scgb1a1",NA
"P12.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L18.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K11.MAA001867.3_39_F.1.1","Ptprc",NA
"L20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L21.MAA001867.3_39_F.1.1","Pecam1",NA
"N6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O12.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"P14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N7.MAA001867.3_39_F.1.1","Scgb1a1",NA
"K16.MAA001867.3_39_F.1.1","Scgb1a1",NA
"M1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N8.MAA001867.3_39_F.1.1","Scgb1a1",NA
"O14.MAA001867.3_39_F.1.1","Ptprc",NA
"P16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K18.MAA001867.3_39_F.1.1","Scgb1a1",NA
"M2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K19.MAA001867.3_39_F.1.1","Scgb1a1",NA
"M3.MAA001867.3_39_F.1.1","Pecam1",NA
"N11.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O16.MAA001867.3_39_F.1.1","Scgb1a1",NA
"P18.MAA001867.3_39_F.1.1","Scgb1a1",NA
"K20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M4.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N13.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P19.MAA001867.3_39_F.1.1","Ptprc",NA
"P20.MAA001867.3_39_F.1.1","Ptprc",NA
"K21.MAA001867.3_39_F.1.1","Ptprc",NA
"M5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N14.MAA001867.3_39_F.1.1","Ptprc",NA
"O18.MAA001867.3_39_F.1.1","Scgb1a1",NA
"J14.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L1.MAA001867.3_39_F.1.1","Pdgfrb",NA
"K22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M6.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N15.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M7.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L2.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M9.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N16.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O21.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O20.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J17.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L3.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M10.MAA001867.3_39_F.1.1","Pdgfrb",NA
"N18.MAA001867.3_39_F.1.1","Pdgfrb",NA
"O22.MAA001867.3_39_F.1.1","Pdgfrb",NA
"J18.MAA001867.3_39_F.1.1","Pdgfrb",NA
"L5.MAA001867.3_39_F.1.1","Pdgfrb",NA
"M11.MAA001867.3_39_F.1.1","Epcam","No Krt5"
"N19.MAA001867.3_39_F.1.1","Pdgfrb",NA
"P1.MAA001867.3_39_F.1.1","Pdgfrb",NA
