"","annotation","subannotation"
"B8.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"C11.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"K1.MAA000884.3_10_M.1.1","endothelial cells",NA
"L6.MAA000884.3_10_M.1.1","delta cells",NA
"M8.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N10.MAA000884.3_10_M.1.1","beta cells",NA
"O12.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P14.MAA000884.3_10_M.1.1","beta cells",NA
"A7.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"B9.MAA000884.3_10_M.1.1","beta cells",NA
"C12.MAA000884.3_10_M.1.1","beta cells",NA
"D15.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"E20.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"G4.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"H11.MAA000884.3_10_M.1.1","endothelial cells",NA
"M9.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N11.MAA000884.3_10_M.1.1","immune cells","Immune"
"O13.MAA000884.3_10_M.1.1","beta cells",NA
"P15.MAA000884.3_10_M.1.1","immune cells","Exocrine?"
"L9.MAA000884.3_10_M.1.1","endothelial cells",NA
"M11.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N13.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O15.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L8.MAA000884.3_10_M.1.1","beta cells",NA
"M10.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N12.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O14.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P17.MAA000884.3_10_M.1.1","beta cells",NA
"L10.MAA000884.3_10_M.1.1","beta cells",NA
"M12.MAA000884.3_10_M.1.1","delta cells",NA
"O16.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P18.MAA000884.3_10_M.1.1","delta cells",NA
"O17.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P19.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L11.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L12.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L13.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"M15.MAA000884.3_10_M.1.1","endothelial cells",NA
"N17.MAA000884.3_10_M.1.1","beta cells",NA
"M14.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O19.MAA000884.3_10_M.1.1","endothelial cells",NA
"N16.MAA000884.3_10_M.1.1","alpha cells","Alpha - female"
"O18.MAA000884.3_10_M.1.1","delta cells",NA
"L14.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N18.MAA000884.3_10_M.1.1","delta cells",NA
"L15.MAA000884.3_10_M.1.1","immune cells","Immune"
"M17.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N19.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L16.MAA000884.3_10_M.1.1","beta cells",NA
"K13.MAA000884.3_10_M.1.1","beta cells",NA
"M19.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"K14.MAA000884.3_10_M.1.1","beta cells",NA
"L18.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"M20.MAA000884.3_10_M.1.1","beta cells",NA
"K15.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L19.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P3.MAA000884.3_10_M.1.1","beta cells",NA
"M21.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O1.MAA000884.3_10_M.1.1","duct cells",NA
"O2.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P4.MAA000884.3_10_M.1.1","immune cells","Immune"
"K16.MAA000884.3_10_M.1.1","immune cells","Exocrine?"
"L20.MAA000884.3_10_M.1.1","beta cells",NA
"L21.MAA000884.3_10_M.1.1","delta cells",NA
"N1.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N2.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P6.MAA000884.3_10_M.1.1","beta cells",NA
"K18.MAA000884.3_10_M.1.1","beta cells",NA
"M1.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N3.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"M2.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N4.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O6.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P8.MAA000884.3_10_M.1.1","duct cells",NA
"K20.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L2.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N6.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L1.MAA000884.3_10_M.1.1","delta cells",NA
"M3.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N5.MAA000884.3_10_M.1.1","beta cells",NA
"O7.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"L3.MAA000884.3_10_M.1.1","beta cells",NA
"M5.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"P10.MAA000884.3_10_M.1.1","beta cells",NA
"N7.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O9.MAA000884.3_10_M.1.1","delta cells",NA
"L4.MAA000884.3_10_M.1.1","beta cells",NA
"M6.MAA000884.3_10_M.1.1","immune cells","Immune"
"P11.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"O10.MAA000884.3_10_M.1.1","alpha cells","Alpha - female"
"L5.MAA000884.3_10_M.1.1","beta cells",NA
"M7.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"N9.MAA000884.3_10_M.1.1","immune cells","Immune"
"O11.MAA000884.3_10_M.1.1","beta cells",NA
"P13.MAA000884.3_10_M.1.1","alpha cells","Alpha - male"
"B10.MAA000910.3_10_M.1.1","endothelial cells",NA
"C22.MAA000910.3_10_M.1.1","duct cells",NA
"F15.MAA000910.3_10_M.1.1","exocrine cells",NA
"I19.MAA000910.3_10_M.1.1","exocrine cells",NA
"F20.MAA000910.3_10_M.1.1","duct cells",NA
"I20.MAA000910.3_10_M.1.1","immune cells","Immune"
"L21.MAA000910.3_10_M.1.1","duct cells",NA
"O7.MAA000910.3_10_M.1.1","exocrine cells",NA
"L20.MAA000910.3_10_M.1.1","stellate cells",NA
"P21.MAA000910.3_10_M.1.1","stellate cells",NA
"O6.MAA000910.3_10_M.1.1","duct cells",NA
"P20.MAA000910.3_10_M.1.1","duct cells",NA
"F21.MAA000910.3_10_M.1.1","endothelial cells",NA
"L22.MAA000910.3_10_M.1.1","duct cells",NA
"O8.MAA000910.3_10_M.1.1","exocrine cells",NA
"P22.MAA000910.3_10_M.1.1","stellate cells",NA
"D2.MAA000910.3_10_M.1.1","exocrine cells",NA
"B16.MAA000910.3_10_M.1.1","exocrine cells",NA
"B15.MAA000910.3_10_M.1.1","exocrine cells",NA
"G1.MAA000910.3_10_M.1.1","exocrine cells",NA
"M5.MAA000910.3_10_M.1.1","stellate cells",NA
"D5.MAA000910.3_10_M.1.1","duct cells",NA
"I22.MAA000910.3_10_M.1.1","exocrine cells",NA
"O10.MAA000910.3_10_M.1.1","exocrine cells",NA
"D13.MAA000910.3_10_M.1.1","exocrine cells",NA
"G17.MAA000910.3_10_M.1.1","exocrine cells",NA
"M9.MAA000910.3_10_M.1.1","duct cells",NA
"M11.MAA000910.3_10_M.1.1","immune cells","Exocrine?"
"B19.MAA000910.3_10_M.1.1","duct cells",NA
"D20.MAA000910.3_10_M.1.1","duct cells",NA
"G18.MAA000910.3_10_M.1.1","duct cells",NA
"J7.MAA000910.3_10_M.1.1","endothelial cells",NA
"G20.MAA000910.3_10_M.1.1","duct cells",NA
"J20.MAA000910.3_10_M.1.1","duct cells",NA
"M15.MAA000910.3_10_M.1.1","endothelial cells",NA
"B20.MAA000910.3_10_M.1.1","endothelial cells",NA
"G21.MAA000910.3_10_M.1.1","duct cells",NA
"J21.MAA000910.3_10_M.1.1","duct cells",NA
"M16.MAA000910.3_10_M.1.1","endothelial cells",NA
"O19.MAA000910.3_10_M.1.1","endothelial cells",NA
"G22.MAA000910.3_10_M.1.1","endothelial cells",NA
"J22.MAA000910.3_10_M.1.1","duct cells",NA
"M18.MAA000910.3_10_M.1.1","exocrine cells",NA
"B22.MAA000910.3_10_M.1.1","duct cells",NA
"E2.MAA000910.3_10_M.1.1","duct cells",NA
"M20.MAA000910.3_10_M.1.1","duct cells",NA
"A6.MAA000910.3_10_M.1.1","endothelial cells",NA
"H3.MAA000910.3_10_M.1.1","exocrine cells",NA
"K5.MAA000910.3_10_M.1.1","exocrine cells",NA
"M21.MAA000910.3_10_M.1.1","duct cells",NA
"A7.MAA000910.3_10_M.1.1","stellate cells",NA
"C3.MAA000910.3_10_M.1.1","exocrine cells",NA
"E6.MAA000910.3_10_M.1.1","endothelial cells",NA
"H4.MAA000910.3_10_M.1.1","exocrine cells",NA
"K9.MAA000910.3_10_M.1.1","exocrine cells",NA
"M22.MAA000910.3_10_M.1.1","duct cells",NA
"P3.MAA000910.3_10_M.1.1","exocrine cells",NA
"H6.MAA000910.3_10_M.1.1","exocrine cells",NA
"K15.MAA000910.3_10_M.1.1","duct cells",NA
"A14.MAA000910.3_10_M.1.1","exocrine cells",NA
"E15.MAA000910.3_10_M.1.1","duct cells",NA
"H9.MAA000910.3_10_M.1.1","duct cells",NA
"P6.MAA000910.3_10_M.1.1","immune cells","Exocrine?"
"K20.MAA000910.3_10_M.1.1","duct cells",NA
"C8.MAA000910.3_10_M.1.1","endothelial cells",NA
"E20.MAA000910.3_10_M.1.1","exocrine cells",NA
"H11.MAA000910.3_10_M.1.1","duct cells",NA
"K21.MAA000910.3_10_M.1.1","duct cells",NA
"N9.MAA000910.3_10_M.1.1","exocrine cells",NA
"A16.MAA000910.3_10_M.1.1","duct cells",NA
"E21.MAA000910.3_10_M.1.1","duct cells",NA
"H12.MAA000910.3_10_M.1.1","exocrine cells",NA
"K22.MAA000910.3_10_M.1.1","duct cells",NA
"A20.MAA000910.3_10_M.1.1","duct cells",NA
"C10.MAA000910.3_10_M.1.1","exocrine cells",NA
"E22.MAA000910.3_10_M.1.1","exocrine cells",NA
"P8.MAA000910.3_10_M.1.1","exocrine cells",NA
"H17.MAA000910.3_10_M.1.1","duct cells",NA
"A21.MAA000910.3_10_M.1.1","duct cells",NA
"C15.MAA000910.3_10_M.1.1","duct cells",NA
"H20.MAA000910.3_10_M.1.1","duct cells",NA
"N18.MAA000910.3_10_M.1.1","beta cells",NA
"P10.MAA000910.3_10_M.1.1","duct cells",NA
"N13.MAA000910.3_10_M.1.1","duct cells",NA
"H22.MAA000910.3_10_M.1.1","stellate cells",NA
"L5.MAA000910.3_10_M.1.1","duct cells",NA
"N20.MAA000910.3_10_M.1.1","duct cells",NA
"P11.MAA000910.3_10_M.1.1","duct cells",NA
"A22.MAA000910.3_10_M.1.1","duct cells",NA
"C17.MAA000910.3_10_M.1.1","exocrine cells",NA
"F5.MAA000910.3_10_M.1.1","duct cells",NA
"I2.MAA000910.3_10_M.1.1","stellate cells",NA
"L6.MAA000910.3_10_M.1.1","exocrine cells",NA
"N21.MAA000910.3_10_M.1.1","endothelial cells",NA
"P15.MAA000910.3_10_M.1.1","duct cells",NA
"F6.MAA000910.3_10_M.1.1","exocrine cells",NA
"I3.MAA000910.3_10_M.1.1","exocrine cells",NA
"L9.MAA000910.3_10_M.1.1","duct cells",NA
"C20.MAA000910.3_10_M.1.1","endothelial cells",NA
"F8.MAA000910.3_10_M.1.1","exocrine cells",NA
"I4.MAA000910.3_10_M.1.1","exocrine cells",NA
"L15.MAA000910.3_10_M.1.1","exocrine cells",NA
"O3.MAA000910.3_10_M.1.1","alpha cells","PP"
"F10.MAA000910.3_10_M.1.1","stellate cells",NA
"L16.MAA000910.3_10_M.1.1","duct cells",NA
"A13.MAA001857.3_38_F.1.1","alpha cells","PP"
"B19.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"E13.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"A14.MAA001857.3_38_F.1.1","beta cells",NA
"B20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"E14.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"A15.MAA001857.3_38_F.1.1","beta cells",NA
"B21.MAA001857.3_38_F.1.1","alpha cells","PP"
"E15.MAA001857.3_38_F.1.1","delta cells",NA
"G7.MAA001857.3_38_F.1.1","beta cells",NA
"G9.MAA001857.3_38_F.1.1","beta cells",NA
"A16.MAA001857.3_38_F.1.1","endothelial cells",NA
"E16.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D7.MAA001857.3_38_F.1.1","beta cells",NA
"E17.MAA001857.3_38_F.1.1","beta cells",NA
"G10.MAA001857.3_38_F.1.1","beta cells",NA
"A17.MAA001857.3_38_F.1.1","beta cells",NA
"A18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D8.MAA001857.3_38_F.1.1","beta cells",NA
"E18.MAA001857.3_38_F.1.1","beta cells",NA
"G11.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D9.MAA001857.3_38_F.1.1","alpha cells","PP"
"A20.MAA001857.3_38_F.1.1","beta cells",NA
"E19.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D10.MAA001857.3_38_F.1.1","beta cells",NA
"E20.MAA001857.3_38_F.1.1","beta cells",NA
"G14.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"G12.MAA001857.3_38_F.1.1","beta cells",NA
"D11.MAA001857.3_38_F.1.1","beta cells",NA
"E21.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"G15.MAA001857.3_38_F.1.1","beta cells",NA
"A22.MAA001857.3_38_F.1.1","beta cells",NA
"C8.MAA001857.3_38_F.1.1","beta cells",NA
"D12.MAA001857.3_38_F.1.1","beta cells",NA
"E22.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"G16.MAA001857.3_38_F.1.1","beta cells",NA
"C9.MAA001857.3_38_F.1.1","delta cells",NA
"D13.MAA001857.3_38_F.1.1","beta cells",NA
"G17.MAA001857.3_38_F.1.1","beta cells",NA
"C10.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D14.MAA001857.3_38_F.1.1","beta cells",NA
"G18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"C11.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D17.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"G19.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"C13.MAA001857.3_38_F.1.1","beta cells",NA
"D18.MAA001857.3_38_F.1.1","beta cells",NA
"G20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"C14.MAA001857.3_38_F.1.1","beta cells",NA
"G22.MAA001857.3_38_F.1.1","alpha cells","PP"
"D19.MAA001857.3_38_F.1.1","beta cells",NA
"F7.MAA001857.3_38_F.1.1","beta cells",NA
"C15.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"D20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"F8.MAA001857.3_38_F.1.1","PP cells",NA
"C16.MAA001857.3_38_F.1.1","beta cells",NA
"D22.MAA001857.3_38_F.1.1","beta cells",NA
"F9.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"B9.MAA001857.3_38_F.1.1","beta cells",NA
"C17.MAA001857.3_38_F.1.1","beta cells",NA
"F11.MAA001857.3_38_F.1.1","delta cells",NA
"B11.MAA001857.3_38_F.1.1","beta cells",NA
"B10.MAA001857.3_38_F.1.1","beta cells",NA
"C18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"F12.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"C20.MAA001857.3_38_F.1.1","beta cells",NA
"A9.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"B13.MAA001857.3_38_F.1.1","beta cells",NA
"C21.MAA001857.3_38_F.1.1","beta cells",NA
"F16.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"F15.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"A10.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"B14.MAA001857.3_38_F.1.1","beta cells",NA
"C22.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"E9.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"F17.MAA001857.3_38_F.1.1","beta cells",NA
"B16.MAA001857.3_38_F.1.1","beta cells",NA
"E10.MAA001857.3_38_F.1.1","beta cells",NA
"B17.MAA001857.3_38_F.1.1","beta cells",NA
"F18.MAA001857.3_38_F.1.1","beta cells",NA
"E11.MAA001857.3_38_F.1.1","alpha cells","PP"
"O13.MAA001857.3_38_F.1.1","beta cells",NA
"P19.MAA001857.3_38_F.1.1","delta cells",NA
"F19.MAA001857.3_38_F.1.1","beta cells",NA
"H11.MAA001857.3_38_F.1.1","beta cells",NA
"I19.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"K6.MAA001857.3_38_F.1.1","beta cells",NA
"L16.MAA001857.3_38_F.1.1","alpha cells","PP"
"H14.MAA001857.3_38_F.1.1","delta cells",NA
"P20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"I20.MAA001857.3_38_F.1.1","beta cells",NA
"H15.MAA001857.3_38_F.1.1","beta cells",NA
"I21.MAA001857.3_38_F.1.1","beta cells",NA
"K7.MAA001857.3_38_F.1.1","beta cells",NA
"L19.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"N7.MAA001857.3_38_F.1.1","beta cells",NA
"O14.MAA001857.3_38_F.1.1","beta cells",NA
"K8.MAA001857.3_38_F.1.1","immune cells","Immune"
"H16.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"I22.MAA001857.3_38_F.1.1","beta cells",NA
"L20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"K12.MAA001857.3_38_F.1.1","beta cells",NA
"L22.MAA001857.3_38_F.1.1","delta cells",NA
"N9.MAA001857.3_38_F.1.1","beta cells",NA
"N8.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"O15.MAA001857.3_38_F.1.1","beta cells",NA
"P21.MAA001857.3_38_F.1.1","alpha cells","Alpha - male"
"H17.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"O17.MAA001857.3_38_F.1.1","delta cells",NA
"P22.MAA001857.3_38_F.1.1","alpha cells","Alpha - male"
"K13.MAA001857.3_38_F.1.1","beta cells",NA
"H18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"N10.MAA001857.3_38_F.1.1","beta cells",NA
"O18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"K14.MAA001857.3_38_F.1.1","beta cells",NA
"H19.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"K15.MAA001857.3_38_F.1.1","delta cells",NA
"N11.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"O19.MAA001857.3_38_F.1.1","beta cells",NA
"H20.MAA001857.3_38_F.1.1","beta cells",NA
"J4.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"K17.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"M4.MAA001857.3_38_F.1.1","beta cells",NA
"N12.MAA001857.3_38_F.1.1","beta cells",NA
"O20.MAA001857.3_38_F.1.1","beta cells",NA
"N13.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"H21.MAA001857.3_38_F.1.1","beta cells",NA
"J5.MAA001857.3_38_F.1.1","beta cells",NA
"K18.MAA001857.3_38_F.1.1","beta cells",NA
"N15.MAA001857.3_38_F.1.1","beta cells",NA
"O22.MAA001857.3_38_F.1.1","alpha cells","Alpha - male"
"O21.MAA001857.3_38_F.1.1","beta cells",NA
"H22.MAA001857.3_38_F.1.1","beta cells",NA
"K19.MAA001857.3_38_F.1.1","delta cells",NA
"N16.MAA001857.3_38_F.1.1","beta cells",NA
"J8.MAA001857.3_38_F.1.1","alpha cells","PP"
"K20.MAA001857.3_38_F.1.1","beta cells",NA
"N18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"J9.MAA001857.3_38_F.1.1","beta cells",NA
"K21.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"M9.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"N20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"P5.MAA001857.3_38_F.1.1","endothelial cells",NA
"J10.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"M10.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"N21.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"P6.MAA001857.3_38_F.1.1","alpha cells","Alpha - male"
"M12.MAA001857.3_38_F.1.1","beta cells",NA
"P7.MAA001857.3_38_F.1.1","beta cells",NA
"J11.MAA001857.3_38_F.1.1","beta cells",NA
"I7.MAA001857.3_38_F.1.1","beta cells",NA
"J12.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"L5.MAA001857.3_38_F.1.1","beta cells",NA
"M13.MAA001857.3_38_F.1.1","delta cells",NA
"P8.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"L6.MAA001857.3_38_F.1.1","beta cells",NA
"M17.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"P9.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"I9.MAA001857.3_38_F.1.1","beta cells",NA
"J14.MAA001857.3_38_F.1.1","delta cells",NA
"I11.MAA001857.3_38_F.1.1","alpha cells","PP"
"J15.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"L7.MAA001857.3_38_F.1.1","beta cells",NA
"M18.MAA001857.3_38_F.1.1","alpha cells","PP"
"P10.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"I12.MAA001857.3_38_F.1.1","beta cells",NA
"I13.MAA001857.3_38_F.1.1","beta cells",NA
"J16.MAA001857.3_38_F.1.1","beta cells",NA
"J17.MAA001857.3_38_F.1.1","beta cells",NA
"L9.MAA001857.3_38_F.1.1","beta cells",NA
"M20.MAA001857.3_38_F.1.1","beta cells",NA
"L8.MAA001857.3_38_F.1.1","beta cells",NA
"M19.MAA001857.3_38_F.1.1","delta cells",NA
"P11.MAA001857.3_38_F.1.1","beta cells",NA
"O6.MAA001857.3_38_F.1.1","alpha cells","PP"
"I14.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"J19.MAA001857.3_38_F.1.1","alpha cells","PP"
"L10.MAA001857.3_38_F.1.1","delta cells",NA
"M21.MAA001857.3_38_F.1.1","beta cells",NA
"O7.MAA001857.3_38_F.1.1","beta cells",NA
"P13.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"P12.MAA001857.3_38_F.1.1","alpha cells","PP"
"M22.MAA001857.3_38_F.1.1","delta cells",NA
"O8.MAA001857.3_38_F.1.1","beta cells",NA
"P14.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"H7.MAA001857.3_38_F.1.1","beta cells",NA
"I15.MAA001857.3_38_F.1.1","beta cells",NA
"J20.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"L11.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"H9.MAA001857.3_38_F.1.1","beta cells",NA
"H8.MAA001857.3_38_F.1.1","beta cells",NA
"I17.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"J22.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"L13.MAA001857.3_38_F.1.1","beta cells",NA
"I16.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"J21.MAA001857.3_38_F.1.1","beta cells",NA
"L12.MAA001857.3_38_F.1.1","delta cells",NA
"O9.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"P15.MAA001857.3_38_F.1.1","delta cells",NA
"H10.MAA001857.3_38_F.1.1","beta cells",NA
"I18.MAA001857.3_38_F.1.1","alpha cells","Alpha - female"
"L15.MAA001857.3_38_F.1.1","beta cells",NA
"O10.MAA001857.3_38_F.1.1","beta cells",NA
"O12.MAA001857.3_38_F.1.1","alpha cells","PP"
"P18.MAA001857.3_38_F.1.1","beta cells",NA
"P17.MAA001857.3_38_F.1.1","beta cells",NA
"B22.MAA001861.3_39_F.1.1","duct cells",NA
"G21.MAA001861.3_39_F.1.1","duct cells",NA
"M22.MAA001861.3_39_F.1.1","duct cells",NA
"O20.MAA001861.3_39_F.1.1","stellate cells",NA
"K8.MAA001861.3_39_F.1.1","exocrine cells",NA
"N2.MAA001861.3_39_F.1.1","exocrine cells",NA
"O22.MAA001861.3_39_F.1.1","duct cells",NA
"H1.MAA001861.3_39_F.1.1","exocrine cells",NA
"K11.MAA001861.3_39_F.1.1","beta cells",NA
"K16.MAA001861.3_39_F.1.1","exocrine cells",NA
"C20.MAA001861.3_39_F.1.1","stellate cells",NA
"K20.MAA001861.3_39_F.1.1","exocrine cells",NA
"H8.MAA001861.3_39_F.1.1","duct cells",NA
"C22.MAA001861.3_39_F.1.1","duct cells",NA
"H18.MAA001861.3_39_F.1.1","exocrine cells",NA
"K22.MAA001861.3_39_F.1.1","immune cells","Exocrine?"
"N11.MAA001861.3_39_F.1.1","exocrine cells",NA
"P5.MAA001861.3_39_F.1.1","duct cells",NA
"A3.MAA001861.3_39_F.1.1","duct cells",NA
"D7.MAA001861.3_39_F.1.1","exocrine cells",NA
"H21.MAA001861.3_39_F.1.1","duct cells",NA
"D8.MAA001861.3_39_F.1.1","alpha cells","PP"
"H22.MAA001861.3_39_F.1.1","endothelial cells",NA
"L2.MAA001861.3_39_F.1.1","duct cells",NA
"N13.MAA001861.3_39_F.1.1","exocrine cells",NA
"D15.MAA001861.3_39_F.1.1","endothelial cells",NA
"D17.MAA001861.3_39_F.1.1","exocrine cells",NA
"I2.MAA001861.3_39_F.1.1","beta cells",NA
"L12.MAA001861.3_39_F.1.1","exocrine cells",NA
"L9.MAA001861.3_39_F.1.1","stellate cells",NA
"N16.MAA001861.3_39_F.1.1","beta cells",NA
"P9.MAA001861.3_39_F.1.1","exocrine cells",NA
"I7.MAA001861.3_39_F.1.1","duct cells",NA
"N17.MAA001861.3_39_F.1.1","exocrine cells",NA
"D22.MAA001861.3_39_F.1.1","duct cells",NA
"I8.MAA001861.3_39_F.1.1","stellate cells",NA
"L20.MAA001861.3_39_F.1.1","stellate cells",NA
"A11.MAA001861.3_39_F.1.1","beta cells",NA
"I12.MAA001861.3_39_F.1.1","exocrine cells",NA
"L21.MAA001861.3_39_F.1.1","stellate cells",NA
"N20.MAA001861.3_39_F.1.1","exocrine cells",NA
"E2.MAA001861.3_39_F.1.1","exocrine cells",NA
"N21.MAA001861.3_39_F.1.1","duct cells",NA
"I15.MAA001861.3_39_F.1.1","beta cells",NA
"L22.MAA001861.3_39_F.1.1","duct cells",NA
"I20.MAA001861.3_39_F.1.1","endothelial cells",NA
"N22.MAA001861.3_39_F.1.1","stellate cells",NA
"A21.MAA001861.3_39_F.1.1","duct cells",NA
"E11.MAA001861.3_39_F.1.1","endothelial cells",NA
"I21.MAA001861.3_39_F.1.1","duct cells",NA
"M2.MAA001861.3_39_F.1.1","exocrine cells",NA
"P14.MAA001861.3_39_F.1.1","exocrine cells",NA
"M5.MAA001861.3_39_F.1.1","beta cells",NA
"E22.MAA001861.3_39_F.1.1","duct cells",NA
"I22.MAA001861.3_39_F.1.1","duct cells",NA
"M7.MAA001861.3_39_F.1.1","exocrine cells",NA
"F1.MAA001861.3_39_F.1.1","duct cells",NA
"B5.MAA001861.3_39_F.1.1","exocrine cells",NA
"F19.MAA001861.3_39_F.1.1","beta cells",NA
