,annotation,plate.barcode,subannotation,tissue,annotation_subannotation
O18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
B2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
I1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
K22.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
N6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
O20.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
B4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
I4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
N7.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
O21.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
B5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,proliferating,Skin,interfollicular_epidermis: proliferating
G3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
I5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
L2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
N9.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
P1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
C3.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
C9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
G7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
J7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
O9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
J5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L10.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,proliferating,Skin,interfollicular_epidermis: proliferating
P13.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
P14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
D3.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
G11.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
O10.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
J13.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
L13.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
D9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
J17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
L14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
P17.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,proliferating,Skin,interfollicular_epidermis: proliferating
L15.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
N6.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
P18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
D12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
G14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
J19.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
N7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
D16.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
O14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
G22.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
J20.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
L17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
L18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
N8.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
A3.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
D18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
D21.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H3.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L22.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
N9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
A4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
E5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H6.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,proliferating,Skin,interfollicular_epidermis: proliferating
K4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
M1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
N10.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
O17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
A8.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
E16.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
M2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
N12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
O18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
A11.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
K6.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
M3.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
N13.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
A12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
E17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
A15.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
E18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
K10.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
M4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
N14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
A19.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
A16.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H22.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
K14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
E19.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
H20.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
K12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
M5.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
N15.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
O21.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
M6.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
A20.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
F5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
I1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
K15.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
M7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
N17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N16.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
O22.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
K17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
M9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
F8.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
I2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
F17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
I5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
F14.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
K22.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
M11.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N21.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
I4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K21.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
M10.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
N19.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
P5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
P6.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B3.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
F18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
I7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
M12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
O1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
O2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B16.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
G1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
F21.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
I12.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
L4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
M13.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
I21.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
B18.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
G2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J1.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
L7.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
M16.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
L5.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
P10.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
M15.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
P9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
G3.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
L8.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
M17.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
O6.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
B20.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
C2.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J4.MAA000597.3_9_M.1.1,interfollicular_epidermis,MAA000597,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L9.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,outer_bulge,Skin,hair_follicle: outer_bulge
M22.MAA000597.3_9_M.1.1,hair_follicle,MAA000597,inner_bulge,Skin,hair_follicle: inner_bulge
M10.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
N14.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
O17.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
P19.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
A1.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B6.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
C11.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
D21.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
F8.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
B5.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
C10.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
D20.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
F7.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H12.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
J6.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L5.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H13.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
A2.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B7.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
C14.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
D22.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
F9.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
H15.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
J9.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
L7.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J7.MAA000614.3_10_M.1.1,interfollicular_epidermis,MAA000614,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
M13.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
N16.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
O19.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
L6.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
M11.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
N15.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
O18.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
P20.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
P21.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,inner_bulge,Skin,hair_follicle: inner_bulge
F10.MAA000614.3_10_M.1.1,hair_follicle,MAA000614,outer_bulge,Skin,hair_follicle: outer_bulge
