"","annotation","subannotation"
"F6.MAA000398.3_9_M.1.1","Edc_3_endocardial",NA
"H13.MAA000398.3_9_M.1.1","Fb_1",NA
"J12.MAA000398.3_9_M.1.1","Fb_1",NA
"L15.MAA000398.3_9_M.1.1","Fb_1",NA
"D15.MAA000398.3_9_M.1.1","Fb_1",NA
"F7.MAA000398.3_9_M.1.1","Fb_1",NA
"H14.MAA000398.3_9_M.1.1","Fb_1",NA
"J13.MAA000398.3_9_M.1.1","Edc_1",NA
"L16.MAA000398.3_9_M.1.1","Edc_1",NA
"N15.MAA000398.3_9_M.1.1","Fb_1",NA
"B11.MAA000398.3_9_M.1.1","Fb_1",NA
"P17.MAA000398.3_9_M.1.1","Edc_1",NA
"N21.MAA000398.3_9_M.1.1","Fb_1",NA
"P19.MAA000398.3_9_M.1.1","SMCs","Myofibroblast"
"N20.MAA000398.3_9_M.1.1","Fb_1",NA
"P18.MAA000398.3_9_M.1.1","Edc_1",NA
"N22.MAA000398.3_9_M.1.1","Fb_1",NA
"P20.MAA000398.3_9_M.1.1","SMCs","Myofibroblast"
"O3.MAA000398.3_9_M.1.1","Fb_1",NA
"P21.MAA000398.3_9_M.1.1","Fb_1",NA
"O5.MAA000398.3_9_M.1.1","Edc_1",NA
"O9.MAA000398.3_9_M.1.1","Fb_1",NA
"O11.MAA000398.3_9_M.1.1","Fb_1",NA
"O12.MAA000398.3_9_M.1.1","Fb_1",NA
"O13.MAA000398.3_9_M.1.1","Fb_1",NA
"O14.MAA000398.3_9_M.1.1","Immune_Cells_1",NA
"O15.MAA000398.3_9_M.1.1","Fb_2",NA
"O17.MAA000398.3_9_M.1.1","Fb_1",NA
"O18.MAA000398.3_9_M.1.1","SMCs","Myofibroblast"
"O20.MAA000398.3_9_M.1.1","Fb_1",NA
"O21.MAA000398.3_9_M.1.1","Fb_1",NA
"P15.MAA000398.3_9_M.1.1","Fb_1",NA
"P2.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"J9.MAA000399.3_9_M.1.1","Edc_3_endocardial",NA
"K18.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"M3.MAA000399.3_9_M.1.1","Edc_1",NA
"N13.MAA000399.3_9_M.1.1","Edc_1",NA
"M4.MAA000399.3_9_M.1.1","Edc_1",NA
"N14.MAA000399.3_9_M.1.1","Edc_1",NA
"P3.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"N15.MAA000399.3_9_M.1.1","Fb_1",NA
"P4.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"K21.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"M5.MAA000399.3_9_M.1.1","Edc_1",NA
"N18.MAA000399.3_9_M.1.1","Edc_1",NA
"D18.MAA000399.3_9_M.1.1","Edc_1",NA
"J13.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"P6.MAA000399.3_9_M.1.1","Fb_1",NA
"I5.MAA000399.3_9_M.1.1","Fb_1",NA
"L1.MAA000399.3_9_M.1.1","Fb_1",NA
"M7.MAA000399.3_9_M.1.1","Edc_3_endocardial",NA
"L2.MAA000399.3_9_M.1.1","Edc_1",NA
"M8.MAA000399.3_9_M.1.1","Edc_1",NA
"N22.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"P7.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"P8.MAA000399.3_9_M.1.1","Fb_1",NA
"L3.MAA000399.3_9_M.1.1","Edc_1",NA
"M10.MAA000399.3_9_M.1.1","Edc_1",NA
"J19.MAA000399.3_9_M.1.1","Edc_1",NA
"I9.MAA000399.3_9_M.1.1","Edc_1",NA
"L6.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"O3.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"B11.MAA000399.3_9_M.1.1","Edc_1",NA
"O4.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"P10.MAA000399.3_9_M.1.1","Edc_1",NA
"M17.MAA000399.3_9_M.1.1","Edc_1",NA
"B12.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"L9.MAA000399.3_9_M.1.1","Edc_1",NA
"O5.MAA000399.3_9_M.1.1","Edc_1",NA
"M18.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"O6.MAA000399.3_9_M.1.1","Edc_1",NA
"P12.MAA000399.3_9_M.1.1","Fb_1",NA
"A9.MAA000399.3_9_M.1.1","Fb_1",NA
"M19.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"O7.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"H10.MAA000399.3_9_M.1.1","Fb_1",NA
"K2.MAA000399.3_9_M.1.1","Fb_1",NA
"P14.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"L11.MAA000399.3_9_M.1.1","Fb_1",NA
"M20.MAA000399.3_9_M.1.1","Edc_1",NA
"O8.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"H11.MAA000399.3_9_M.1.1","Fb_1",NA
"K3.MAA000399.3_9_M.1.1","Edc_1",NA
"L12.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"P15.MAA000399.3_9_M.1.1","Fb_1",NA
"P16.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"I19.MAA000399.3_9_M.1.1","Edc_1",NA
"N1.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"O10.MAA000399.3_9_M.1.1","Fb_1",NA
"P18.MAA000399.3_9_M.1.1","Edc_1",NA
"G1.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"H13.MAA000399.3_9_M.1.1","Edc_1",NA
"I20.MAA000399.3_9_M.1.1","Edc_1",NA
"K6.MAA000399.3_9_M.1.1","Edc_1",NA
"L15.MAA000399.3_9_M.1.1","Edc_1",NA
"N2.MAA000399.3_9_M.1.1","Edc_1",NA
"O11.MAA000399.3_9_M.1.1","Fb_1",NA
"D3.MAA000399.3_9_M.1.1","Fb_1",NA
"I21.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"K7.MAA000399.3_9_M.1.1","Fb_1",NA
"L17.MAA000399.3_9_M.1.1","Edc_1",NA
"O13.MAA000399.3_9_M.1.1","Edc_1",NA
"P22.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"A14.MAA000399.3_9_M.1.1","Edc_1",NA
"D5.MAA000399.3_9_M.1.1","Edc_1",NA
"G2.MAA000399.3_9_M.1.1","Edc_1",NA
"H14.MAA000399.3_9_M.1.1","Edc_1",NA
"I22.MAA000399.3_9_M.1.1","SMCs","Smooth_Muscle_Cells"
"K8.MAA000399.3_9_M.1.1","Edc_1",NA
"L18.MAA000399.3_9_M.1.1","Edc_1",NA
"O14.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"H15.MAA000399.3_9_M.1.1","Edc_1",NA
"A16.MAA000399.3_9_M.1.1","Edc_1",NA
"L19.MAA000399.3_9_M.1.1","Fb_1",NA
"N5.MAA000399.3_9_M.1.1","Edc_1",NA
"O17.MAA000399.3_9_M.1.1","Edc_1",NA
"B20.MAA000399.3_9_M.1.1","Edc_1",NA
"D7.MAA000399.3_9_M.1.1","Fb_1",NA
"E16.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"G6.MAA000399.3_9_M.1.1","Edc_1",NA
"J1.MAA000399.3_9_M.1.1","Edc_1",NA
"K9.MAA000399.3_9_M.1.1","Edc_2_coronary_vascular",NA
"K11.MAA000399.3_9_M.1.1","SMCs","Smooth_Muscle_Cells"
"L20.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"N6.MAA000399.3_9_M.1.1","Fb_1",NA
"O18.MAA000399.3_9_M.1.1","Fb_1",NA
"B22.MAA000399.3_9_M.1.1","Edc_1",NA
"D9.MAA000399.3_9_M.1.1","Fb_2",NA
"J2.MAA000399.3_9_M.1.1","Edc_1",NA
"L21.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"N9.MAA000399.3_9_M.1.1","Fb_1",NA
"A18.MAA000399.3_9_M.1.1","Fb_1",NA
"C2.MAA000399.3_9_M.1.1","Fb_1",NA
"J3.MAA000399.3_9_M.1.1","Edc_1",NA
"K12.MAA000399.3_9_M.1.1","Edc_1",NA
"O20.MAA000399.3_9_M.1.1","Edc_1",NA
"D11.MAA000399.3_9_M.1.1","Edc_1",NA
"C5.MAA000399.3_9_M.1.1","Edc_1",NA
"D13.MAA000399.3_9_M.1.1","Fb_1",NA
"K13.MAA000399.3_9_M.1.1","Edc_1",NA
"L22.MAA000399.3_9_M.1.1","Immune_Cells_1",NA
"N10.MAA000399.3_9_M.1.1","Edc_1",NA
"B1.MAA000399.3_9_M.1.1","Immune_Cells_2",NA
"C6.MAA000399.3_9_M.1.1","Edc_1",NA
"H20.MAA000399.3_9_M.1.1","Edc_1",NA
"J6.MAA000399.3_9_M.1.1","Edc_1",NA
"K16.MAA000399.3_9_M.1.1","Edc_1",NA
"M1.MAA000399.3_9_M.1.1","Fb_1",NA
"N11.MAA000399.3_9_M.1.1","Edc_1",NA
"M2.MAA000399.3_9_M.1.1","Fb_1",NA
"N12.MAA000399.3_9_M.1.1","Edc_1",NA
"O22.MAA000399.3_9_M.1.1","SMCs","Myofibroblast"
"D3.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"H1.MAA000400.3_8_M.1.1","Edc_1",NA
"K15.MAA000400.3_8_M.1.1","Edc_1",NA
"M5.MAA000400.3_8_M.1.1","Fb_1",NA
"N14.MAA000400.3_8_M.1.1","Fb_2",NA
"D5.MAA000400.3_8_M.1.1","Edc_3_endocardial",NA
"K16.MAA000400.3_8_M.1.1","Fb_2",NA
"M6.MAA000400.3_8_M.1.1","Fb_1",NA
"N15.MAA000400.3_8_M.1.1","Fb_1",NA
"P3.MAA000400.3_8_M.1.1","Fb_1",NA
"M7.MAA000400.3_8_M.1.1","Fb_1",NA
"P4.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"D6.MAA000400.3_8_M.1.1","Edc_1",NA
"H3.MAA000400.3_8_M.1.1","Fb_1",NA
"K17.MAA000400.3_8_M.1.1","Fb_1",NA
"B6.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"P5.MAA000400.3_8_M.1.1","Fb_1",NA
"D22.MAA000400.3_8_M.1.1","Fb_1",NA
"H4.MAA000400.3_8_M.1.1","Fb_1",NA
"K18.MAA000400.3_8_M.1.1","Fb_1",NA
"M9.MAA000400.3_8_M.1.1","Fb_1",NA
"N18.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"E1.MAA000400.3_8_M.1.1","Fb_1",NA
"H5.MAA000400.3_8_M.1.1","Fb_1",NA
"B12.MAA000400.3_8_M.1.1","Fb_1",NA
"K19.MAA000400.3_8_M.1.1","Edc_1",NA
"M10.MAA000400.3_8_M.1.1","Fb_1",NA
"N19.MAA000400.3_8_M.1.1","Fb_1",NA
"P6.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"H17.MAA000400.3_8_M.1.1","Edc_1",NA
"K22.MAA000400.3_8_M.1.1","Fb_1",NA
"M12.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"N20.MAA000400.3_8_M.1.1","Fb_1",NA
"B14.MAA000400.3_8_M.1.1","Fb_1",NA
"E2.MAA000400.3_8_M.1.1","Fb_1",NA
"P7.MAA000400.3_8_M.1.1","Fb_1",NA
"E3.MAA000400.3_8_M.1.1","Edc_3_endocardial",NA
"P8.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"I1.MAA000400.3_8_M.1.1","Fb_1",NA
"M13.MAA000400.3_8_M.1.1","Fb_1",NA
"B16.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"B20.MAA000400.3_8_M.1.1","Fb_1",NA
"E5.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"E4.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"I2.MAA000400.3_8_M.1.1","CMs",NA
"L2.MAA000400.3_8_M.1.1","Fb_1",NA
"M14.MAA000400.3_8_M.1.1","Fb_1",NA
"P10.MAA000400.3_8_M.1.1","Fb_1",NA
"I4.MAA000400.3_8_M.1.1","Fb_1",NA
"L3.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"B21.MAA000400.3_8_M.1.1","Fb_1",NA
"E6.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"I5.MAA000400.3_8_M.1.1","Fb_2",NA
"M15.MAA000400.3_8_M.1.1","Fb_1",NA
"O1.MAA000400.3_8_M.1.1","Edc_1",NA
"P11.MAA000400.3_8_M.1.1","Edc_1",NA
"L6.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"M16.MAA000400.3_8_M.1.1","Fb_1",NA
"B22.MAA000400.3_8_M.1.1","Fb_1",NA
"E19.MAA000400.3_8_M.1.1","Fb_1",NA
"O2.MAA000400.3_8_M.1.1","Immune_Cells_2",NA
"P12.MAA000400.3_8_M.1.1","Fb_1",NA
"I21.MAA000400.3_8_M.1.1","Fb_2",NA
"C1.MAA000400.3_8_M.1.1","Fb_1",NA
"E22.MAA000400.3_8_M.1.1","Fb_1",NA
"L7.MAA000400.3_8_M.1.1","Fb_1",NA
"I22.MAA000400.3_8_M.1.1","Fb_1",NA
"L12.MAA000400.3_8_M.1.1","Immune_Cells_2",NA
"M19.MAA000400.3_8_M.1.1","Fb_1",NA
"M18.MAA000400.3_8_M.1.1","Fb_2",NA
"O3.MAA000400.3_8_M.1.1","Fb_1",NA
"P13.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"F2.MAA000400.3_8_M.1.1","Edc_3_endocardial",NA
"J1.MAA000400.3_8_M.1.1","Fb_1",NA
"C2.MAA000400.3_8_M.1.1","Edc_1",NA
"M20.MAA000400.3_8_M.1.1","Edc_1",NA
"O8.MAA000400.3_8_M.1.1","Fb_1",NA
"J4.MAA000400.3_8_M.1.1","Fb_1",NA
"L15.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"C3.MAA000400.3_8_M.1.1","Fb_1",NA
"M21.MAA000400.3_8_M.1.1","Fb_1",NA
"F3.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"O12.MAA000400.3_8_M.1.1","Fb_1",NA
"J5.MAA000400.3_8_M.1.1","Fb_1",NA
"M22.MAA000400.3_8_M.1.1","Fb_1",NA
"O13.MAA000400.3_8_M.1.1","Fb_1",NA
"P19.MAA000400.3_8_M.1.1","Fb_1",NA
"A3.MAA000400.3_8_M.1.1","Fb_1",NA
"F19.MAA000400.3_8_M.1.1","Edc_3_endocardial",NA
"J16.MAA000400.3_8_M.1.1","Edc_1",NA
"A4.MAA000400.3_8_M.1.1","Fb_1",NA
"L17.MAA000400.3_8_M.1.1","Fb_1",NA
"N1.MAA000400.3_8_M.1.1","Fb_1",NA
"O14.MAA000400.3_8_M.1.1","Fb_1",NA
"P20.MAA000400.3_8_M.1.1","Fb_1",NA
"C15.MAA000400.3_8_M.1.1","Fb_1",NA
"P21.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"F21.MAA000400.3_8_M.1.1","Fb_1",NA
"A5.MAA000400.3_8_M.1.1","Fb_1",NA
"J17.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"L18.MAA000400.3_8_M.1.1","Fb_1",NA
"O15.MAA000400.3_8_M.1.1","Fb_1",NA
"C16.MAA000400.3_8_M.1.1","Fb_1",NA
"F22.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"J18.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"N4.MAA000400.3_8_M.1.1","Fb_1",NA
"O16.MAA000400.3_8_M.1.1","Fb_1",NA
"P22.MAA000400.3_8_M.1.1","Fb_1",NA
"G1.MAA000400.3_8_M.1.1","Edc_1",NA
"J21.MAA000400.3_8_M.1.1","Fb_1",NA
"L20.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"N7.MAA000400.3_8_M.1.1","Fb_2",NA
"O17.MAA000400.3_8_M.1.1","Fb_1",NA
"A6.MAA000400.3_8_M.1.1","Fb_1",NA
"C17.MAA000400.3_8_M.1.1","Fb_1",NA
"A7.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"C18.MAA000400.3_8_M.1.1","Fb_1",NA
"G2.MAA000400.3_8_M.1.1","Fb_1",NA
"K3.MAA000400.3_8_M.1.1","Edc_1",NA
"L21.MAA000400.3_8_M.1.1","Fb_1",NA
"N8.MAA000400.3_8_M.1.1","Fb_2",NA
"O18.MAA000400.3_8_M.1.1","Fb_1",NA
"A13.MAA000400.3_8_M.1.1","Fb_1",NA
"C21.MAA000400.3_8_M.1.1","Fb_1",NA
"G3.MAA000400.3_8_M.1.1","Fb_1",NA
"A14.MAA000400.3_8_M.1.1","Fb_1",NA
"K4.MAA000400.3_8_M.1.1","Fb_1",NA
"N10.MAA000400.3_8_M.1.1","Fb_2",NA
"O20.MAA000400.3_8_M.1.1","Fb_2",NA
"O21.MAA000400.3_8_M.1.1","Edc_1",NA
"C22.MAA000400.3_8_M.1.1","Edc_1",NA
"G5.MAA000400.3_8_M.1.1","Edc_1",NA
"K5.MAA000400.3_8_M.1.1","Fb_2",NA
"N11.MAA000400.3_8_M.1.1","Immune_Cells_1",NA
"K7.MAA000400.3_8_M.1.1","Fb_1",NA
"M3.MAA000400.3_8_M.1.1","Fb_1",NA
"N12.MAA000400.3_8_M.1.1","Fb_2",NA
"O22.MAA000400.3_8_M.1.1","Fb_1",NA
"A21.MAA000400.3_8_M.1.1","Fb_1",NA
"G18.MAA000400.3_8_M.1.1","Fb_1",NA
"D2.MAA000400.3_8_M.1.1","Fb_1",NA
"G20.MAA000400.3_8_M.1.1","Fb_1",NA
"K8.MAA000400.3_8_M.1.1","Fb_1",NA
"N13.MAA000400.3_8_M.1.1","SMCs","Myofibroblast"
"P1.MAA000400.3_8_M.1.1","Fb_1",NA
"D5.MAA000452.3_8_M.1.1","Fb_1",NA
"E21.MAA000452.3_8_M.1.1","Fb_1",NA
"G20.MAA000452.3_8_M.1.1","Edc_1",NA
"I17.MAA000452.3_8_M.1.1","Edc_1",NA
"K16.MAA000452.3_8_M.1.1","Edc_1",NA
"M9.MAA000452.3_8_M.1.1","Edc_1",NA
"B12.MAA000452.3_8_M.1.1","Fb_1",NA
"D8.MAA000452.3_8_M.1.1","SMCs","Myofibroblast"
"F1.MAA000452.3_8_M.1.1","Edc_2_coronary_vascular",NA
"G21.MAA000452.3_8_M.1.1","SMCs","Myofibroblast"
"I18.MAA000452.3_8_M.1.1","Edc_1",NA
"K17.MAA000452.3_8_M.1.1","Fb_1",NA
"M13.MAA000452.3_8_M.1.1","SMCs","Myofibroblast"
"B13.MAA000452.3_8_M.1.1","Edc_1",NA
"D9.MAA000452.3_8_M.1.1","SMCs","Myofibroblast"
"M14.MAA000452.3_8_M.1.1","Edc_1",NA
"I19.MAA000452.3_8_M.1.1","Edc_1",NA
"K18.MAA000452.3_8_M.1.1","Fb_1",NA
"H2.MAA000452.3_8_M.1.1","Edc_1",NA
"I21.MAA000452.3_8_M.1.1","Fb_1",NA
"B15.MAA000452.3_8_M.1.1","Edc_1",NA
"D10.MAA000452.3_8_M.1.1","Fb_1",NA
"K19.MAA000452.3_8_M.1.1","Edc_1",NA
"M15.MAA000452.3_8_M.1.1","Edc_1",NA
"B19.MAA000452.3_8_M.1.1","Fb_1",NA
"D11.MAA000452.3_8_M.1.1","SMCs","Myofibroblast"
"I22.MAA000452.3_8_M.1.1","Edc_1",NA
"K21.MAA000452.3_8_M.1.1","SMCs","Myofibroblast"
"F8.MAA000452.3_8_M.1.1","Edc_1",NA
"H5.MAA000452.3_8_M.1.1","Edc_1",NA
"F9.MAA000452.3_8_M.1.1","SMCs","Smooth_Muscle_Cells"
"H7.MAA000452.3_8_M.1.1","Edc_1",NA
"J2.MAA000452.3_8_M.1.1","Edc_1",NA
"K22.MAA000452.3_8_M.1.1","Fb_1",NA
