"","annotation","subannotation"
"M6.MAA000563.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"F12.MAA000563.3_10_M.1.1","OPCs",NA
"M7.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"F22.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"M13.MAA000563.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"B4.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"G6.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"H4.MAA000563.3_10_M.1.1","OPCs",NA
"B7.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"G21.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"H6.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"N5.MAA000563.3_10_M.1.1","unknown",NA
"N7.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"O22.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"B10.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"H16.MAA000563.3_10_M.1.1","OPCs",NA
"B12.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"H21.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"C1.MAA000563.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"I9.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"C5.MAA000563.3_10_M.1.1","OPCs",NA
"I13.MAA000563.3_10_M.1.1","OPCs",NA
"P7.MAA000563.3_10_M.1.1","endothelial","vascular"
"C13.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"J6.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"C6.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"I19.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"C14.MAA000563.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"J8.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"P11.MAA000563.3_10_M.1.1","pericytes",NA
"D6.MAA000563.3_10_M.1.1","OPCs",NA
"J9.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"D8.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"K4.MAA000563.3_10_M.1.1","OPCs",NA
"N19.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"D20.MAA000563.3_10_M.1.1","oligodendrocytes",NA
"K9.MAA000563.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"B12.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"B11.MAA000564.3_10_M.1.1","NPCS",NA
"F3.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"I6.MAA000564.3_10_M.1.1","pericytes",NA
"F4.MAA000564.3_10_M.1.1","OPCs",NA
"B18.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"F5.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"I8.MAA000564.3_10_M.1.1","NPCS",NA
"I7.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"B19.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"F11.MAA000564.3_10_M.1.1","endothelial","vascular"
"I9.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"B20.MAA000564.3_10_M.1.1","endothelial","vascular"
"F12.MAA000564.3_10_M.1.1","OPCs",NA
"B22.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"F14.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"C1.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"G2.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"C2.MAA000564.3_10_M.1.1","OPCs",NA
"G4.MAA000564.3_10_M.1.1","endothelial","vascular"
"G5.MAA000564.3_10_M.1.1","NPCS",NA
"C3.MAA000564.3_10_M.1.1","NPCS",NA
"G8.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"C13.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"C15.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"G9.MAA000564.3_10_M.1.1","endothelial","vascular"
"A1.MAA000564.3_10_M.1.1","endothelial","vascular"
"C18.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"G14.MAA000564.3_10_M.1.1","NPCS",NA
"A3.MAA000564.3_10_M.1.1","pericytes",NA
"A7.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"D2.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"C19.MAA000564.3_10_M.1.1","OPCs",NA
"G20.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"A10.MAA000564.3_10_M.1.1","OPCs",NA
"D3.MAA000564.3_10_M.1.1","OPCs",NA
"H2.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"H4.MAA000564.3_10_M.1.1","OPCs",NA
"A11.MAA000564.3_10_M.1.1","neurons","inhibitory"
"D4.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"H6.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"A16.MAA000564.3_10_M.1.1","OPCs",NA
"D5.MAA000564.3_10_M.1.1","endothelial","vascular"
"H10.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"H13.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"A20.MAA000564.3_10_M.1.1","endothelial","vascular"
"D8.MAA000564.3_10_M.1.1","unknown",NA
"B3.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"A22.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"D19.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"H16.MAA000564.3_10_M.1.1","NPCS",NA
"H19.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"B5.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"E3.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"H20.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"E22.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"B6.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"H22.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"I4.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"B7.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"F1.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K14.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"M17.MAA000564.3_10_M.1.1","OPCs",NA
"B8.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"F2.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"I5.MAA000564.3_10_M.1.1","NPCS",NA
"K15.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"M18.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"O9.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"M20.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"O11.MAA000564.3_10_M.1.1","endothelial","vascular"
"M21.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"O12.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"P20.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K19.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"O15.MAA000564.3_10_M.1.1","endothelial","vascular"
"I17.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"I16.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K22.MAA000564.3_10_M.1.1","pericytes",NA
"N2.MAA000564.3_10_M.1.1","endothelial","vascular"
"O16.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"L2.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"N3.MAA000564.3_10_M.1.1","OPCs",NA
"O17.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"I20.MAA000564.3_10_M.1.1","endothelial","vascular"
"L3.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"J4.MAA000564.3_10_M.1.1","endothelial","vascular"
"L4.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"N5.MAA000564.3_10_M.1.1","endothelial","vascular"
"J6.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"L8.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"N6.MAA000564.3_10_M.1.1","endothelial","vascular"
"O21.MAA000564.3_10_M.1.1","endothelial","vascular"
"J9.MAA000564.3_10_M.1.1","neurons","inhibitory"
"L10.MAA000564.3_10_M.1.1","pericytes",NA
"N8.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"J11.MAA000564.3_10_M.1.1","OPCs",NA
"L13.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"J16.MAA000564.3_10_M.1.1","endothelial","vascular"
"N11.MAA000564.3_10_M.1.1","endothelial","vascular"
"P2.MAA000564.3_10_M.1.1","OPCs",NA
"L16.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"N12.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"P3.MAA000564.3_10_M.1.1","endothelial","vascular"
"L18.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"N13.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"P4.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"J19.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"J20.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"M3.MAA000564.3_10_M.1.1","pericytes",NA
"N17.MAA000564.3_10_M.1.1","pericytes",NA
"P6.MAA000564.3_10_M.1.1","OPCs",NA
"J22.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K1.MAA000564.3_10_M.1.1","endothelial","vascular"
"M4.MAA000564.3_10_M.1.1","OPCs",NA
"N18.MAA000564.3_10_M.1.1","endothelial","vascular"
"P7.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"K2.MAA000564.3_10_M.1.1","unknown",NA
"M5.MAA000564.3_10_M.1.1","endothelial","vascular"
"N21.MAA000564.3_10_M.1.1","endothelial","vascular"
"P8.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K3.MAA000564.3_10_M.1.1","endothelial","vascular"
"M6.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"N22.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"P9.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K8.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"M7.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"O1.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K9.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"P11.MAA000564.3_10_M.1.1","endothelial","vascular"
"M8.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"P12.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K10.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"M10.MAA000564.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"O3.MAA000564.3_10_M.1.1","endothelial","vascular"
"K11.MAA000564.3_10_M.1.1","endothelial","vascular"
"M14.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"O4.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"K13.MAA000564.3_10_M.1.1","endothelial","vascular"
"M16.MAA000564.3_10_M.1.1","endothelial","vascular"
"P16.MAA000564.3_10_M.1.1","oligodendrocytes",NA
"G10.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"G11.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"G13.MAA000578.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"L6.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"C1.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"L12.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"O6.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"G18.MAA000578.3_10_M.1.1","neurons","excitatory"
"C3.MAA000578.3_10_M.1.1","neurons","undetermined"
"G21.MAA000578.3_10_M.1.1","unknown",NA
"G22.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"C22.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"H5.MAA000578.3_10_M.1.1","OPCs",NA
"M1.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"O22.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"H10.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"M7.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"I4.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"D5.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"D10.MAA000578.3_10_M.1.1","neurons","excitatory"
"M19.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"A4.MAA000578.3_10_M.1.1","neurons","undetermined"
"D20.MAA000578.3_10_M.1.1","OPCs",NA
"N6.MAA000578.3_10_M.1.1","neurons","excitatory"
"D21.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"J17.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"P14.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"A18.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"D22.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"B9.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"K11.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"N11.MAA000578.3_10_M.1.1","neurons","excitatory"
"E13.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"N15.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"K17.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"N20.MAA000578.3_10_M.1.1","oligodendrocytes",NA
"P20.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"F22.MAA000578.3_10_M.1.1","astrocytes","Berg.Glia"
"A16.MAA000581.3_10_M.1.1","endothelial","vascular"
"B18.MAA000581.3_10_M.1.1","pericytes",NA
"J13.MAA000581.3_10_M.1.1","endothelial","vascular"
"K18.MAA000581.3_10_M.1.1","neurons","excitatory"
"A17.MAA000581.3_10_M.1.1","endothelial","vascular"
"B19.MAA000581.3_10_M.1.1","pericytes",NA
"G8.MAA000581.3_10_M.1.1","neurons","excitatory"
"I12.MAA000581.3_10_M.1.1","pericytes",NA
"J14.MAA000581.3_10_M.1.1","endothelial","vascular"
"B20.MAA000581.3_10_M.1.1","pericytes",NA
"K19.MAA000581.3_10_M.1.1","endothelial","vascular"
"I13.MAA000581.3_10_M.1.1","endothelial","vascular"
"J15.MAA000581.3_10_M.1.1","pericytes",NA
"K21.MAA000581.3_10_M.1.1","endothelial","vascular"
"J16.MAA000581.3_10_M.1.1","endothelial","vascular"
"H12.MAA000581.3_10_M.1.1","endothelial","vascular"
"A20.MAA000581.3_10_M.1.1","neurons","excitatory"
"H13.MAA000581.3_10_M.1.1","endothelial","vascular"
"I15.MAA000581.3_10_M.1.1","pericytes",NA
"J17.MAA000581.3_10_M.1.1","unknown",NA
"J18.MAA000581.3_10_M.1.1","endothelial","vascular"
"A22.MAA000581.3_10_M.1.1","endothelial","vascular"
"H14.MAA000581.3_10_M.1.1","endothelial","vascular"
"I16.MAA000581.3_10_M.1.1","endothelial","vascular"
"H15.MAA000581.3_10_M.1.1","pericytes",NA
"I17.MAA000581.3_10_M.1.1","neurons","excitatory"
"F10.MAA000581.3_10_M.1.1","astrocytes","Berg.Glia"
"G14.MAA000581.3_10_M.1.1","endothelial","vascular"
"H16.MAA000581.3_10_M.1.1","neurons","excitatory"
"I18.MAA000581.3_10_M.1.1","pericytes",NA
"J20.MAA000581.3_10_M.1.1","endothelial","vascular"
"E9.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"B3.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"F13.MAA000581.3_10_M.1.1","neurons","excitatory"
"E10.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"G16.MAA000581.3_10_M.1.1","endothelial","vascular"
"F12.MAA000581.3_10_M.1.1","pericytes",NA
"G15.MAA000581.3_10_M.1.1","neurons","excitatory"
"H17.MAA000581.3_10_M.1.1","endothelial","vascular"
"E12.MAA000581.3_10_M.1.1","endothelial","vascular"
"F14.MAA000581.3_10_M.1.1","endothelial","vascular"
"I22.MAA000581.3_10_M.1.1","endothelial","vascular"
"B6.MAA000581.3_10_M.1.1","OPCs",NA
"C8.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"E14.MAA000581.3_10_M.1.1","pericytes",NA
"B5.MAA000581.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"E13.MAA000581.3_10_M.1.1","endothelial","vascular"
"F15.MAA000581.3_10_M.1.1","pericytes",NA
"F16.MAA000581.3_10_M.1.1","endothelial","vascular"
"A5.MAA000581.3_10_M.1.1","endothelial","vascular"
"E15.MAA000581.3_10_M.1.1","neurons","excitatory"
"L10.MAA000581.3_10_M.1.1","endothelial","vascular"
"C10.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"E16.MAA000581.3_10_M.1.1","pericytes",NA
"F18.MAA000581.3_10_M.1.1","endothelial","vascular"
"G21.MAA000581.3_10_M.1.1","unknown",NA
"L12.MAA000581.3_10_M.1.1","pericytes",NA
"B10.MAA000581.3_10_M.1.1","OPCs",NA
"C12.MAA000581.3_10_M.1.1","endothelial","vascular"
"D14.MAA000581.3_10_M.1.1","endothelial","vascular"
"E17.MAA000581.3_10_M.1.1","neurons","excitatory"
"I2.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"E18.MAA000581.3_10_M.1.1","endothelial","vascular"
"B11.MAA000581.3_10_M.1.1","endothelial","vascular"
"C13.MAA000581.3_10_M.1.1","endothelial","vascular"
"D15.MAA000581.3_10_M.1.1","endothelial","vascular"
"E19.MAA000581.3_10_M.1.1","endothelial","vascular"
"F22.MAA000581.3_10_M.1.1","endothelial","vascular"
"H1.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"L14.MAA000581.3_10_M.1.1","endothelial","vascular"
"D16.MAA000581.3_10_M.1.1","endothelial","vascular"
"E20.MAA000581.3_10_M.1.1","endothelial","vascular"
"K12.MAA000581.3_10_M.1.1","endothelial","vascular"
"B12.MAA000581.3_10_M.1.1","neurons","excitatory"
"K13.MAA000581.3_10_M.1.1","endothelial","vascular"
"A12.MAA000581.3_10_M.1.1","endothelial","vascular"
"B14.MAA000581.3_10_M.1.1","endothelial","vascular"
"C16.MAA000581.3_10_M.1.1","endothelial","vascular"
"D18.MAA000581.3_10_M.1.1","neurons","inhibitory"
"E22.MAA000581.3_10_M.1.1","unknown",NA
"B13.MAA000581.3_10_M.1.1","endothelial","vascular"
"C15.MAA000581.3_10_M.1.1","neurons","excitatory"
"H4.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"B15.MAA000581.3_10_M.1.1","endothelial","vascular"
"C17.MAA000581.3_10_M.1.1","pericytes",NA
"D19.MAA000581.3_10_M.1.1","endothelial","vascular"
"F1.MAA000581.3_10_M.1.1","astrocytes","Berg.Glia"
"H5.MAA000581.3_10_M.1.1","endothelial","vascular"
"K14.MAA000581.3_10_M.1.1","endothelial","vascular"
"K15.MAA000581.3_10_M.1.1","endothelial","vascular"
"D20.MAA000581.3_10_M.1.1","neurons","excitatory"
"K16.MAA000581.3_10_M.1.1","pericytes",NA
"A14.MAA000581.3_10_M.1.1","pericytes",NA
"B16.MAA000581.3_10_M.1.1","neurons","excitatory"
"G6.MAA000581.3_10_M.1.1","pericytes",NA
"J12.MAA000581.3_10_M.1.1","neurons","excitatory"
"P6.MAA000581.3_10_M.1.1","endothelial","vascular"
"A15.MAA000581.3_10_M.1.1","endothelial","vascular"
"B17.MAA000581.3_10_M.1.1","pericytes",NA
"C19.MAA000581.3_10_M.1.1","endothelial","vascular"
"L22.MAA000581.3_10_M.1.1","endothelial","vascular"
"N5.MAA000581.3_10_M.1.1","astrocytes","Berg.Glia"
"O6.MAA000581.3_10_M.1.1","endothelial","vascular"
"M3.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"O8.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"P11.MAA000581.3_10_M.1.1","pericytes",NA
"M4.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"P12.MAA000581.3_10_M.1.1","endothelial","vascular"
"P13.MAA000581.3_10_M.1.1","endothelial","vascular"
"N10.MAA000581.3_10_M.1.1","pericytes",NA
"O12.MAA000581.3_10_M.1.1","pericytes",NA
"P14.MAA000581.3_10_M.1.1","unknown",NA
"O13.MAA000581.3_10_M.1.1","endothelial","vascular"
"P15.MAA000581.3_10_M.1.1","pericytes",NA
"N12.MAA000581.3_10_M.1.1","endothelial","vascular"
"O14.MAA000581.3_10_M.1.1","endothelial","vascular"
"M10.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"N13.MAA000581.3_10_M.1.1","endothelial","vascular"
"O15.MAA000581.3_10_M.1.1","endothelial","vascular"
"N14.MAA000581.3_10_M.1.1","endothelial","vascular"
"O16.MAA000581.3_10_M.1.1","endothelial","vascular"
"M12.MAA000581.3_10_M.1.1","pericytes",NA
"N15.MAA000581.3_10_M.1.1","endothelial","vascular"
"M13.MAA000581.3_10_M.1.1","endothelial","vascular"
"N16.MAA000581.3_10_M.1.1","endothelial","vascular"
"M14.MAA000581.3_10_M.1.1","endothelial","vascular"
"M16.MAA000581.3_10_M.1.1","endothelial","vascular"
"M17.MAA000581.3_10_M.1.1","endothelial","vascular"
"N20.MAA000581.3_10_M.1.1","endothelial","vascular"
"N22.MAA000581.3_10_M.1.1","endothelial","vascular"
"L16.MAA000581.3_10_M.1.1","endothelial","vascular"
"M18.MAA000581.3_10_M.1.1","neurons","excitatory"
"N21.MAA000581.3_10_M.1.1","endothelial","vascular"
"P1.MAA000581.3_10_M.1.1","endothelial","vascular"
"L18.MAA000581.3_10_M.1.1","neurons","excitatory"
"P4.MAA000581.3_10_M.1.1","endothelial","vascular"
"L19.MAA000581.3_10_M.1.1","endothelial","vascular"
"O2.MAA000581.3_10_M.1.1","endothelial","vascular"
"L20.MAA000581.3_10_M.1.1","endothelial","vascular"
"N1.MAA000581.3_10_M.1.1","oligodendrocytes",NA
"D8.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"H3.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"K10.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"B4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"D9.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"H4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"K12.MAA000615.3_10_M.1.1","neurons","inhibitory"
"O6.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"H6.MAA000615.3_10_M.1.1","OPCs",NA
"K13.MAA000615.3_10_M.1.1","neurons","inhibitory"
"B7.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"D10.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"B9.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"D13.MAA000615.3_10_M.1.1","neurons","inhibitory"
"B8.MAA000615.3_10_M.1.1","endothelial","vascular"
"L3.MAA000615.3_10_M.1.1","NPCS",NA
"D11.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"B10.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"D14.MAA000615.3_10_M.1.1","endothelial","vascular"
"H11.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"L6.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"P13.MAA000615.3_10_M.1.1","NPCS",NA
"H14.MAA000615.3_10_M.1.1","NPCS",NA
"L8.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"P14.MAA000615.3_10_M.1.1","NPCS",NA
"E4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"I8.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"L10.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"B13.MAA000615.3_10_M.1.1","NPCS",NA
"E6.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"I11.MAA000615.3_10_M.1.1","OPCs",NA
"L11.MAA000615.3_10_M.1.1","endothelial","vascular"
"I13.MAA000615.3_10_M.1.1","pericytes",NA
"J3.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"L13.MAA000615.3_10_M.1.1","endothelial","vascular"
"C6.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"E13.MAA000615.3_10_M.1.1","NPCS",NA
"J4.MAA000615.3_10_M.1.1","OPCs",NA
"C7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"J5.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"M4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"F2.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"J6.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"M6.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"J7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"M7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"J10.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"M8.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"C14.MAA000615.3_10_M.1.1","NPCS",NA
"G3.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"C13.MAA000615.3_10_M.1.1","NPCS",NA
"F13.MAA000615.3_10_M.1.1","NPCS",NA
"J11.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"M10.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"A3.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"G4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"K4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"N5.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"A4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"D2.MAA000615.3_10_M.1.1","OPCs",NA
"G7.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"A7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"A8.MAA000615.3_10_M.1.1","OPCs",NA
"D5.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"G9.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"D4.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"K7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"N9.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"G8.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"K6.MAA000615.3_10_M.1.1","NPCS",NA
"N7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"A12.MAA000615.3_10_M.1.1","neurons","inhibitory"
"D6.MAA000615.3_10_M.1.1","astrocytes","cerebral_astrocytes"
"G10.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"K8.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"N13.MAA000615.3_10_M.1.1","pericytes",NA
"A13.MAA000615.3_10_M.1.1","NPCS",NA
"D7.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"G14.MAA000615.3_10_M.1.1","pericytes",NA
"K9.MAA000615.3_10_M.1.1","oligodendrocytes",NA
"D11.MAA000638.3_9_M.1.1","endothelial","vascular"
"F16.MAA000638.3_9_M.1.1","oligodendrocytes",NA
"F15.MAA000638.3_9_M.1.1","neurons","excitatory"
"E15.MAA000638.3_9_M.1.1","neurons","excitatory"
"G20.MAA000638.3_9_M.1.1","neurons","undetermined"
"D13.MAA000638.3_9_M.1.1","unknown",NA
"E18.MAA000638.3_9_M.1.1","endothelial","vascular"
"F19.MAA000638.3_9_M.1.1","unknown",NA
"E19.MAA000638.3_9_M.1.1","neurons","undetermined"
"F21.MAA000638.3_9_M.1.1","neurons","undetermined"
"H1.MAA000638.3_9_M.1.1","neurons","undetermined"
"C11.MAA000638.3_9_M.1.1","endothelial","vascular"
"I4.MAA000638.3_9_M.1.1","oligodendrocytes",NA
"C13.MAA000638.3_9_M.1.1","neurons","excitatory"
"J8.MAA000638.3_9_M.1.1","neurons","undetermined"
