"","plate.barcode","annotation","subannotation"
"D13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B16.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"D12.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"D14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A9.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A8.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B20.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C8.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A12.B002769.3_39_F.1.1","B002769","macrophages",NA
"C9.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"D22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A17.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"E6.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A20.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C16.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"A22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B8.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J16.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L14.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N17.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"P15.B002769.3_39_F.1.1","B002769","B cells",NA
"C19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"E13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"E14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G9.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J17.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L15.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N18.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"P16.B002769.3_39_F.1.1","B002769","macrophages",NA
"E15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G10.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J18.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L16.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N19.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"P17.B002769.3_39_F.1.1","B002769","B cells",NA
"E16.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G12.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J19.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L17.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N20.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"P18.B002769.3_39_F.1.1","B002769","B cells",NA
"E17.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"L19.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N21.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"P20.B002769.3_39_F.1.1","B002769","B cells",NA
"L20.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N22.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"E18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I9.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"I10.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L21.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"E19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"E20.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G16.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I11.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K9.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L22.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"O8.B002769.3_39_F.1.1","B002769","macrophages",NA
"E21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G17.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"M10.B002769.3_39_F.1.1","B002769","endothelial cells",NA
"O12.B002769.3_39_F.1.1","B002769","B cells",NA
"I13.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K10.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"E22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I15.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K11.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M11.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"O14.B002769.3_39_F.1.1","B002769","B cells",NA
"F8.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I16.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K12.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M12.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"O15.B002769.3_39_F.1.1","B002769","macrophages",NA
"F10.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G20.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I17.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K13.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M14.B002769.3_39_F.1.1","B002769","endothelial cells",NA
"O16.B002769.3_39_F.1.1","B002769","T cells",NA
"F11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"G21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"K15.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M15.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"O17.B002769.3_39_F.1.1","B002769","T cells",NA
"G22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I19.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K16.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"F12.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"M16.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"O18.B002769.3_39_F.1.1","B002769","B cells",NA
"F13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I20.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K17.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M17.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"O19.B002769.3_39_F.1.1","B002769","T cells",NA
"K18.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"O20.B002769.3_39_F.1.1","B002769","B cells",NA
"F14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H9.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I21.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"H10.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"I22.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K19.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"F15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"M20.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"O21.B002769.3_39_F.1.1","B002769","B cells",NA
"F16.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"F18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"K20.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"K21.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"M22.B002769.3_39_F.1.1","B002769","endothelial cells",NA
"M21.B002769.3_39_F.1.1","B002769","endothelial cells",NA
"O22.B002769.3_39_F.1.1","B002769","B cells",NA
"F19.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"K22.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"P9.B002769.3_39_F.1.1","B002769","T cells",NA
"N12.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"P10.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"E9.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"F20.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J9.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"E10.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"F21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"P11.B002769.3_39_F.1.1","B002769","T cells",NA
"H16.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J13.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N14.B002769.3_39_F.1.1","B002769","endothelial cells","Jun-positive"
"E11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"F22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"H17.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J14.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L10.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"P12.B002769.3_39_F.1.1","B002769","B cells",NA
"E12.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"P13.B002769.3_39_F.1.1","B002769","B cells",NA
"H18.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"J15.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"L12.B002769.3_39_F.1.1","B002769","fibro-/adipogenic progenitors",NA
"N16.B002769.3_39_F.1.1","B002769","endothelial cells",NA
"A4.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"A13.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"A21.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"B1.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"C2.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"I19.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"M21.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"O20.D042473.3_10_M.1.1","D042473","B cells",NA
"P22.D042473.3_10_M.1.1","D042473","T cells",NA
"O21.D042473.3_10_M.1.1","D042473","B cells",NA
"I20.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N1.D042473.3_10_M.1.1","D042473","endothelial cells",NA
"I22.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N3.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-negative"
"O22.D042473.3_10_M.1.1","D042473","macrophages",NA
"J1.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N15.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-negative"
"P1.D042473.3_10_M.1.1","D042473","B cells",NA
"J5.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N17.D042473.3_10_M.1.1","D042473","endothelial cells",NA
"J4.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"P3.D042473.3_10_M.1.1","D042473","B cells",NA
"P2.D042473.3_10_M.1.1","D042473","macrophages",NA
"J15.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N18.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-positive"
"P4.D042473.3_10_M.1.1","D042473","B cells",NA
"J16.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N19.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-negative"
"P5.D042473.3_10_M.1.1","D042473","B cells",NA
"N20.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-negative"
"P6.D042473.3_10_M.1.1","D042473","B cells",NA
"J20.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"P7.D042473.3_10_M.1.1","D042473","macrophages",NA
"J21.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N21.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-positive"
"J22.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"N22.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-negative"
"P8.D042473.3_10_M.1.1","D042473","B cells",NA
"K1.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O1.D042473.3_10_M.1.1","D042473","B cells",NA
"C16.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"K3.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O2.D042473.3_10_M.1.1","D042473","B cells",NA
"P10.D042473.3_10_M.1.1","D042473","B cells",NA
"P11.D042473.3_10_M.1.1","D042473","B cells",NA
"D5.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"K5.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O3.D042473.3_10_M.1.1","D042473","T cells",NA
"E1.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"K6.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O4.D042473.3_10_M.1.1","D042473","macrophages",NA
"P12.D042473.3_10_M.1.1","D042473","B cells",NA
"E2.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"K10.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"F2.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"K20.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O5.D042473.3_10_M.1.1","D042473","B cells",NA
"O6.D042473.3_10_M.1.1","D042473","B cells",NA
"P14.D042473.3_10_M.1.1","D042473","T cells",NA
"P13.D042473.3_10_M.1.1","D042473","macrophages",NA
"F5.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"K22.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O7.D042473.3_10_M.1.1","D042473","T cells",NA
"G1.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"L2.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O9.D042473.3_10_M.1.1","D042473","macrophages",NA
"P16.D042473.3_10_M.1.1","D042473","B cells",NA
"G2.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"L12.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O12.D042473.3_10_M.1.1","D042473","macrophages",NA
"P17.D042473.3_10_M.1.1","D042473","B cells",NA
"G3.D042473.3_10_M.1.1","D042473","muscle stem cells",NA
"L18.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O15.D042473.3_10_M.1.1","D042473","B cells",NA
"P18.D042473.3_10_M.1.1","D042473","B cells",NA
"I2.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"L21.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O17.D042473.3_10_M.1.1","D042473","B cells",NA
"P19.D042473.3_10_M.1.1","D042473","T cells",NA
"I5.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"L22.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"O18.D042473.3_10_M.1.1","D042473","B cells",NA
"P20.D042473.3_10_M.1.1","D042473","B cells",NA
"I18.D042473.3_10_M.1.1","D042473","fibro-/adipogenic progenitors",NA
"M19.D042473.3_10_M.1.1","D042473","endothelial cells","Jun-positive"
"P21.D042473.3_10_M.1.1","D042473","B cells",NA
