"","plate.barcode","annotation","subannotation"
"J12.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K14.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I9.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A14.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B17.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C19.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D21.D042105.3_11_M.1.1","B002762","satellite cells 2","satellite cells 2"
"F2.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G5.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H8.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"I10.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J14.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J13.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K16.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L19.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M21.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"K15.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L18.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M20.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N22.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"P2.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"O1.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"F3.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G6.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H9.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"I11.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"J15.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L20.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M22.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O2.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"P4.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"P3.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"A16.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"A15.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B18.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C20.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D22.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B19.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"L21.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N1.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O3.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P5.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"A17.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B20.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C22.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C21.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E2.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F5.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G8.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E1.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F4.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G7.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H10.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"J16.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K18.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H11.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"A18.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B21.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D1.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E3.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F6.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G9.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H12.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"I14.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J18.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I13.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K20.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M1.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N3.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"J17.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K19.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N2.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O4.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P6.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"O5.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"G10.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H13.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"I15.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J19.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M2.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N4.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O6.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"P8.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"P7.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"A20.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"A19.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B22.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D2.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E4.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F8.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C1.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"K22.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N5.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O7.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P9.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"A21.D042105.3_11_M.1.1","B002762","satellite cells 2","satellite cells 2"
"C2.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D4.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D3.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E6.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F10.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G12.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E5.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F9.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G11.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H14.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"J20.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H15.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B1.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C3.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D5.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E7.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F11.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G13.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H16.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"J22.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I18.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L2.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M5.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N7.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"J21.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L1.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M4.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N6.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O8.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P10.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"O9.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"F12.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G14.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H17.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"I20.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K1.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M6.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N8.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O10.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P11.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"B3.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B2.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C4.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D6.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E8.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"C5.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"M7.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N9.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O11.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"A1.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C6.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D8.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D7.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E10.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F14.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G16.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E9.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F13.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G15.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H18.D042105.3_11_M.1.1","B002762","satellite cells 2","satellite cells 2"
"I21.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K2.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H19.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"A2.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B5.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C7.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"D9.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"E11.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"F15.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"G17.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"H20.D042105.3_11_M.1.1","B002762","satellite cells 2","satellite cells 2"
"J1.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I22.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L6.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M9.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N11.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"K3.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L5.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M8.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N10.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"O12.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P14.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"O13.D042105.3_11_M.1.1","B002762","B cells & T-cells","B cells & T-cells"
"G18.D042105.3_11_M.1.1","B002762","satellite cells 2","satellite cells 2"
"H21.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"J2.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K5.D042105.3_11_M.1.1","B002762","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M10.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"N12.D042105.3_11_M.1.1","B002762","endothelial cells","endothelial cells"
"P17.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"P15.D042105.3_11_M.1.1","B002762","macrophages","macrophages"
"A4.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B7.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C9.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"A3.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"B6.D042105.3_11_M.1.1","B002762","satellite cells 1","satellite cells 1"
"C8.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D10.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E12.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F16.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D11.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"N13.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"O15.D042105.3_11_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"P18.D042105.3_11_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"A5.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B8.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C10.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D12.D042105.3_11_M.1.1","D042105","satellite cells 2","satellite cells 2"
"E15.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E13.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F18.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"G21.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"I1.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"F17.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"G20.D042105.3_11_M.1.1","D042105","satellite cells 2","satellite cells 2"
"H22.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"J3.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K6.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L8.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M11.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"P19.D042105.3_11_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"J4.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A6.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"M12.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"N14.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"B9.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"I2.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J5.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L11.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"C11.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"M13.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D13.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"E16.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F19.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"G22.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"N15.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"D14.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E17.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F20.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"O17.D042105.3_11_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"H1.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"I3.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"P20.D042105.3_11_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"A7.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B10.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C12.D042105.3_11_M.1.1","D042105","satellite cells 1","satellite cells 1"
"J7.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N16.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"O18.D042105.3_11_M.1.1","D042105","macrophages","macrophages"
"P21.D042105.3_11_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"K9.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L12.D042105.3_11_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M14.D042105.3_11_M.1.1","D042105","endothelial cells","endothelial cells"
"B11.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E21.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B10.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E15.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B13.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E22.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B14.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F1.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B16.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B22.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F4.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C1.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"F6.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C3.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"G2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A3.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C4.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
