"","plate.barcode","annotation","subannotation"
"H1.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A4.D042180.3_10_M.1.1","D042105","satellite cells 2","satellite cells 2"
"C5.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"H2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A9.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C10.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"H5.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A5.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C8.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"H3.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A11.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"C20.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"H10.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A13.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"H21.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A14.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D1.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"H22.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A16.D042180.3_10_M.1.1","D042105","satellite cells 2","satellite cells 2"
"A15.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"I2.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D3.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A18.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"D4.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"A19.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B1.D042180.3_10_M.1.1","D042105","satellite cells 2","satellite cells 2"
"D19.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E1.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"E2.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B4.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"B6.D042180.3_10_M.1.1","D042105","satellite cells 2","satellite cells 2"
"E4.D042180.3_10_M.1.1","D042105","satellite cells 1","satellite cells 1"
"I13.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K21.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O22.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"I17.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K22.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N4.D042180.3_10_M.1.1","D042105","endothelial cells","endothelial cells"
"P1.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"I22.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L1.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L2.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J1.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J3.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"P4.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"J5.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J4.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L5.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L4.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N12.D042180.3_10_M.1.1","D042105","endothelial cells","endothelial cells"
"P6.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"J7.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L6.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"P7.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"O1.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"P8.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"J9.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L7.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J13.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L9.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J12.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O3.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"P10.D042180.3_10_M.1.1","D042105","macrophages","macrophages"
"L8.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O2.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"J15.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L14.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"P11.D042180.3_10_M.1.1","D042105","macrophages","macrophages"
"J21.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J17.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L17.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L18.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K1.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L20.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O7.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"P14.D042180.3_10_M.1.1","D042105","macrophages","macrophages"
"P13.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"L22.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O8.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"K7.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K3.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M1.D042180.3_10_M.1.1","D042105","endothelial cells","endothelial cells"
"O9.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"P17.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"I4.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K8.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M4.D042180.3_10_M.1.1","D042105","endothelial cells","endothelial cells"
"O11.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"O10.D042180.3_10_M.1.1","D042105","macrophages","macrophages"
"P18.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"I5.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K12.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M19.D042180.3_10_M.1.1","D042105","endothelial cells","endothelial cells"
"O12.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"P22.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"I9.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I6.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K13.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O17.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"K14.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I10.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K17.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O20.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"O18.D042180.3_10_M.1.1","D042105","B cells & T-cells","B cells & T-cells"
"I11.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K20.D042180.3_10_M.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A20.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"D18.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"B1.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G9.MAA001454.3_38_F.1.1","D042105","satellite cells 1","satellite cells 1"
"D19.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G10.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I5.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J17.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L8.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I6.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"B3.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"D20.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G13.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I7.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J19.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J18.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L13.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L10.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"B6.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"D22.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G14.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I8.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J20.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L14.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I9.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J21.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L16.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"B14.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"E2.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G15.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"J22.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L18.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"B20.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"E7.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G18.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I10.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I11.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K1.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L19.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"B21.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"E8.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G21.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"B22.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"E19.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G22.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I12.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K2.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L20.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H1.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I13.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"K4.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L22.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"C4.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"E21.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"C7.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"E22.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H2.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I14.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K5.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N2.MAA001454.3_38_F.1.1","D042105","endothelial cells","endothelial cells"
"C11.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I15.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K6.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N14.MAA001454.3_38_F.1.1","D042105","endothelial cells","endothelial cells"
"F2.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H3.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"C15.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F3.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H4.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I16.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O1.MAA001454.3_38_F.1.1","D042105","B cells & T-cells","B cells & T-cells"
"K8.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"C16.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F4.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H5.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I17.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K9.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O2.MAA001454.3_38_F.1.1","D042105","macrophages","macrophages"
"C19.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F5.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H7.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I19.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K11.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D2.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F11.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H9.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I20.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K14.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D3.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F20.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"K15.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H10.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I22.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K16.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D4.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F21.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H12.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"J1.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D5.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"F22.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H18.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"J3.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K18.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"G1.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H21.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"J5.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K21.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D8.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"D9.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G2.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"H22.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"J6.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L1.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"D10.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"G3.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I1.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J7.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L2.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D11.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G5.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I2.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J9.MAA001454.3_38_F.1.1","D042105","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L3.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"A6.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"D15.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"G6.MAA001454.3_38_F.1.1","D042105","satellite cells 2","satellite cells 2"
"I3.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J15.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L5.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A16.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D16.MAA001454.3_38_F.1.1","D042180","satellite cells 2","satellite cells 2"
"I4.MAA001454.3_38_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G8.MAA001454.3_38_F.1.1","D042180","satellite cells 2","satellite cells 2"
"J16.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L7.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O16.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O17.MAA001454.3_38_F.1.1","D042180","endothelial cells","endothelial cells"
"O18.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"P3.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O22.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"P5.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"P6.MAA001454.3_38_F.1.1","D042180","macrophages","macrophages"
"P11.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"P13.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O6.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"P15.MAA001454.3_38_F.1.1","D042180","macrophages","macrophages"
"P16.MAA001454.3_38_F.1.1","D042180","macrophages","macrophages"
"O7.MAA001454.3_38_F.1.1","D042180","macrophages","macrophages"
"O9.MAA001454.3_38_F.1.1","D042180","macrophages","macrophages"
"P18.MAA001454.3_38_F.1.1","D042180","macrophages","macrophages"
"O8.MAA001454.3_38_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"P17.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O10.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O11.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O14.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"P21.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"O15.MAA001454.3_38_F.1.1","D042180","B cells & T-cells","B cells & T-cells"
"A6.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B8.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"C12.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"A7.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B9.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"C14.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D16.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D17.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F11.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G19.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F8.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G18.B002762.3_39_F.1.1","D042180","satellite cells 1","satellite cells 1"
"I3.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J11.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K15.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I4.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A8.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B10.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"C15.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D20.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F12.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G20.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"J12.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I5.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J13.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K18.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K16.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"C16.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D21.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F15.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G21.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"I6.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J14.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K19.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A9.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B11.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B13.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"C17.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D22.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F17.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"A10.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G22.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"I9.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"J15.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K20.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A11.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B14.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F19.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H1.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
