,plate.barcode,annotation,subannotation
I21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
L6.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
M17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
O11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
O10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
P17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
I22.MAA000880.3_11_M.1.1,MAA000880,stromal_mesenchymal stem cell,NA
L8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
M19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
O12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
P19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A8.MAA000880.3_11_M.1.1,MAA000880,stromal_mesenchymal stem cell,NA
B17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
D13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
O13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
A10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
A9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
B19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
D15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
G8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
B18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
J11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
J12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
B20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
D16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
G10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
J14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
L10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
M21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
A12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
G15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
L11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
M22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
L12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N7.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
O16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
J16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
D18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
G16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
J18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
N8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
B22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
G17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
J19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DP
A15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
D22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
G19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
J20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
L15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
N10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
O19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
G21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
J22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
L16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
A16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_5_DN1,NA
O20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
A17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
E14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
G22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K7.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
O21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
E15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
L18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
E16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
H11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
K10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
L19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P6.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
A20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
E18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
K11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
L20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
N15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P7.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A21.MAA000880.3_11_M.1.1,MAA000880,stromal_mesenchymal stem cell,NA
C16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_5_DN1,NA
H14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
L22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
A22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
E22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
H15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
M7.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
N17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
C18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
K15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
M10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
N18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
B5.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
M11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
B9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
P12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
B10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
C20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
H21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
K17.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
M12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F1.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
G3.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
H5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
K11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
F2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
G4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
I8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B17.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
F4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
G5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B18.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
C21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
J13.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
K15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
M21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
K16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
B20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
B19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C22.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
E3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
G8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
D2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
E5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
G10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H12.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
I14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
I13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E6.B000827.3_38_F.1.1,B000827,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
F9.B000827.3_38_F.1.1,B000827,stromal_mesenchymal stem cell,NA
G11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J17.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
K19.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
M2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K18.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
M1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A20.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
I16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
K20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A22.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
C2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
D5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A21.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
C1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D4.B000827.3_38_F.1.1,B000827,thymocyte_2_DP_favoring CD8 differentiation,NA
E7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
G12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
E8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
E9.B000827.3_38_F.1.1,B000827,thymocyte_2_DP_favoring CD8 differentiation,NA
F12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
F11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DP
G14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
